"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"Kids First DAC",11,11,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2020"
"NCI DAC",151,128,23,0,0,37,30,11,0,0,34,28,11,0,0,"02/03/2020"
"NEI",3,1,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/03/2020"
"NHGRI",76,67,9,0,0,21,20,2,0,0,20,19,2,0,0,"02/03/2020"
"NHLBI",190,20,34,0,136,13,7,5,0,2,13,7,5,0,2,"02/03/2020"
"NIAMS",3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,"02/03/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2020"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2020"
"NIDDK",16,3,0,0,13,4,3,0,0,1,4,3,0,0,1,"02/03/2020"
"NIGMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2020"
"NINDS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/03/2020"
"All DACs",511,278,69,1,163,69,59,18,1,3,64,55,18,1,3,"02/03/2020"
"JAAMH",10,10,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/04/2020"
"Kids First DAC",6,5,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/04/2020"
"NCI DAC",47,44,2,0,1,15,12,2,0,1,15,12,2,0,1,"02/04/2020"
"NEI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/04/2020"
"NHGRI",15,13,2,0,0,9,7,2,0,0,9,7,2,0,0,"02/04/2020"
"NHLBI",30,28,2,0,0,4,4,1,0,0,4,4,1,0,0,"02/04/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2020"
"NIDCR",4,4,0,0,0,3,3,0,0,0,2,2,0,0,0,"02/04/2020"
"NINDS",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2020"
"All DACs",124,116,7,0,1,31,26,6,0,1,28,24,6,0,1,"02/04/2020"
"CDAC",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/05/2020"
"ES DAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/05/2020"
"JAAMH",58,56,0,2,0,8,7,0,2,0,6,5,0,2,0,"02/05/2020"
"NCI DAC",115,111,4,0,0,24,22,4,0,0,23,21,4,0,0,"02/05/2020"
"NEI",8,8,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2020"
"NHGRI",148,124,23,0,1,19,17,3,0,1,18,16,3,0,1,"02/05/2020"
"NHLBI",75,24,51,0,0,8,5,3,0,0,8,5,3,0,0,"02/05/2020"
"NIAID",6,0,0,6,0,1,0,0,1,0,1,0,0,1,0,"02/05/2020"
"NIAMS",5,0,5,0,0,1,0,1,0,0,1,0,1,0,0,"02/05/2020"
"NICHD",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2020"
"NIGMS",11,11,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/05/2020"
"NINDS",25,25,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2020"
"All DACs",467,374,83,9,1,47,41,8,3,1,43,37,8,3,1,"02/05/2020"
"JAAMH",22,22,0,0,0,7,7,0,0,0,7,7,0,0,0,"02/06/2020"
"NCI DAC",31,30,1,0,0,14,13,1,0,0,13,12,1,0,0,"02/06/2020"
"NHGRI",17,16,1,0,0,7,6,1,0,0,7,6,1,0,0,"02/06/2020"
"NHLBI",130,124,6,0,0,5,2,3,0,0,5,2,3,0,0,"02/06/2020"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2020"
"NIDCR",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"02/06/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2020"
"NINDS",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/06/2020"
"All DACs",207,196,11,0,0,32,26,7,0,0,30,25,7,0,0,"02/06/2020"
"CDAC",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/07/2020"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/07/2020"
"JAAMH",57,52,0,0,5,10,9,0,0,1,9,8,0,0,1,"02/07/2020"
"NCI DAC",59,55,4,0,0,15,14,2,0,0,13,12,2,0,0,"02/07/2020"
"NEI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/07/2020"
"NHGRI",58,34,24,0,0,15,8,9,0,0,13,7,8,0,0,"02/07/2020"
"NHLBI",77,27,1,0,49,4,3,1,0,1,4,3,1,0,1,"02/07/2020"
"NIAID",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/07/2020"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2020"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2020"
"NIGMS",5,4,0,0,1,4,3,0,0,1,4,3,0,0,1,"02/07/2020"
"NINDS",12,12,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/07/2020"
"All DACs",287,201,30,1,55,34,28,10,1,3,30,24,9,1,3,"02/07/2020"
"NCI DAC",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/08/2020"
"NHGRI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/08/2020"
"All DACs",8,7,1,0,0,4,3,1,0,0,4,3,1,0,0,"02/08/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2020"
"JAAMH",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/09/2020"
"NCI DAC",15,10,5,0,0,5,2,3,0,0,5,2,3,0,0,"02/09/2020"
"NEI",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/09/2020"
"NHGRI",15,13,2,0,0,2,2,2,0,0,2,2,2,0,0,"02/09/2020"
"NHLBI",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"02/09/2020"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2020"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2020"
"All DACs",48,40,7,0,1,8,5,5,0,1,7,4,5,0,1,"02/09/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2020"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/10/2020"
"JAAMH",26,23,0,3,0,8,7,0,2,0,8,7,0,2,0,"02/10/2020"
"NCI DAC",52,50,2,0,0,10,8,2,0,0,10,8,2,0,0,"02/10/2020"
"NEI",4,3,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/10/2020"
"NHGRI",57,55,2,0,0,9,8,2,0,0,9,8,2,0,0,"02/10/2020"
"NHLBI",21,13,8,0,0,4,3,2,0,0,4,3,2,0,0,"02/10/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2020"
"NICHD",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/10/2020"
"NIDDK",3,2,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/10/2020"
"NIGMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2020"
"NINDS",7,6,0,0,1,1,1,0,0,1,1,1,0,0,1,"02/10/2020"
"All DACs",180,161,13,3,3,25,21,6,2,2,25,21,6,2,2,"02/10/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2020"
"JAAMH",19,19,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2020"
"NCI DAC",119,6,113,0,0,12,6,6,0,0,11,6,5,0,0,"02/11/2020"
"NEI",4,1,3,0,0,1,1,1,0,0,1,1,1,0,0,"02/11/2020"
"NHGRI",34,32,1,0,1,5,4,1,0,1,5,4,1,0,1,"02/11/2020"
"NHLBI",30,26,4,0,0,9,7,3,0,0,9,7,3,0,0,"02/11/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2020"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/11/2020"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2020"
"NIGMS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2020"
"NINDS",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/11/2020"
"All DACs",218,94,122,0,2,22,15,9,0,2,21,15,8,0,2,"02/11/2020"
"JAAMH",4,3,0,1,0,4,3,0,1,0,4,3,0,1,0,"02/12/2020"
"Kids First DAC",3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,"02/12/2020"
"NCI DAC",19,11,8,0,0,14,9,5,0,0,13,8,5,0,0,"02/12/2020"
"NHGRI",19,15,4,0,0,13,10,3,0,0,13,10,3,0,0,"02/12/2020"
"NIDCR",9,9,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/12/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/12/2020"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/12/2020"
"NINDS",8,7,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/12/2020"
"All DACs",64,46,16,2,0,30,23,9,2,0,28,22,9,2,0,"02/12/2020"
"JAAMH",5,4,0,1,0,4,3,0,1,0,4,3,0,1,0,"02/13/2020"
"NCI DAC",11,11,0,0,0,7,7,0,0,0,7,7,0,0,0,"02/13/2020"
"NHGRI",4,2,2,0,0,4,2,2,0,0,4,2,2,0,0,"02/13/2020"
"NHLBI",7,4,3,0,0,4,3,1,0,0,4,3,1,0,0,"02/13/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2020"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/13/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2020"
"All DACs",31,25,5,1,0,16,13,3,1,0,16,13,3,1,0,"02/13/2020"
"JAAMH",22,1,0,2,19,4,1,0,2,2,4,1,0,2,2,"02/14/2020"
"NCI DAC",24,20,4,0,0,11,9,3,0,0,11,9,3,0,0,"02/14/2020"
"NHGRI",8,6,1,0,1,8,6,1,0,1,8,6,1,0,1,"02/14/2020"
"NHLBI",11,2,6,0,3,5,1,2,0,2,5,1,2,0,2,"02/14/2020"
"NIAMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/14/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2020"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/14/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2020"
"All DACs",69,31,11,2,25,24,17,6,2,5,23,16,6,2,5,"02/14/2020"
"NCI DAC",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2020"
"All DACs",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2020"
"CDAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/16/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2020"
"JAAMH",33,33,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/16/2020"
"NCI DAC",25,24,1,0,0,5,5,1,0,0,5,5,1,0,0,"02/16/2020"
"NEI",5,4,1,0,0,3,3,1,0,0,3,3,1,0,0,"02/16/2020"
"NHGRI",39,35,4,0,0,3,3,1,0,0,3,3,1,0,0,"02/16/2020"
"NHLBI",138,112,26,0,0,3,2,3,0,0,3,2,3,0,0,"02/16/2020"
"NIDDK",15,15,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/16/2020"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2020"
"NINDS",9,8,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/16/2020"
"All DACs",270,237,33,0,0,7,7,4,0,0,7,7,4,0,0,"02/16/2020"
"JAAMH",5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,"02/17/2020"
"NCI DAC",26,15,11,0,0,11,9,3,0,0,8,6,3,0,0,"02/17/2020"
"NHGRI",17,5,12,0,0,8,3,5,0,0,7,3,4,0,0,"02/17/2020"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2020"
"NINDS",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"02/17/2020"
"All DACs",53,23,23,2,5,21,14,8,1,1,17,11,7,1,1,"02/17/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2020"
"JAAMH",17,8,3,6,0,6,4,1,2,0,6,4,1,2,0,"02/18/2020"
"NCI DAC",37,33,4,0,0,17,15,3,0,0,16,14,3,0,0,"02/18/2020"
"NEI",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/18/2020"
"NHGRI",32,30,2,0,0,10,9,2,0,0,10,9,2,0,0,"02/18/2020"
"NHLBI",94,39,6,0,49,6,4,2,0,1,6,4,2,0,1,"02/18/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2020"
"NINDS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/18/2020"
"All DACs",192,121,15,6,50,32,27,7,2,1,31,26,7,2,1,"02/18/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2020"
"JAAMH",62,35,0,22,5,7,6,0,1,1,7,6,0,1,1,"02/19/2020"
"NCI DAC",29,24,5,0,0,14,12,2,0,0,14,12,2,0,0,"02/19/2020"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/19/2020"
"NHGRI",8,6,2,0,0,4,2,2,0,0,4,2,2,0,0,"02/19/2020"
"NHLBI",135,103,32,0,0,8,5,4,0,0,8,5,4,0,0,"02/19/2020"
"NICHD",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/19/2020"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2020"
"All DACs",242,175,39,23,5,28,22,7,1,1,28,22,7,1,1,"02/19/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2020"
"JAAMH",59,53,6,0,0,5,4,1,0,0,5,4,1,0,0,"02/20/2020"
"Kids First DAC",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2020"
"NCI DAC",50,41,9,0,0,18,16,5,0,0,16,14,5,0,0,"02/20/2020"
"NEI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/20/2020"
"NHGRI",69,64,5,0,0,12,9,4,0,0,11,8,4,0,0,"02/20/2020"
"NHLBI",142,142,0,0,0,6,6,0,0,0,6,6,0,0,0,"02/20/2020"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/20/2020"
"NIAMS",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"02/20/2020"
"NICHD",4,3,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/20/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2020"
"NIDDK",16,16,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2020"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/20/2020"
"NINDS",6,5,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/20/2020"
"All DACs",366,341,23,1,1,35,30,10,1,1,30,26,10,1,1,"02/20/2020"
"JAAMH",19,11,0,2,6,5,3,0,2,1,5,3,0,2,1,"02/21/2020"
"NCI DAC",20,19,1,0,0,5,4,1,0,0,5,4,1,0,0,"02/21/2020"
"NHGRI",6,4,2,0,0,5,3,2,0,0,3,1,2,0,0,"02/21/2020"
"NHLBI",9,5,1,0,3,5,2,1,0,2,5,2,1,0,2,"02/21/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2020"
"NIDDK",6,6,0,0,0,4,4,0,0,0,1,1,0,0,0,"02/21/2020"
"NINDS",4,3,0,1,0,3,3,0,1,0,2,2,0,1,0,"02/21/2020"
"All DACs",65,49,4,3,9,25,19,4,3,2,13,7,4,3,2,"02/21/2020"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2020"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2020"
"All DACs",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2020"
"NCI DAC",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/23/2020"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2020"
"NIDCR",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/23/2020"
"All DACs",4,2,1,1,0,4,2,1,1,0,4,2,1,1,0,"02/23/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2020"
"JAAMH",20,12,0,3,5,6,4,0,1,1,6,4,0,1,1,"02/24/2020"
"NCI DAC",122,114,8,0,0,15,11,5,0,0,14,10,5,0,0,"02/24/2020"
"NEI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/24/2020"
"NHGRI",36,29,7,0,0,9,8,3,0,0,9,8,3,0,0,"02/24/2020"
"NHLBI",34,2,3,0,29,4,1,2,0,1,4,1,2,0,1,"02/24/2020"
"NIAID",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"02/24/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2020"
"NIDCR",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"02/24/2020"
"NIDDK",9,0,0,0,9,1,0,0,0,1,1,0,0,0,1,"02/24/2020"
"NINDS",2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,"02/24/2020"
"All DACs",230,159,21,5,45,29,21,9,3,2,28,20,9,3,2,"02/24/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/25/2020"
"JAAMH",8,8,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/25/2020"
"NCI DAC",30,24,6,0,0,17,15,4,0,0,16,14,4,0,0,"02/25/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2020"
"NHGRI",12,11,1,0,0,7,6,1,0,0,7,6,1,0,0,"02/25/2020"
"NHLBI",9,9,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/25/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2020"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2020"
"All DACs",65,58,7,0,0,27,24,5,0,0,24,21,5,0,0,"02/25/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2020"
"ES DAC",3,2,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/26/2020"
"JAAMH",7,5,0,2,0,6,4,0,2,0,6,4,0,2,0,"02/26/2020"
"Kids First DAC",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2020"
"NCI DAC",25,24,1,0,0,18,17,1,0,0,14,13,1,0,0,"02/26/2020"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/26/2020"
"NHGRI",11,9,2,0,0,7,5,2,0,0,7,5,2,0,0,"02/26/2020"
"NHLBI",41,24,17,0,0,7,4,3,0,0,7,4,3,0,0,"02/26/2020"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/26/2020"
"NIDCR",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"02/26/2020"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/26/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2020"
"All DACs",102,76,22,3,1,36,29,7,3,1,32,25,6,3,1,"02/26/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2020"
"JAAMH",35,28,0,0,7,4,3,0,0,1,4,3,0,0,1,"02/27/2020"
"Kids First DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2020"
"NCI DAC",33,16,17,0,0,12,9,4,0,0,12,9,4,0,0,"02/27/2020"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2020"
"NHGRI",13,11,2,0,0,9,7,2,0,0,9,7,2,0,0,"02/27/2020"
"NHLBI",23,2,19,0,2,4,1,2,0,1,4,1,2,0,1,"02/27/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2020"
"All DACs",110,63,38,0,9,25,19,7,0,1,24,18,7,0,1,"02/27/2020"
"JAAMH",20,14,6,0,0,6,5,1,0,0,5,4,1,0,0,"02/28/2020"
"NCI DAC",64,60,4,0,0,16,13,3,0,0,15,12,3,0,0,"02/28/2020"
"NHGRI",23,22,1,0,0,11,10,1,0,0,10,9,1,0,0,"02/28/2020"
"NHLBI",59,57,0,0,2,5,4,0,0,1,4,3,0,0,1,"02/28/2020"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2020"
"NIDCR",3,1,0,2,0,2,1,0,1,0,2,1,0,1,0,"02/28/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2020"
"NINDS",10,10,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/28/2020"
"All DACs",182,167,11,2,2,26,22,5,1,1,23,19,5,1,1,"02/28/2020"
"NCI DAC",21,7,14,0,0,4,3,1,0,0,4,3,1,0,0,"02/29/2020"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/29/2020"
"All DACs",22,7,15,0,0,4,3,1,0,0,4,3,1,0,0,"02/29/2020"
"JAAMH",6,5,0,1,0,2,1,0,1,0,2,1,0,1,0,"03/01/2020"
"NCI DAC",17,16,1,0,0,5,4,1,0,0,5,4,1,0,0,"03/01/2020"
"NHGRI",15,14,1,0,0,9,8,1,0,0,9,8,1,0,0,"03/01/2020"
"NHLBI",10,4,6,0,0,5,3,2,0,0,5,3,2,0,0,"03/01/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2020"
"All DACs",50,41,8,1,0,17,13,3,1,0,16,13,3,1,0,"03/01/2020"
"CDAC",8,8,0,0,0,7,7,0,0,0,6,6,0,0,0,"03/02/2020"
"JAAMH",85,74,0,11,0,22,20,0,5,0,20,18,0,4,0,"03/02/2020"
"Kids First DAC",12,12,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2020"
"NCATS",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"03/02/2020"
"NCI DAC",194,172,22,0,0,40,37,8,0,0,33,30,7,0,0,"03/02/2020"
"NEI",15,11,4,0,0,5,5,2,0,0,4,4,1,0,0,"03/02/2020"
"NHGRI",120,106,5,0,9,40,36,4,0,1,31,28,4,0,1,"03/02/2020"
"NHLBI",190,147,28,0,15,19,13,5,0,2,17,12,4,0,2,"03/02/2020"
"NIAID",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2020"
"NIAMS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2020"
"NICHD",2,1,0,1,0,2,1,0,1,0,1,1,0,1,0,"03/02/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2020"
"NIGMS",7,6,1,0,0,5,4,1,0,0,4,4,1,0,0,"03/02/2020"
"NINDS",28,28,0,0,0,13,13,0,0,0,8,8,0,0,0,"03/02/2020"
"All DACs",677,578,60,12,27,92,79,16,5,4,69,58,14,4,4,"03/02/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/03/2020"
"JAAMH",48,47,0,1,0,8,8,0,1,0,8,8,0,1,0,"03/03/2020"
"NCI DAC",60,52,8,0,0,25,19,7,0,0,20,14,7,0,0,"03/03/2020"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2020"
"NHGRI",35,29,6,0,0,14,11,4,0,0,13,10,4,0,0,"03/03/2020"
"NHLBI",41,20,21,0,0,17,11,7,0,0,14,9,6,0,0,"03/03/2020"
"NIAMS",5,3,2,0,0,3,1,2,0,0,2,1,1,0,0,"03/03/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2020"
"NINDS",7,6,0,1,0,5,4,0,1,0,5,4,0,1,0,"03/03/2020"
"All DACs",204,165,37,2,0,56,42,17,2,0,43,33,15,2,0,"03/03/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2020"
"JAAMH",108,11,0,16,81,5,3,0,1,1,5,3,0,1,1,"03/04/2020"
"NCI DAC",26,19,7,0,0,11,10,3,0,0,10,9,3,0,0,"03/04/2020"
"NHGRI",22,21,1,0,0,9,8,1,0,0,9,8,1,0,0,"03/04/2020"
"NHLBI",24,4,20,0,0,5,2,3,0,0,5,2,3,0,0,"03/04/2020"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/04/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2020"
"NIGMS",3,1,0,0,2,2,1,0,0,1,2,1,0,0,1,"03/04/2020"
"NINDS",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2020"
"All DACs",196,68,28,16,84,21,19,5,1,1,19,17,5,1,1,"03/04/2020"
"CDAC",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/05/2020"
"JAAMH",50,48,0,2,0,5,3,0,2,0,5,3,0,2,0,"03/05/2020"
"Kids First DAC",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"03/05/2020"
"NCI DAC",32,18,14,0,0,12,10,3,0,0,12,10,3,0,0,"03/05/2020"
"NHGRI",21,21,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/05/2020"
"NHLBI",50,47,3,0,0,5,3,2,0,0,5,3,2,0,0,"03/05/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2020"
"NIDDK",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2020"
"NINDS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/05/2020"
