"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/12/2020"
"All DACs",20,16,4,0,0,5,4,2,0,0,5,4,2,0,0,"01/12/2020"
"JAAMH",35,29,6,0,0,9,8,1,0,0,8,7,1,0,0,"01/13/2020"
"Kids First DAC",12,12,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2020"
"NCI DAC",70,58,12,0,0,23,20,3,0,0,19,16,3,0,0,"01/13/2020"
"NHGRI",79,66,13,0,0,17,15,4,0,0,17,15,4,0,0,"01/13/2020"
"NHLBI",88,50,38,0,0,7,4,4,0,0,5,2,4,0,0,"01/13/2020"
"NIAID",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2020"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2020"
"NIDCR",4,0,4,0,0,2,0,2,0,0,2,0,2,0,0,"01/13/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2020"
"NINDS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/13/2020"
"NINR DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2020"
"All DACs",298,225,73,0,0,46,39,13,0,0,38,32,13,0,0,"01/13/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/14/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/14/2020"
"JAAMH",16,11,0,2,3,9,7,0,2,1,8,7,0,1,1,"01/14/2020"
"NCI DAC",24,18,6,0,0,18,14,4,0,0,18,14,4,0,0,"01/14/2020"
"NEI",4,1,0,0,3,2,1,0,0,1,2,1,0,0,1,"01/14/2020"
"NHGRI",13,9,3,0,1,11,9,2,0,1,10,8,2,0,1,"01/14/2020"
"NHLBI",52,6,41,0,5,8,4,2,0,2,8,4,2,0,2,"01/14/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/14/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/14/2020"
"NIDDK",11,6,2,0,3,5,2,1,0,2,4,2,1,0,2,"01/14/2020"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/14/2020"
"NINDS",13,7,6,0,0,4,3,2,0,0,4,3,2,0,0,"01/14/2020"
"All DACs",138,62,58,3,15,38,29,10,3,3,35,28,9,2,3,"01/14/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2020"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/15/2020"
"JAAMH",37,12,6,5,14,9,4,1,3,3,8,3,1,3,3,"01/15/2020"
"NCI DAC",25,24,1,0,0,14,13,1,0,0,13,12,1,0,0,"01/15/2020"
"NEI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/15/2020"
"NHGRI",45,17,27,0,1,10,7,3,0,1,10,7,3,0,1,"01/15/2020"
"NHLBI",51,7,3,0,41,6,2,2,0,2,6,2,2,0,2,"01/15/2020"
"NIAMS",5,3,2,0,0,2,1,1,0,0,2,1,1,0,0,"01/15/2020"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/15/2020"
"NIDDK",7,1,0,5,1,3,1,0,1,1,3,1,0,1,1,"01/15/2020"
"NINDS",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/15/2020"
"All DACs",179,71,40,11,57,31,25,7,5,4,28,22,7,5,4,"01/15/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2020"
"JAAMH",11,3,5,0,3,3,2,1,0,1,3,2,1,0,1,"01/16/2020"
"NCI DAC",38,22,16,0,0,9,5,5,0,0,9,5,5,0,0,"01/16/2020"
"NEI",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/16/2020"
"NHGRI",39,36,1,0,2,7,6,1,0,1,7,6,1,0,1,"01/16/2020"
"NHLBI",65,6,59,0,0,2,1,1,0,0,2,1,1,0,0,"01/16/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2020"
"NINDS",11,9,2,0,0,4,3,1,0,0,4,3,1,0,0,"01/16/2020"
"NINR DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2020"
"All DACs",170,81,83,0,6,16,11,6,0,2,16,11,6,0,2,"01/16/2020"
"CDAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2020"
"JAAMH",23,22,0,1,0,4,3,0,1,0,3,2,0,1,0,"01/17/2020"
"Kids First DAC",5,3,2,0,0,3,2,1,0,0,2,2,1,0,0,"01/17/2020"
"NCI DAC",40,37,3,0,0,15,13,2,0,0,14,13,2,0,0,"01/17/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2020"
"NHGRI",79,43,36,0,0,9,8,2,0,0,7,7,1,0,0,"01/17/2020"
"NHLBI",81,29,52,0,0,4,2,2,0,0,3,2,2,0,0,"01/17/2020"
"NIAID",5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,"01/17/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2020"
"NICHD",7,6,1,0,0,2,2,1,0,0,1,1,1,0,0,"01/17/2020"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/17/2020"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/17/2020"
"NIDDK",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2020"
"NIGMS",2,1,0,1,0,2,1,0,1,0,1,1,0,1,0,"01/17/2020"
"NINDS",7,7,0,0,0,2,2,0,0,0,1,1,0,0,0,"01/17/2020"
"All DACs",261,163,95,2,1,25,22,4,2,1,23,20,3,2,1,"01/17/2020"
"NCI DAC",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"01/18/2020"
"All DACs",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"01/18/2020"
"NCI DAC",5,4,1,0,0,3,2,1,0,0,3,2,1,0,0,"01/19/2020"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/19/2020"
"All DACs",6,5,1,0,0,3,2,1,0,0,3,2,1,0,0,"01/19/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/20/2020"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/20/2020"
"JAAMH",35,27,0,6,2,7,5,0,3,1,7,5,0,3,1,"01/20/2020"
"NCI DAC",70,67,3,0,0,16,16,2,0,0,13,13,2,0,0,"01/20/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/20/2020"
"NHGRI",17,14,3,0,0,5,4,2,0,0,5,4,2,0,0,"01/20/2020"
"NHLBI",57,34,20,0,3,6,1,3,0,2,6,1,3,0,2,"01/20/2020"
"NIAID",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/20/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/20/2020"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/20/2020"
"All DACs",188,149,26,8,5,25,22,5,4,3,22,19,5,4,3,"01/20/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/21/2020"
"ES DAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/21/2020"
"JAAMH",12,11,0,0,1,6,5,0,0,1,6,5,0,0,1,"01/21/2020"
"NCI DAC",61,47,14,0,0,22,17,8,0,0,20,16,8,0,0,"01/21/2020"
"NHGRI",60,53,7,0,0,18,17,5,0,0,16,15,5,0,0,"01/21/2020"
"NHLBI",36,4,24,0,8,9,3,4,0,2,8,3,3,0,2,"01/21/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/21/2020"
"NIAMS",3,2,1,0,0,3,2,1,0,0,3,2,1,0,0,"01/21/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/21/2020"
"NIDCD DAC",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"01/21/2020"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/21/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/21/2020"
"All DACs",184,127,46,0,11,48,38,16,0,4,42,34,15,0,4,"01/21/2020"
"JAAMH",12,5,0,7,0,6,4,0,2,0,4,3,0,2,0,"01/22/2020"
"NCI DAC",8,7,1,0,0,4,3,1,0,0,4,3,1,0,0,"01/22/2020"
"NHGRI",6,4,2,0,0,4,2,2,0,0,4,2,2,0,0,"01/22/2020"
"NHLBI",8,4,4,0,0,4,2,2,0,0,4,2,2,0,0,"01/22/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/22/2020"
"All DACs",35,21,7,7,0,17,12,5,2,0,15,11,5,2,0,"01/22/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2020"
"JAAMH",12,9,0,3,0,5,5,0,1,0,4,4,0,1,0,"01/23/2020"
"NCI DAC",40,36,4,0,0,11,9,2,0,0,11,9,2,0,0,"01/23/2020"
"NEI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/23/2020"
"NHGRI",34,33,1,0,0,13,12,1,0,0,13,12,1,0,0,"01/23/2020"
"NHLBI",66,25,41,0,0,9,5,4,0,0,8,5,3,0,0,"01/23/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2020"
"NICHD",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/23/2020"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2020"
"NINDS",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/23/2020"
"All DACs",174,125,46,3,0,28,25,7,1,0,26,23,6,1,0,"01/23/2020"
"JAAMH",13,12,0,1,0,3,2,0,1,0,3,2,0,1,0,"01/24/2020"
"NCI DAC",32,27,5,0,0,15,11,5,0,0,14,11,4,0,0,"01/24/2020"
"NEI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/24/2020"
"NHGRI",21,20,1,0,0,5,4,1,0,0,5,4,1,0,0,"01/24/2020"
"NHLBI",14,14,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/24/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2020"
"All DACs",87,80,6,1,0,22,17,5,1,0,21,17,4,1,0,"01/24/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/25/2020"
"NCI DAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/25/2020"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/25/2020"
"All DACs",5,4,1,0,0,3,3,1,0,0,3,3,1,0,0,"01/25/2020"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01/26/2020"
"ES DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/27/2020"
"JAAMH",23,22,0,1,0,9,8,0,1,0,9,8,0,1,0,"01/27/2020"
"NCI DAC",23,22,1,0,0,8,7,1,0,0,8,7,1,0,0,"01/27/2020"
"NHGRI",5,4,1,0,0,5,4,1,0,0,5,4,1,0,0,"01/27/2020"
"NHLBI",61,50,4,0,7,10,8,1,0,1,10,8,1,0,1,"01/27/2020"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2020"
"All DACs",116,102,6,1,7,28,23,3,1,1,27,22,3,1,1,"01/27/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2020"
"JAAMH",6,5,0,1,0,3,2,0,1,0,3,2,0,1,0,"01/28/2020"
"Kids First DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2020"
"NCI DAC",51,32,19,0,0,15,12,3,0,0,15,12,3,0,0,"01/28/2020"
"NHGRI",18,12,6,0,0,8,6,2,0,0,8,6,2,0,0,"01/28/2020"
"NHLBI",14,8,6,0,0,7,5,2,0,0,6,5,2,0,0,"01/28/2020"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/28/2020"
"NINDS",7,7,0,0,0,4,4,0,0,0,4,4,0,0,0,"01/28/2020"
"All DACs",100,67,31,1,1,26,21,5,1,1,24,20,5,1,1,"01/28/2020"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"01/29/2020"
"JAAMH",16,9,6,1,0,6,4,1,1,0,6,4,1,1,0,"01/29/2020"
"Kids First DAC",13,7,5,0,1,2,2,2,0,1,2,2,2,0,1,"01/29/2020"
"NCI DAC",80,65,14,0,1,21,17,6,0,1,19,15,6,0,1,"01/29/2020"
"NHGRI",38,8,17,0,13,11,6,2,0,3,11,6,2,0,3,"01/29/2020"
"NHLBI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/29/2020"
"NIGMS",3,1,0,0,2,3,1,0,0,2,3,1,0,0,2,"01/29/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/29/2020"
"All DACs",160,99,42,1,18,34,27,11,1,4,31,24,11,1,4,"01/29/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2020"
"JAAMH",34,27,0,7,0,10,9,0,2,0,7,6,0,2,0,"01/30/2020"
"Kids First DAC",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2020"
"NCI DAC",76,58,18,0,0,17,13,6,0,0,17,13,6,0,0,"01/30/2020"
"NHGRI",29,24,5,0,0,14,12,4,0,0,14,12,4,0,0,"01/30/2020"
"NHLBI",6,6,0,0,0,5,5,0,0,0,5,5,0,0,0,"01/30/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2020"
"NIGMS",3,2,0,1,0,2,2,0,1,0,2,2,0,1,0,"01/30/2020"
"NINDS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/30/2020"
"All DACs",159,128,23,8,0,40,34,8,2,0,31,27,8,2,0,"01/30/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2020"
"JAAMH",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2020"
"NCI DAC",26,24,2,0,0,11,11,1,0,0,11,11,1,0,0,"01/31/2020"
"NHGRI",9,9,0,0,0,7,7,0,0,0,7,7,0,0,0,"01/31/2020"
"NHLBI",14,14,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/31/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2020"
"All DACs",54,52,2,0,0,21,21,1,0,0,19,19,1,0,0,"01/31/2020"
"CDAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"JAAMH",54,41,6,7,0,3,2,1,2,0,3,2,1,2,0,"02/01/2020"
"NCI DAC",105,103,2,0,0,2,1,1,0,0,2,1,1,0,0,"02/01/2020"
"NEI",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NHGRI",103,102,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/01/2020"
"NHLBI",53,38,15,0,0,2,1,2,0,0,2,1,2,0,0,"02/01/2020"
"NIAMS",12,12,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NIDCR",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NIGMS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"NINDS",31,29,2,0,0,1,1,1,0,0,1,1,1,0,0,"02/01/2020"
"NINR DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2020"
"All DACs",387,354,26,7,0,5,3,3,2,0,5,3,3,2,0,"02/01/2020"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/02/2020"
"JAAMH",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/02/2020"
"NCI DAC",9,9,0,0,0,5,5,0,0,0,4,4,0,0,0,"02/02/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2020"
"NHGRI",13,11,2,0,0,6,5,2,0,0,3,3,1,0,0,"02/02/2020"
"NHLBI",12,12,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/02/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2020"
"NINDS",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/02/2020"
"All DACs",44,41,2,1,0,10,9,2,1,0,6,6,1,1,0,"02/02/2020"
"CDAC",4,2,0,0,2,3,2,0,0,1,3,2,0,0,1,"02/03/2020"
"ES DAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/03/2020"
"JAAMH",45,35,0,0,10,18,16,0,0,2,18,16,0,0,2,"02/03/2020"
