"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NHLBI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/07/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2017"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2017"
"All DACs",91,81,5,2,3,21,17,4,1,1,19,16,4,1,1,"02/07/2017"
"JAAMH",13,12,0,1,0,6,5,0,1,0,6,5,0,1,0,"02/08/2017"
"NCI DAC",4,2,1,1,0,3,2,1,1,0,3,2,1,1,0,"02/08/2017"
"NHGRI",15,14,1,0,0,8,8,1,0,0,8,8,1,0,0,"02/08/2017"
"NHLBI",21,21,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/08/2017"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/08/2017"
"NINDS",7,4,0,3,0,2,1,0,1,0,2,1,0,1,0,"02/08/2017"
"All DACs",62,55,2,5,0,17,14,2,3,0,16,14,2,3,0,"02/08/2017"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/09/2017"
"JAAMH",80,12,0,25,43,5,4,0,1,1,5,4,0,1,1,"02/09/2017"
"NCI DAC",71,62,7,0,2,13,10,3,0,2,13,10,3,0,2,"02/09/2017"
"NHGRI",92,88,4,0,0,12,11,3,0,0,12,11,3,0,0,"02/09/2017"
"NHLBI",89,84,0,0,5,5,4,0,0,1,5,4,0,0,1,"02/09/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2017"
"NICHD",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/09/2017"
"NIDCR",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/09/2017"
"NIDDK",15,15,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2017"
"NIGMS",7,7,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/09/2017"
"NINDS",13,4,0,1,8,3,2,0,1,1,3,2,0,1,1,"02/09/2017"
"All DACs",374,277,11,26,60,23,20,4,1,2,22,20,4,1,2,"02/09/2017"
"JAAMH",48,46,2,0,0,7,6,1,0,0,7,6,1,0,0,"02/10/2017"
"NCI DAC",11,10,1,0,0,5,4,1,0,0,5,4,1,0,0,"02/10/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2017"
"NHGRI",27,18,9,0,0,5,4,1,0,0,5,4,1,0,0,"02/10/2017"
"NHLBI",25,17,0,8,0,6,5,0,1,0,6,5,0,1,0,"02/10/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2017"
"NINDS",11,10,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/10/2017"
"All DACs",125,104,12,9,0,15,12,3,2,0,15,12,3,2,0,"02/10/2017"
"NCI DAC",16,12,4,0,0,2,1,2,0,0,2,1,2,0,0,"02/11/2017"
"NHGRI",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2017"
"All DACs",22,18,4,0,0,2,1,2,0,0,2,1,2,0,0,"02/11/2017"
"JAAMH",15,14,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/12/2017"
"NCI DAC",8,7,1,0,0,5,4,1,0,0,4,3,1,0,0,"02/12/2017"
"NHGRI",6,5,1,0,0,3,2,1,0,0,3,2,1,0,0,"02/12/2017"
"NHLBI",6,0,6,0,0,1,0,1,0,0,1,0,1,0,0,"02/12/2017"
"NIDDK",4,4,0,0,0,2,2,0,0,0,1,1,0,0,0,"02/12/2017"
"NIGMS",3,1,1,1,0,3,1,1,1,0,2,1,1,1,0,"02/12/2017"
"NINDS",4,4,0,0,0,3,3,0,0,0,1,1,0,0,0,"02/12/2017"
"All DACs",46,35,9,2,0,12,8,4,2,0,7,5,3,2,0,"02/12/2017"
"CDAC",3,2,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/13/2017"
"JAAMH",91,57,6,16,12,9,6,1,2,2,7,5,1,2,2,"02/13/2017"
"NCI DAC",33,29,3,0,1,16,12,3,0,1,14,11,3,0,1,"02/13/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2017"
"NHGRI",72,40,32,0,0,12,7,6,0,0,11,7,6,0,0,"02/13/2017"
"NHLBI",98,39,4,10,45,7,2,1,1,4,5,2,1,1,3,"02/13/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2017"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/13/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2017"
"NIDDK",9,6,0,0,3,5,3,0,0,2,4,3,0,0,2,"02/13/2017"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/13/2017"
"All DACs",314,180,45,27,62,29,18,8,3,5,26,17,8,3,4,"02/13/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2017"
"JAAMH",22,21,0,1,0,5,4,0,1,0,5,4,0,1,0,"02/14/2017"
"NCI DAC",37,23,4,7,3,17,14,4,4,2,13,10,4,2,2,"02/14/2017"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/14/2017"
"NHGRI",10,8,2,0,0,9,7,2,0,0,9,7,2,0,0,"02/14/2017"
"NHLBI",45,42,2,1,0,7,6,1,1,0,7,6,1,1,0,"02/14/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2017"
"All DACs",119,99,8,9,3,31,27,6,6,2,27,23,6,4,2,"02/14/2017"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/15/2017"
"JAAMH",106,26,8,0,72,6,5,2,0,1,6,5,2,0,1,"02/15/2017"
"NCI DAC",47,41,2,1,3,12,10,2,1,1,12,10,2,1,1,"02/15/2017"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/15/2017"
"NHGRI",44,38,1,0,5,9,7,1,0,2,8,7,1,0,2,"02/15/2017"
"NHLBI",31,24,0,0,7,8,6,0,0,2,8,6,0,0,2,"02/15/2017"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2017"
"NICHD",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/15/2017"
"NIDDK",15,15,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/15/2017"
"NIGMS",4,2,0,0,2,3,2,0,0,1,3,2,0,0,1,"02/15/2017"
"NINDS",18,11,0,0,7,4,4,0,0,1,4,4,0,0,1,"02/15/2017"
"All DACs",272,162,11,1,98,23,19,4,1,3,22,19,4,1,3,"02/15/2017"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/16/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2017"
"JAAMH",35,31,0,2,2,5,4,0,1,1,5,4,0,1,1,"02/16/2017"
"NCI DAC",33,25,3,4,1,8,6,3,1,1,8,6,3,1,1,"02/16/2017"
"NEI",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/16/2017"
"NHGRI",26,19,7,0,0,6,5,2,0,0,6,5,2,0,0,"02/16/2017"
"NHLBI",39,28,2,9,0,5,2,1,2,0,5,2,1,2,0,"02/16/2017"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/16/2017"
"NIAMS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/16/2017"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2017"
"NIGMS",19,7,0,5,7,6,4,0,2,3,6,4,0,2,3,"02/16/2017"
"NINDS",11,11,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/16/2017"
"All DACs",178,133,12,20,13,19,15,5,5,4,19,15,5,5,4,"02/16/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2017"
"JAAMH",7,7,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/17/2017"
"NCI DAC",12,8,2,2,0,8,6,2,1,0,7,5,2,1,0,"02/17/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2017"
"NHGRI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/17/2017"
"NHLBI",104,82,0,22,0,4,3,0,1,0,4,3,0,1,0,"02/17/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2017"
"NIDDK",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/17/2017"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2017"
"All DACs",137,111,2,24,0,15,12,2,2,0,13,10,2,2,0,"02/17/2017"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02/18/2017"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2017"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2017"
"All DACs",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/19/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2017"
"JAAMH",35,30,4,1,0,6,5,1,1,0,5,5,1,1,0,"02/20/2017"
"NCI DAC",27,25,1,1,0,11,10,1,1,0,10,9,1,1,0,"02/20/2017"
"NEI",3,2,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/20/2017"
"NHGRI",50,48,2,0,0,8,6,2,0,0,8,6,2,0,0,"02/20/2017"
"NHLBI",49,49,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/20/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2017"
"NIDDK",21,21,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/20/2017"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/20/2017"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/20/2017"
"All DACs",194,184,8,2,0,23,20,5,2,0,21,19,5,2,0,"02/20/2017"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/21/2017"
"JAAMH",82,1,6,0,75,3,1,1,0,2,3,1,1,0,2,"02/21/2017"
"NCI DAC",45,33,3,1,8,14,9,2,1,2,13,8,2,1,2,"02/21/2017"
"NEI",4,3,1,0,0,2,2,1,0,0,1,1,1,0,0,"02/21/2017"
"NHGRI",16,12,0,0,4,8,7,0,0,1,8,7,0,0,1,"02/21/2017"
"NHLBI",7,0,2,0,5,2,0,1,0,1,2,0,1,0,1,"02/21/2017"
"NIAMS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2017"
"NICHD",2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,"02/21/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2017"
"NIGMS",3,1,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/21/2017"
"NINDS",11,0,0,0,11,1,0,0,0,1,1,0,0,0,1,"02/21/2017"
"All DACs",177,56,12,2,107,22,17,5,2,2,19,14,5,2,2,"02/21/2017"
"JAAMH",15,15,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/22/2017"
"NCI DAC",7,5,1,1,0,4,3,1,1,0,4,3,1,1,0,"02/22/2017"
"NHGRI",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/22/2017"
"NHLBI",5,5,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/22/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2017"
"All DACs",32,30,1,1,0,8,7,1,1,0,8,7,1,1,0,"02/22/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2017"
"JAAMH",8,8,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/23/2017"
"NCI DAC",13,7,3,0,3,5,2,3,0,2,5,2,3,0,2,"02/23/2017"
"NHGRI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/23/2017"
"NHLBI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/23/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2017"
"NIDDK",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2017"
"All DACs",40,33,4,0,3,10,7,3,0,2,10,7,3,0,2,"02/23/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2017"
"JAAMH",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/24/2017"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/24/2017"
"NCI DAC",17,11,6,0,0,8,4,6,0,0,8,4,6,0,0,"02/24/2017"
"NHGRI",10,10,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/24/2017"
"NHLBI",18,2,16,0,0,2,1,1,0,0,2,1,1,0,0,"02/24/2017"
"NIAMS",7,0,0,0,7,1,0,0,0,1,1,0,0,0,1,"02/24/2017"
"NIDDK",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/24/2017"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/24/2017"
"NINDS",3,2,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/24/2017"
"All DACs",60,26,23,2,9,11,6,8,1,2,11,6,8,1,2,"02/24/2017"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2017"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2017"
"All DACs",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/25/2017"
"JAAMH",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/26/2017"
"NCI DAC",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/26/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2017"
"All DACs",4,2,1,1,0,3,2,1,1,0,3,2,1,1,0,"02/26/2017"
"CDAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/27/2017"
"JAAMH",22,20,0,1,1,10,9,0,1,1,9,8,0,1,1,"02/27/2017"
"NCI DAC",42,23,10,7,2,23,13,7,4,2,23,13,7,4,2,"02/27/2017"
"NEI",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/27/2017"
"NHGRI",17,12,5,0,0,12,9,4,0,0,12,9,4,0,0,"02/27/2017"
"NHLBI",5,0,3,0,2,2,0,1,0,1,2,0,1,0,1,"02/27/2017"
"NIGMS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/27/2017"
"All DACs",101,69,18,9,5,42,29,11,6,4,40,28,10,6,4,"02/27/2017"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/28/2017"
"JAAMH",42,7,0,27,8,6,3,0,3,2,6,3,0,3,2,"02/28/2017"
"NCI DAC",36,18,0,1,17,10,9,0,1,2,10,9,0,1,2,"02/28/2017"
"NEI",7,2,0,0,5,2,1,0,0,1,2,1,0,0,1,"02/28/2017"
"NHGRI",75,64,1,0,10,10,9,1,0,1,10,9,1,0,1,"02/28/2017"
"NHLBI",80,70,10,0,0,6,4,3,0,0,6,4,3,0,0,"02/28/2017"
"NIAMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/28/2017"
"NICHD",3,0,2,0,1,2,0,1,0,1,2,0,1,0,1,"02/28/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2017"
"NIDDK",33,29,0,0,4,3,2,0,0,1,3,2,0,0,1,"02/28/2017"
"NIGMS",4,3,0,0,1,3,2,0,0,1,3,2,0,0,1,"02/28/2017"
"NINDS",10,8,0,0,2,3,3,0,0,1,3,3,0,0,1,"02/28/2017"
"All DACs",293,202,13,28,50,21,17,4,4,3,21,17,4,4,3,"02/28/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2017"
"JAAMH",103,90,0,5,8,17,15,0,2,1,14,13,0,2,1,"03/01/2017"
"NCI DAC",116,104,6,6,0,33,28,5,3,0,31,26,5,3,0,"03/01/2017"
"NEI",9,9,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/01/2017"
"NHGRI",121,113,8,0,0,22,19,4,0,0,20,17,4,0,0,"03/01/2017"
"NHLBI",67,40,27,0,0,11,7,5,0,0,10,6,5,0,0,"03/01/2017"
"NIAID",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2017"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2017"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2017"
"NIDDK",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/01/2017"
"NIGMS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/01/2017"
"NINDS",15,15,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/01/2017"
"All DACs",448,388,41,11,8,57,48,12,5,1,53,44,12,5,1,"03/01/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2017"
"JAAMH",28,26,0,2,0,6,5,0,2,0,5,4,0,2,0,"03/02/2017"
"NCI DAC",22,16,1,5,0,17,13,1,4,0,14,11,1,4,0,"03/02/2017"
"NEI",4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,"03/02/2017"
"NHGRI",11,10,1,0,0,9,8,1,0,0,9,8,1,0,0,"03/02/2017"
"NHLBI",35,2,33,0,0,5,1,4,0,0,3,1,2,0,0,"03/02/2017"
"NIAMS",3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,"03/02/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2017"
"All DACs",106,60,35,7,4,34,27,6,5,1,26,22,4,5,1,"03/02/2017"
"JAAMH",7,5,0,2,0,5,4,0,1,0,4,3,0,1,0,"03/03/2017"
"NCI DAC",19,16,1,2,0,13,12,1,1,0,12,11,1,1,0,"03/03/2017"
"NHGRI",16,15,1,0,0,9,8,1,0,0,7,6,1,0,0,"03/03/2017"
"NHLBI",3,1,2,0,0,2,1,1,0,0,2,1,1,0,0,"03/03/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2017"
"NIDDK",6,6,0,0,0,4,4,0,0,0,1,1,0,0,0,"03/03/2017"
"NINDS",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/03/2017"
"All DACs",55,47,4,4,0,32,30,3,2,0,18,16,3,2,0,"03/03/2017"
"JAAMH",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2017"
"NCI DAC",2,1,0,1,0,2,1,0,1,0,1,1,0,1,0,"03/04/2017"
"All DACs",8,7,0,1,0,3,2,0,1,0,2,2,0,1,0,"03/04/2017"
"NCI DAC",3,3,0,0,0,3,3,0,0,0,1,1,0,0,0,"03/05/2017"
"All DACs",3,3,0,0,0,3,3,0,0,0,1,1,0,0,0,"03/05/2017"
"JAAMH",28,19,1,0,8,6,4,1,0,1,6,4,1,0,1,"03/06/2017"
"NCI DAC",20,11,0,8,1,8,7,0,2,1,8,7,0,2,1,"03/06/2017"
"NHGRI",26,24,2,0,0,11,9,2,0,0,11,9,2,0,0,"03/06/2017"
"NHLBI",7,4,1,0,2,4,3,1,0,1,4,3,1,0,1,"03/06/2017"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2017"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2017"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2017"
"All DACs",87,64,4,8,11,19,18,4,2,2,19,18,4,2,2,"03/06/2017"
"CDAC",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/07/2017"
"JAAMH",69,38,12,18,1,11,7,2,3,1,11,7,2,3,1,"03/07/2017"
"NCI DAC",24,17,4,3,0,15,12,2,1,0,13,11,2,1,0,"03/07/2017"
"NHGRI",27,25,2,0,0,9,7,2,0,0,9,7,2,0,0,"03/07/2017"
"NHLBI",51,29,22,0,0,3,2,1,0,0,3,2,1,0,0,"03/07/2017"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2017"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2017"
"All DACs",181,119,40,21,1,29,23,7,4,1,26,20,7,4,1,"03/07/2017"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/08/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2017"
"JAAMH",110,23,14,1,72,10,8,3,1,1,10,8,3,1,1,"03/08/2017"
"NCI DAC",96,71,5,10,10,28,24,5,4,3,28,24,5,4,3,"03/08/2017"
"NEI",6,1,0,0,5,2,1,0,0,1,2,1,0,0,1,"03/08/2017"
"NHGRI",50,33,13,0,4,15,9,5,0,1,15,9,5,0,1,"03/08/2017"
"NHLBI",108,66,13,20,9,16,11,2,3,2,15,11,2,3,2,"03/08/2017"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/08/2017"
"NICHD",3,2,0,0,1,3,2,0,0,1,3,2,0,0,1,"03/08/2017"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2017"
"NIDDK",13,13,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/08/2017"
"NIGMS",3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,"03/08/2017"
"NINDS",17,6,0,0,11,2,1,0,0,1,2,1,0,0,1,"03/08/2017"
"All DACs",413,221,45,31,116,47,38,13,8,5,43,35,12,8,5,"03/08/2017"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/09/2017"
"JAAMH",93,7,6,17,63,8,5,1,2,1,8,5,1,2,1,"03/09/2017"
"NCI DAC",45,38,0,1,6,12,11,0,1,1,12,11,0,1,1,"03/09/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2017"
"NHGRI",29,25,4,0,0,7,6,2,0,0,7,6,2,0,0,"03/09/2017"
"NHLBI",48,30,10,3,5,8,4,2,1,1,8,4,2,1,1,"03/09/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2017"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/09/2017"
"NIDDK",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/09/2017"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/09/2017"
"NINDS",15,11,0,4,0,3,3,0,2,0,3,3,0,2,0,"03/09/2017"
"All DACs",244,121,20,25,78,23,17,4,5,1,23,17,4,5,1,"03/09/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2017"
"JAAMH",18,7,9,1,1,7,4,2,1,1,6,3,2,1,1,"03/10/2017"
"NCATS",3,1,1,0,1,3,1,1,0,1,3,1,1,0,1,"03/10/2017"
"NCI DAC",18,13,1,0,4,11,10,1,0,1,11,10,1,0,1,"03/10/2017"
"NEI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/10/2017"
"NHGRI",71,19,52,0,0,9,7,2,0,0,9,7,2,0,0,"03/10/2017"
"NHLBI",104,4,98,0,2,4,1,3,0,1,4,1,3,0,1,"03/10/2017"
"NIAMS",10,1,1,0,8,2,1,1,0,1,2,1,1,0,1,"03/10/2017"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2017"
"NIDDK",30,30,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/10/2017"
"NIGMS",5,4,1,0,0,2,2,1,0,0,2,2,1,0,0,"03/10/2017"
"NINDS",8,7,1,0,0,2,2,1,0,0,2,2,1,0,0,"03/10/2017"
"All DACs",275,94,164,1,16,19,17,5,1,3,18,16,5,1,3,"03/10/2017"
"JAAMH",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2017"
"NCI DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/11/2017"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2017"
"All DACs",7,7,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/11/2017"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/12/2017"
"JAAMH",10,9,0,0,1,1,1,0,0,1,1,1,0,0,1,"03/12/2017"
"NCI DAC",50,29,21,0,0,5,5,1,0,0,5,5,1,0,0,"03/12/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/12/2017"
"NHGRI",19,12,7,0,0,3,3,1,0,0,3,3,1,0,0,"03/12/2017"
"NHLBI",4,0,4,0,0,1,0,1,0,0,1,0,1,0,0,"03/12/2017"
"NICHD",3,2,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/12/2017"
"NIGMS",11,5,3,3,0,2,2,1,1,0,2,2,1,1,0,"03/12/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/12/2017"
"All DACs",100,59,36,4,1,6,6,1,1,1,6,6,1,1,1,"03/12/2017"
"CDAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"03/13/2017"
"JAAMH",52,40,6,1,5,7,6,1,1,1,7,6,1,1,1,"03/13/2017"
"NCI DAC",66,58,1,6,1,14,13,1,2,1,14,13,1,2,1,"03/13/2017"
"NEI",5,3,0,0,2,3,2,0,0,1,3,2,0,0,1,"03/13/2017"
"NHGRI",55,51,4,0,0,17,17,3,0,0,16,16,3,0,0,"03/13/2017"
"NHLBI",44,15,29,0,0,8,3,6,0,0,8,3,6,0,0,"03/13/2017"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/13/2017"
"NIDDK",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/13/2017"
"NIGMS",4,2,0,2,0,2,2,0,1,0,2,2,0,1,0,"03/13/2017"
"NINDS",13,13,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/13/2017"
"All DACs",251,193,40,10,8,38,31,10,5,3,36,29,10,5,2,"03/13/2017"
"JAAMH",12,12,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/14/2017"
"NCI DAC",58,48,9,1,0,17,12,7,1,0,16,11,7,1,0,"03/14/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/14/2017"
"NHGRI",30,28,2,0,0,7,6,2,0,0,7,6,2,0,0,"03/14/2017"
