"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"All DACs",109,98,1,10,0,30,28,1,6,0,29,27,1,6,0,"01/04/2017"
"JAAMH",30,15,6,9,0,6,3,1,2,0,6,3,1,2,0,"01/05/2017"
"NCI DAC",12,7,1,2,2,8,4,1,1,2,7,4,1,1,2,"01/05/2017"
"NEI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2017"
"NHGRI",12,9,3,0,0,5,3,2,0,0,5,3,2,0,0,"01/05/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2017"
"All DACs",61,38,10,11,2,16,9,3,3,2,15,9,3,3,2,"01/05/2017"
"JAAMH",9,4,0,5,0,5,2,0,3,0,5,2,0,3,0,"01/06/2017"
"NCI DAC",43,41,2,0,0,10,9,2,0,0,9,8,2,0,0,"01/06/2017"
"NHGRI",28,23,5,0,0,5,5,1,0,0,5,5,1,0,0,"01/06/2017"
"NHLBI",3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,"01/06/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2017"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2017"
"All DACs",89,74,7,8,0,19,16,3,4,0,17,15,3,4,0,"01/06/2017"
"NCI DAC",3,2,0,1,0,1,1,0,1,0,1,1,0,1,0,"01/07/2017"
"NHGRI",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/07/2017"
"All DACs",8,7,0,1,0,1,1,0,1,0,1,1,0,1,0,"01/07/2017"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/08/2017"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/08/2017"
"All DACs",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"01/08/2017"
"JAAMH",20,10,6,4,0,11,7,1,3,0,10,7,1,3,0,"01/09/2017"
"NCI DAC",62,60,1,1,0,16,15,1,1,0,16,15,1,1,0,"01/09/2017"
"NHGRI",33,31,2,0,0,13,11,2,0,0,13,11,2,0,0,"01/09/2017"
"NHLBI",22,20,0,2,0,6,5,0,1,0,6,5,0,1,0,"01/09/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/09/2017"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/09/2017"
"NINDS",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"01/09/2017"
"All DACs",141,123,10,8,0,37,29,5,6,0,36,29,5,6,0,"01/09/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/10/2017"
"JAAMH",28,22,0,6,0,6,4,0,3,0,6,4,0,3,0,"01/10/2017"
"NCI DAC",8,7,1,0,0,8,7,1,0,0,8,7,1,0,0,"01/10/2017"
"NHGRI",21,21,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/10/2017"
"NHLBI",20,20,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/10/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/10/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/10/2017"
"All DACs",80,73,1,6,0,18,17,1,3,0,17,16,1,3,0,"01/10/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"JAAMH",22,16,3,3,0,7,4,2,2,0,7,4,2,2,0,"01/11/2017"
"NCI DAC",10,10,0,0,0,9,9,0,0,0,8,8,0,0,0,"01/11/2017"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"NHGRI",14,12,2,0,0,6,4,2,0,0,6,4,2,0,0,"01/11/2017"
"NHLBI",48,42,0,6,0,5,4,0,1,0,5,4,0,1,0,"01/11/2017"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2017"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/11/2017"
"NINDS",3,2,0,1,0,2,2,0,1,0,2,2,0,1,0,"01/11/2017"
"All DACs",106,90,5,11,0,23,19,4,4,0,21,17,4,4,0,"01/11/2017"
"JAAMH",10,8,2,0,0,4,4,1,0,0,4,4,1,0,0,"01/12/2017"
"NCI DAC",52,52,0,0,0,10,10,0,0,0,10,10,0,0,0,"01/12/2017"
"NHGRI",31,29,2,0,0,4,3,1,0,0,4,3,1,0,0,"01/12/2017"
"NHLBI",6,2,2,0,2,3,1,1,0,1,3,1,1,0,1,"01/12/2017"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/12/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/12/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/12/2017"
"NINDS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/12/2017"
"All DACs",110,102,6,0,2,14,13,3,0,1,14,13,3,0,1,"01/12/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2017"
"JAAMH",18,14,2,2,0,4,3,1,1,0,4,3,1,1,0,"01/13/2017"
"NCI DAC",6,5,1,0,0,5,4,1,0,0,5,4,1,0,0,"01/13/2017"
"NHGRI",24,24,0,0,0,5,5,0,0,0,5,5,0,0,0,"01/13/2017"
"NHLBI",14,13,1,0,0,3,3,1,0,0,3,3,1,0,0,"01/13/2017"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2017"
"NIDCR",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2017"
"NIDDK",3,1,0,2,0,1,1,0,1,0,1,1,0,1,0,"01/13/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2017"
"All DACs",74,66,4,4,0,13,11,2,2,0,13,11,2,2,0,"01/13/2017"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01/14/2017"
"JAAMH",16,13,0,3,0,3,3,0,2,0,3,3,0,2,0,"01/15/2017"
"NCI DAC",34,31,3,0,0,7,7,1,0,0,6,6,1,0,0,"01/15/2017"
"NHGRI",17,7,10,0,0,3,1,2,0,0,3,1,2,0,0,"01/15/2017"
"NHLBI",13,10,3,0,0,5,4,2,0,0,4,3,2,0,0,"01/15/2017"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2017"
"NICHD",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"01/15/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2017"
"All DACs",84,63,16,5,0,10,10,2,2,0,8,8,2,2,0,"01/15/2017"
"JAAMH",2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,"01/16/2017"
"NCI DAC",7,5,1,1,0,6,5,1,1,0,6,5,1,1,0,"01/16/2017"
"NHGRI",9,7,2,0,0,5,3,2,0,0,4,2,2,0,0,"01/16/2017"
"NHLBI",19,19,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2017"
"All DACs",38,34,3,1,0,13,11,2,1,0,10,9,2,1,0,"01/16/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2017"
"JAAMH",18,1,0,0,17,2,1,0,0,1,2,1,0,0,1,"01/17/2017"
"NCI DAC",16,15,0,0,1,11,11,0,0,1,11,11,0,0,1,"01/17/2017"
"NHGRI",8,4,4,0,0,6,3,3,0,0,6,3,3,0,0,"01/17/2017"
"NHLBI",65,44,2,0,19,4,4,1,0,1,4,4,1,0,1,"01/17/2017"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2017"
"All DACs",112,69,6,0,37,19,18,4,0,2,19,18,4,0,2,"01/17/2017"
"JAAMH",38,37,0,1,0,9,8,0,1,0,9,8,0,1,0,"01/18/2017"
"NCI DAC",39,35,1,1,2,8,5,1,1,2,8,5,1,1,2,"01/18/2017"
"NHGRI",26,23,3,0,0,7,7,1,0,0,7,7,1,0,0,"01/18/2017"
"NHLBI",43,18,15,6,4,11,5,3,2,2,11,5,3,2,2,"01/18/2017"
"NIAMS",5,5,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/18/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/18/2017"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"01/18/2017"
"NINDS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"01/18/2017"
"All DACs",156,120,19,9,8,26,19,4,5,4,26,19,4,5,4,"01/18/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/19/2017"
"JAAMH",18,10,6,1,1,7,5,1,1,1,6,5,1,1,1,"01/19/2017"
"NCI DAC",10,8,0,1,1,9,7,0,1,1,9,7,0,1,1,"01/19/2017"
"NHGRI",7,7,0,0,0,5,5,0,0,0,5,5,0,0,0,"01/19/2017"
"NHLBI",18,17,1,0,0,5,5,1,0,0,5,5,1,0,0,"01/19/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/19/2017"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/19/2017"
"All DACs",57,46,7,2,2,22,19,2,2,2,20,18,2,2,2,"01/19/2017"
"JAAMH",23,23,0,0,0,5,5,0,0,0,3,3,0,0,0,"01/20/2017"
"NCI DAC",39,14,1,23,1,14,13,1,1,1,13,12,1,1,1,"01/20/2017"
"NHGRI",16,16,0,0,0,6,6,0,0,0,2,2,0,0,0,"01/20/2017"
"NHLBI",14,4,8,2,0,5,3,1,1,0,4,2,1,1,0,"01/20/2017"
"NICHD",2,1,1,0,0,2,1,1,0,0,1,1,1,0,0,"01/20/2017"
"NINDS",9,9,0,0,0,6,6,0,0,0,1,1,0,0,0,"01/20/2017"
"All DACs",103,67,10,25,1,29,26,3,2,1,18,15,3,2,1,"01/20/2017"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01/21/2017"
"NCI DAC",6,1,0,0,5,2,1,0,0,1,1,1,0,0,1,"01/22/2017"
"NHGRI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/22/2017"
"NHLBI",2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,"01/22/2017"
"All DACs",10,3,2,0,5,6,3,2,0,1,3,3,1,0,1,"01/22/2017"
"JAAMH",37,35,0,1,1,7,5,0,1,1,7,5,0,1,1,"01/23/2017"
"NCI DAC",22,12,4,5,1,12,9,4,1,1,12,9,4,1,1,"01/23/2017"
"NHGRI",24,21,2,0,1,9,7,2,0,1,9,7,2,0,1,"01/23/2017"
"NHLBI",35,9,4,22,0,10,6,1,4,0,8,5,1,3,0,"01/23/2017"
"NIAID",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"01/23/2017"
"NIAMS",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"01/23/2017"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2017"
"NIDDK",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/23/2017"
"All DACs",133,86,10,28,9,32,25,6,6,3,28,22,6,5,3,"01/23/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2017"
"JAAMH",37,22,0,15,0,4,4,0,2,0,4,4,0,2,0,"01/24/2017"
"NCI DAC",11,10,1,0,0,9,8,1,0,0,9,8,1,0,0,"01/24/2017"
"NHGRI",27,22,4,0,1,12,10,2,0,1,12,10,2,0,1,"01/24/2017"
"NHLBI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/24/2017"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2017"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2017"
"All DACs",84,63,5,15,1,19,16,3,2,1,19,16,3,2,1,"01/24/2017"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/25/2017"
"JAAMH",4,2,0,1,1,4,2,0,1,1,4,2,0,1,1,"01/25/2017"
"NCI DAC",13,6,1,0,6,8,6,1,0,1,8,6,1,0,1,"01/25/2017"
"NEI",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/25/2017"
"NHGRI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/25/2017"
"NHLBI",22,20,2,0,0,4,2,2,0,0,3,1,2,0,0,"01/25/2017"
"NINDS",3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,"01/25/2017"
"All DACs",46,30,6,1,9,17,12,4,1,2,16,11,4,1,2,"01/25/2017"
"CDAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/26/2017"
"JAAMH",31,11,5,3,12,7,4,1,3,1,7,4,1,3,1,"01/26/2017"
"NCI DAC",49,22,5,0,22,21,14,4,0,5,19,13,4,0,5,"01/26/2017"
"NHGRI",24,21,3,0,0,12,10,3,0,0,12,10,3,0,0,"01/26/2017"
"NHLBI",40,25,7,8,0,8,5,2,1,0,8,5,2,1,0,"01/26/2017"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2017"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/26/2017"
"NIDDK",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/26/2017"
"NINDS",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/26/2017"
"All DACs",160,93,21,11,35,36,25,10,4,6,34,24,10,4,6,"01/26/2017"
"JAAMH",18,6,0,2,10,6,4,0,2,1,6,4,0,2,1,"01/27/2017"
"NCI DAC",52,40,0,10,2,8,6,0,1,2,8,6,0,1,2,"01/27/2017"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/27/2017"
"NHGRI",29,21,5,0,3,9,5,3,0,1,9,5,3,0,1,"01/27/2017"
"NHLBI",11,4,2,0,5,3,1,1,0,1,3,1,1,0,1,"01/27/2017"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2017"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2017"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2017"
"All DACs",118,79,7,12,20,20,14,4,3,4,18,13,4,3,4,"01/27/2017"
"NHGRI",4,0,4,0,0,1,0,1,0,0,1,0,1,0,0,"01/28/2017"
"All DACs",4,0,4,0,0,1,0,1,0,0,1,0,1,0,0,"01/28/2017"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/29/2017"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/29/2017"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/29/2017"
"All DACs",3,1,2,0,0,2,1,2,0,0,2,1,2,0,0,"01/29/2017"
"JAAMH",61,56,3,2,0,11,9,2,1,0,11,9,2,1,0,"01/30/2017"
"NCI DAC",33,21,8,2,2,16,13,4,1,1,15,12,4,1,1,"01/30/2017"
"NEI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/30/2017"
"NHGRI",35,33,1,0,1,11,10,1,0,1,11,10,1,0,1,"01/30/2017"
"NHLBI",69,61,6,2,0,11,9,3,1,0,11,9,3,1,0,"01/30/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2017"
"NINDS",25,24,1,0,0,5,5,1,0,0,4,4,1,0,0,"01/30/2017"
"All DACs",232,204,19,6,3,39,34,10,3,2,32,27,10,3,2,"01/30/2017"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/31/2017"
"JAAMH",62,38,7,12,5,12,9,2,3,1,10,7,2,3,1,"01/31/2017"
"NCI DAC",47,21,2,1,23,19,14,2,1,3,18,14,2,1,3,"01/31/2017"
"NHGRI",21,18,3,0,0,9,7,2,0,0,9,7,2,0,0,"01/31/2017"
"NHLBI",39,38,1,0,0,3,3,1,0,0,3,3,1,0,0,"01/31/2017"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/31/2017"
"NIGMS",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"01/31/2017"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/31/2017"
"All DACs",177,119,13,13,32,35,28,7,4,4,31,25,7,4,4,"01/31/2017"
"CDAC",2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,"02/01/2017"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2017"
"JAAMH",43,33,0,9,1,8,5,0,3,1,8,5,0,3,1,"02/01/2017"
"NCI DAC",113,32,2,32,47,30,27,2,5,3,30,27,2,5,3,"02/01/2017"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/01/2017"
"NHGRI",103,36,30,0,37,25,18,5,0,3,23,16,5,0,3,"02/01/2017"
"NHLBI",185,64,12,24,85,15,10,4,1,1,15,10,4,1,1,"02/01/2017"
"NIAID",9,9,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/01/2017"
"NIAMS",6,4,1,0,1,4,2,1,0,1,4,2,1,0,1,"02/01/2017"
"NICHD",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/01/2017"
"NIDDK",29,9,0,4,16,7,5,0,1,1,7,5,0,1,1,"02/01/2017"
"NIGMS",8,1,1,3,3,4,1,1,1,2,4,1,1,1,2,"02/01/2017"
"NINDS",11,5,0,3,3,4,1,0,2,1,4,1,0,2,1,"02/01/2017"
"All DACs",515,199,46,76,194,58,48,7,9,5,55,45,7,9,5,"02/01/2017"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2017"
"JAAMH",29,29,0,0,0,9,9,0,0,0,7,7,0,0,0,"02/02/2017"
"NCI DAC",27,24,1,0,2,16,15,1,0,2,16,15,1,0,2,"02/02/2017"
"NEI",3,2,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/02/2017"
"NHGRI",19,19,0,0,0,6,6,0,0,0,6,6,0,0,0,"02/02/2017"
"NHLBI",23,22,0,1,0,4,3,0,1,0,4,3,0,1,0,"02/02/2017"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2017"
"NIDCR",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/02/2017"
"NINDS",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/02/2017"
"All DACs",110,105,2,1,2,29,28,2,1,2,25,24,2,1,2,"02/02/2017"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/03/2017"
"ES DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/03/2017"
"JAAMH",27,17,0,0,10,8,7,0,0,1,8,7,0,0,1,"02/03/2017"
"NCI DAC",52,41,7,3,1,14,13,3,2,1,12,11,3,2,1,"02/03/2017"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/03/2017"
"NHGRI",67,27,5,0,35,14,10,5,0,1,12,9,4,0,1,"02/03/2017"
"NHLBI",114,21,14,0,79,6,3,4,0,1,6,3,4,0,1,"02/03/2017"
"NIAMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/03/2017"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2017"
"NIDCR",4,3,1,0,0,2,2,1,0,0,1,1,1,0,0,"02/03/2017"
"NIDDK",28,27,0,1,0,2,2,0,1,0,2,2,0,1,0,"02/03/2017"
"NIGMS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/03/2017"
"NINDS",7,4,0,0,3,3,2,0,0,1,3,2,0,0,1,"02/03/2017"
"All DACs",309,147,27,4,131,32,27,11,3,3,27,23,9,3,3,"02/03/2017"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2017"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2017"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2017"
"ES DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2017"
"JAAMH",39,33,0,6,0,2,2,0,1,0,2,2,0,1,0,"02/05/2017"
"NCI DAC",68,68,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2017"
"NEI",8,8,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/05/2017"
"NHGRI",91,91,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/05/2017"
"NHLBI",51,51,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/05/2017"
"NIAMS",11,11,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"NIDCR",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"NIGMS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"NINDS",33,33,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/05/2017"
"NINR DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2017"
"All DACs",320,314,0,6,0,3,3,0,1,0,3,3,0,1,0,"02/05/2017"
"JAAMH",22,18,0,0,4,8,7,0,0,1,7,6,0,0,1,"02/06/2017"
"NCI DAC",43,36,4,1,2,12,11,2,1,2,12,11,2,1,2,"02/06/2017"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2017"
"NHGRI",35,18,1,0,16,9,7,1,0,1,9,7,1,0,1,"02/06/2017"
"NHLBI",44,37,0,0,7,9,8,0,0,1,8,7,0,0,1,"02/06/2017"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2017"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2017"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2017"
"NIGMS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/06/2017"
"NINDS",5,4,0,0,1,4,3,0,0,1,4,3,0,0,1,"02/06/2017"
"All DACs",160,123,5,2,30,28,27,2,2,2,25,24,2,2,2,"02/06/2017"
"JAAMH",39,39,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/07/2017"
"NCI DAC",24,18,4,2,0,12,10,3,1,0,12,10,3,1,0,"02/07/2017"
"NHGRI",22,19,0,0,3,9,8,0,0,1,8,7,0,0,1,"02/07/2017"
