"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NHLBI",18,6,12,0,0,4,3,1,0,0,4,3,1,0,0,"02/13/2015"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2015"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/13/2015"
"All DACs",57,45,12,0,0,7,6,1,0,0,7,6,1,0,0,"02/13/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02/14/2015"
"NCI DAC",5,3,0,2,0,2,2,0,1,0,2,2,0,1,0,"02/15/2015"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2015"
"NHLBI",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"02/15/2015"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2015"
"All DACs",12,7,0,2,3,2,2,0,1,1,2,2,0,1,1,"02/15/2015"
"JAAMH",6,2,0,0,4,3,2,0,0,1,3,2,0,0,1,"02/16/2015"
"NCI DAC",20,15,5,0,0,9,7,2,0,0,8,6,2,0,0,"02/16/2015"
"NHGRI",8,7,1,0,0,4,3,1,0,0,4,3,1,0,0,"02/16/2015"
"NHLBI",16,4,0,0,12,3,2,0,0,1,3,2,0,0,1,"02/16/2015"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/16/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2015"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/16/2015"
"All DACs",55,33,6,0,16,15,13,2,0,1,13,11,2,0,1,"02/16/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2015"
"JAAMH",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/17/2015"
"NCI DAC",21,18,2,1,0,9,7,2,1,0,9,7,2,1,0,"02/17/2015"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2015"
"NHGRI",11,8,3,0,0,4,3,1,0,0,4,3,1,0,0,"02/17/2015"
"NHLBI",7,5,2,0,0,3,2,1,0,0,3,2,1,0,0,"02/17/2015"
"NINDS",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/17/2015"
"All DACs",58,50,7,1,0,18,15,4,1,0,18,15,4,1,0,"02/17/2015"
"JAAMH",51,49,0,2,0,4,3,0,1,0,4,3,0,1,0,"02/18/2015"
"NCI DAC",34,33,1,0,0,10,9,1,0,0,10,9,1,0,0,"02/18/2015"
"NEI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/18/2015"
"NHGRI",27,24,3,0,0,5,4,1,0,0,5,4,1,0,0,"02/18/2015"
"NHLBI",33,1,32,0,0,4,1,3,0,0,4,1,3,0,0,"02/18/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2015"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2015"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/18/2015"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2015"
"NIDDK",12,11,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/18/2015"
"NIGMS",2,1,0,1,0,1,1,0,1,0,1,1,0,1,0,"02/18/2015"
"NINDS",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2015"
"All DACs",183,143,36,4,0,14,12,4,3,0,14,12,4,3,0,"02/18/2015"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/19/2015"
"JAAMH",6,3,0,3,0,3,2,0,2,0,3,2,0,2,0,"02/19/2015"
"NCI DAC",4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,"02/19/2015"
"NHGRI",4,3,1,0,0,3,2,1,0,0,3,2,1,0,0,"02/19/2015"
"NHLBI",9,9,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/19/2015"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2015"
"All DACs",28,22,2,3,1,10,7,2,2,1,9,6,2,2,1,"02/19/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2015"
"JAAMH",11,10,0,1,0,5,4,0,1,0,4,3,0,1,0,"02/20/2015"
"NCI DAC",7,5,2,0,0,5,4,1,0,0,5,4,1,0,0,"02/20/2015"
"NHGRI",28,25,2,0,1,7,5,1,0,1,6,4,1,0,1,"02/20/2015"
"NHLBI",11,10,1,0,0,4,4,1,0,0,4,4,1,0,0,"02/20/2015"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/20/2015"
"All DACs",60,53,5,1,1,15,13,3,1,1,13,11,3,1,1,"02/20/2015"
"JAAMH",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/21/2015"
"NHGRI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/21/2015"
"All DACs",5,4,1,0,0,4,3,1,0,0,4,3,1,0,0,"02/21/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02/22/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"JAAMH",31,31,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/23/2015"
"NCI DAC",16,12,4,0,0,10,6,4,0,0,10,6,4,0,0,"02/23/2015"
"NEI",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"NHGRI",15,14,1,0,0,3,2,1,0,0,3,2,1,0,0,"02/23/2015"
"NHLBI",17,14,3,0,0,6,4,2,0,0,6,4,2,0,0,"02/23/2015"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/23/2015"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2015"
"All DACs",95,87,8,0,0,20,13,7,0,0,20,13,7,0,0,"02/23/2015"
"JAAMH",10,3,0,1,6,5,3,0,1,1,5,3,0,1,1,"02/24/2015"
"NCI DAC",17,17,0,0,0,9,9,0,0,0,9,9,0,0,0,"02/24/2015"
"NHGRI",5,5,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/24/2015"
"NHLBI",8,3,5,0,0,3,2,1,0,0,3,2,1,0,0,"02/24/2015"
"NIDDK",3,2,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/24/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2015"
"All DACs",45,32,6,1,6,17,17,1,1,1,17,17,1,1,1,"02/24/2015"
"CDAC",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/25/2015"
"JAAMH",46,41,1,4,0,8,6,1,2,0,7,6,1,2,0,"02/25/2015"
"NCI DAC",28,27,1,0,0,6,5,1,0,0,6,5,1,0,0,"02/25/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2015"
"NHGRI",30,30,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/25/2015"
"NHLBI",12,12,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/25/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2015"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/25/2015"
"NINDS",13,10,0,3,0,5,4,0,1,0,4,4,0,1,0,"02/25/2015"
"All DACs",136,126,2,8,0,15,11,2,4,0,12,10,2,4,0,"02/25/2015"
"CDAC",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/26/2015"
"JAAMH",6,6,0,0,0,3,3,0,0,0,2,2,0,0,0,"02/26/2015"
"NCI DAC",10,8,2,0,0,8,6,2,0,0,7,6,2,0,0,"02/26/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2015"
"NHGRI",15,15,0,0,0,6,6,0,0,0,6,6,0,0,0,"02/26/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2015"
"All DACs",36,33,3,0,0,17,14,3,0,0,14,12,3,0,0,"02/26/2015"
"JAAMH",22,15,0,7,0,6,5,0,2,0,5,4,0,2,0,"02/27/2015"
"NCI DAC",6,3,2,0,1,5,3,2,0,1,5,3,2,0,1,"02/27/2015"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2015"
"NHGRI",18,18,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/27/2015"
"NHLBI",24,20,3,1,0,5,4,2,1,0,5,4,2,1,0,"02/27/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2015"
"NIDDK",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2015"
"NINDS",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/27/2015"
"All DACs",89,75,5,8,1,15,13,4,3,1,13,12,4,3,1,"02/27/2015"
"JAAMH",24,24,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2015"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2015"
"All DACs",28,28,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2015"
"JAAMH",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2015"
"NCI DAC",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/01/2015"
"NEI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2015"
"NHGRI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2015"
"NHLBI",12,10,2,0,0,1,1,1,0,0,1,1,1,0,0,"03/01/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2015"
"All DACs",32,30,2,0,0,7,7,1,0,0,7,7,1,0,0,"03/01/2015"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/02/2015"
"JAAMH",55,50,0,5,0,9,8,0,3,0,9,8,0,3,0,"03/02/2015"
"NCI DAC",69,60,9,0,0,23,20,5,0,0,22,19,5,0,0,"03/02/2015"
"NEI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/02/2015"
"NHGRI",32,28,4,0,0,15,12,3,0,0,14,11,3,0,0,"03/02/2015"
"NHLBI",47,30,12,0,5,12,6,5,0,2,12,6,5,0,2,"03/02/2015"
"NIAMS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/02/2015"
"NICHD",4,3,0,1,0,3,2,0,1,0,3,2,0,1,0,"03/02/2015"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2015"
"NIDDK",15,11,0,4,0,5,4,0,1,0,5,4,0,1,0,"03/02/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2015"
"NINDS",10,10,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/02/2015"
"All DACs",247,206,25,11,5,51,41,12,6,2,48,38,12,6,2,"03/02/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2015"
"JAAMH",22,10,12,0,0,5,4,2,0,0,3,3,1,0,0,"03/03/2015"
"NCI DAC",15,14,1,0,0,8,7,1,0,0,8,7,1,0,0,"03/03/2015"
"NHGRI",18,18,0,0,0,6,6,0,0,0,6,6,0,0,0,"03/03/2015"
"NHLBI",9,7,2,0,0,4,3,1,0,0,4,3,1,0,0,"03/03/2015"
"NIDDK",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/03/2015"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2015"
"All DACs",71,56,15,0,0,22,19,4,0,0,16,15,3,0,0,"03/03/2015"
"JAAMH",18,12,0,0,6,2,1,0,0,1,2,1,0,0,1,"03/04/2015"
"NCI DAC",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/04/2015"
"NEI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2015"
"NHGRI",38,38,0,0,0,9,9,0,0,0,9,9,0,0,0,"03/04/2015"
"NHLBI",53,37,16,0,0,5,3,2,0,0,5,3,2,0,0,"03/04/2015"
"NICHD",5,4,0,1,0,3,3,0,1,0,3,3,0,1,0,"03/04/2015"
"NIDDK",11,11,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2015"
"NIGMS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"03/04/2015"
"NINDS",3,2,0,1,0,3,2,0,1,0,3,2,0,1,0,"03/04/2015"
"All DACs",141,116,16,3,6,14,12,2,1,1,14,12,2,1,1,"03/04/2015"
"JAAMH",14,11,3,0,0,7,7,1,0,0,4,4,1,0,0,"03/05/2015"
"NCI DAC",11,10,1,0,0,6,6,1,0,0,6,6,1,0,0,"03/05/2015"
"NEI",2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/05/2015"
"NHGRI",7,7,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/05/2015"
"NHLBI",49,26,23,0,0,17,16,2,0,0,4,3,2,0,0,"03/05/2015"
"NIAMS",4,4,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/05/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2015"
"NINDS",8,8,0,0,0,5,5,0,0,0,3,3,0,0,0,"03/05/2015"
"All DACs",96,69,27,0,0,35,35,4,0,0,11,11,3,0,0,"03/05/2015"
"JAAMH",35,26,2,7,0,3,3,1,2,0,3,3,1,2,0,"03/06/2015"
"NCI DAC",20,20,0,0,0,7,7,0,0,0,7,7,0,0,0,"03/06/2015"
"NHGRI",20,20,0,0,0,8,8,0,0,0,8,8,0,0,0,"03/06/2015"
"NHLBI",28,0,28,0,0,1,0,1,0,0,1,0,1,0,0,"03/06/2015"
"NIAID",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2015"
"NIAMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2015"
"NIDDK",12,12,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2015"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2015"
"All DACs",126,89,30,7,0,13,13,1,2,0,13,13,1,2,0,"03/06/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/07/2015"
"JAAMH",3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,"03/08/2015"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2015"
"All DACs",4,1,0,3,0,2,1,0,1,0,2,1,0,1,0,"03/08/2015"
"JAAMH",20,13,0,6,1,6,4,0,2,1,6,4,0,2,1,"03/09/2015"
"NCI DAC",35,33,1,0,1,10,8,1,0,1,10,8,1,0,1,"03/09/2015"
"NEI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/09/2015"
"NHGRI",40,40,0,0,0,9,9,0,0,0,9,9,0,0,0,"03/09/2015"
"NHLBI",14,4,10,0,0,5,2,3,0,0,5,2,3,0,0,"03/09/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2015"
"NIAMS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2015"
"NICHD",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/09/2015"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2015"
"NIDDK",19,19,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/09/2015"
"NINDS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2015"
"All DACs",152,133,11,6,2,21,18,4,2,2,21,18,4,2,2,"03/09/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2015"
"JAAMH",41,32,0,9,0,3,3,0,1,0,3,3,0,1,0,"03/10/2015"
"NCI DAC",15,8,4,0,3,11,7,4,0,2,11,7,4,0,2,"03/10/2015"
"NHGRI",23,17,6,0,0,8,5,3,0,0,8,5,3,0,0,"03/10/2015"
"NHLBI",16,11,5,0,0,3,2,2,0,0,3,2,2,0,0,"03/10/2015"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/10/2015"
"NINDS",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/10/2015"
"All DACs",108,80,15,10,3,18,12,8,2,2,18,12,8,2,2,"03/10/2015"
"JAAMH",16,11,0,0,5,4,3,0,0,1,4,3,0,0,1,"03/11/2015"
"NCI DAC",6,5,1,0,0,4,4,1,0,0,4,4,1,0,0,"03/11/2015"
"NEI",7,3,0,0,4,2,1,0,0,1,2,1,0,0,1,"03/11/2015"
"NHGRI",15,13,2,0,0,5,4,1,0,0,5,4,1,0,0,"03/11/2015"
"NHLBI",43,22,14,0,7,5,2,3,0,1,5,2,3,0,1,"03/11/2015"
"NICHD",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"03/11/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2015"
"NINDS",5,3,0,0,2,2,2,0,0,1,2,2,0,0,1,"03/11/2015"
"All DACs",94,58,18,0,18,11,11,5,0,1,11,11,5,0,1,"03/11/2015"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/12/2015"
"JAAMH",10,9,0,1,0,3,2,0,1,0,3,2,0,1,0,"03/12/2015"
"NCI DAC",47,42,3,2,0,9,9,1,1,0,9,9,1,1,0,"03/12/2015"
"NHGRI",22,21,1,0,0,8,7,1,0,0,7,6,1,0,0,"03/12/2015"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/12/2015"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/12/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/12/2015"
"All DACs",85,78,4,3,0,20,18,2,2,0,17,15,2,2,0,"03/12/2015"
"JAAMH",13,13,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/13/2015"
"NCI DAC",10,10,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/13/2015"
"NHGRI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/13/2015"
"NHLBI",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/13/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/13/2015"
"All DACs",36,36,0,0,0,11,11,0,0,0,11,11,0,0,0,"03/13/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/14/2015"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/15/2015"
"JAAMH",19,13,6,0,0,1,1,1,0,0,1,1,1,0,0,"03/15/2015"
"NCI DAC",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/15/2015"
"NHGRI",21,21,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/15/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2015"
"All DACs",47,40,6,0,1,5,4,1,0,1,5,4,1,0,1,"03/15/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2015"
"JAAMH",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/16/2015"
"NCI DAC",26,24,2,0,0,12,10,2,0,0,12,10,2,0,0,"03/16/2015"
"NHGRI",10,7,3,0,0,5,4,1,0,0,5,4,1,0,0,"03/16/2015"
"NHLBI",4,0,4,0,0,2,0,2,0,0,2,0,2,0,0,"03/16/2015"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/16/2015"
"All DACs",45,36,9,0,0,17,13,4,0,0,17,13,4,0,0,"03/16/2015"
"NCI DAC",23,13,9,0,1,10,5,6,0,1,10,5,6,0,1,"03/17/2015"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2015"
"NHGRI",10,5,5,0,0,6,4,3,0,0,6,4,3,0,0,"03/17/2015"
"NHLBI",9,6,0,0,3,4,3,0,0,1,4,3,0,0,1,"03/17/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2015"
"All DACs",45,27,14,0,4,17,10,7,0,2,17,10,7,0,2,"03/17/2015"
"JAAMH",34,13,5,6,10,7,4,1,1,1,6,3,1,1,1,"03/18/2015"
"NCI DAC",17,13,4,0,0,9,5,4,0,0,9,5,4,0,0,"03/18/2015"
"NHGRI",15,12,3,0,0,4,3,1,0,0,4,3,1,0,0,"03/18/2015"
"NHLBI",25,19,0,2,4,5,4,0,1,1,5,4,0,1,1,"03/18/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/18/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/18/2015"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/18/2015"
"All DACs",96,62,12,8,14,19,12,5,2,1,18,11,5,2,1,"03/18/2015"
"JAAMH",43,41,0,2,0,4,4,0,1,0,4,4,0,1,0,"03/19/2015"
"NCI DAC",21,20,0,1,0,8,8,0,1,0,8,8,0,1,0,"03/19/2015"
"NEI",11,11,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/19/2015"
"NHGRI",23,23,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/19/2015"
"NHLBI",22,19,2,0,1,4,3,1,0,1,4,3,1,0,1,"03/19/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/19/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/19/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/19/2015"
"NIGMS",4,1,0,3,0,1,1,0,1,0,1,1,0,1,0,"03/19/2015"
"NINDS",12,10,0,2,0,2,1,0,2,0,2,1,0,2,0,"03/19/2015"
"All DACs",139,128,2,8,1,14,13,1,2,1,14,13,1,2,1,"03/19/2015"
"JAAMH",15,6,6,0,3,3,1,1,0,2,3,1,1,0,2,"03/20/2015"
"NCI DAC",17,8,6,1,2,13,7,6,1,1,13,7,6,1,1,"03/20/2015"
"NEI",9,7,0,0,2,4,3,0,0,1,4,3,0,0,1,"03/20/2015"
"NHGRI",15,11,4,0,0,6,5,1,0,0,6,5,1,0,0,"03/20/2015"
"NHLBI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/20/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2015"
"All DACs",63,39,16,1,7,17,13,7,1,3,17,13,7,1,3,"03/20/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/21/2015"
"JAAMH",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/22/2015"
"NCI DAC",6,1,1,0,4,2,1,1,0,1,2,1,1,0,1,"03/22/2015"
"All DACs",11,6,1,0,4,3,2,1,0,1,3,2,1,0,1,"03/22/2015"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/23/2015"
"JAAMH",18,18,0,0,0,6,6,0,0,0,6,6,0,0,0,"03/23/2015"
"NCI DAC",15,11,1,0,3,8,6,1,0,1,8,6,1,0,1,"03/23/2015"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2015"
"NHGRI",24,20,0,0,4,10,9,0,0,1,10,9,0,0,1,"03/23/2015"
"NHLBI",62,60,0,0,2,7,6,0,0,1,7,6,0,0,1,"03/23/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2015"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/23/2015"
"NINDS",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/23/2015"
"All DACs",134,123,1,0,10,23,19,1,0,3,23,19,1,0,3,"03/23/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2015"
"JAAMH",11,7,0,0,4,4,3,0,0,1,4,3,0,0,1,"03/24/2015"
"NCI DAC",14,13,1,0,0,8,7,1,0,0,8,7,1,0,0,"03/24/2015"
"NHGRI",10,10,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/24/2015"
"NHLBI",4,2,2,0,0,2,1,1,0,0,2,1,1,0,0,"03/24/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2015"
"NIDDK",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/24/2015"
"All DACs",42,34,3,1,4,19,16,2,1,1,19,16,2,1,1,"03/24/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2015"
"JAAMH",27,16,5,6,0,3,2,1,2,0,3,2,1,2,0,"03/25/2015"
"NCI DAC",23,19,4,0,0,16,13,4,0,0,16,13,4,0,0,"03/25/2015"
"NEI",11,11,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/25/2015"
"NHGRI",30,28,2,0,0,9,8,1,0,0,9,8,1,0,0,"03/25/2015"
"NHLBI",29,26,3,0,0,2,2,1,0,0,2,2,1,0,0,"03/25/2015"
"NIDDK",18,3,0,15,0,3,2,0,1,0,3,2,0,1,0,"03/25/2015"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2015"
"All DACs",143,108,14,21,0,22,19,4,2,0,22,19,4,2,0,"03/25/2015"
"JAAMH",27,16,0,5,6,4,3,0,2,1,4,3,0,2,1,"03/26/2015"
"NCI DAC",18,16,2,0,0,8,7,1,0,0,5,4,1,0,0,"03/26/2015"
"NEI",6,5,1,0,0,2,2,1,0,0,2,2,1,0,0,"03/26/2015"
"NHGRI",29,28,1,0,0,7,6,1,0,0,7,6,1,0,0,"03/26/2015"
"NHLBI",17,16,1,0,0,5,5,1,0,0,4,4,1,0,0,"03/26/2015"
"NIAMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/26/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/26/2015"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/26/2015"
"NINDS",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/26/2015"
"All DACs",115,99,5,5,6,18,16,4,2,1,10,8,4,2,1,"03/26/2015"
