"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NCI DAC",46,41,5,0,0,22,21,2,0,0,19,18,2,0,0,"11/20/2018"
"NHGRI",17,16,1,0,0,7,6,1,0,0,7,6,1,0,0,"11/20/2018"
"NHLBI",11,9,2,0,0,4,3,1,0,0,4,3,1,0,0,"11/20/2018"
"NIAID",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/20/2018"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/20/2018"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/20/2018"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/20/2018"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/20/2018"
"All DACs",144,133,10,1,0,37,34,5,1,0,31,29,5,1,0,"11/20/2018"
"JAAMH",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"11/21/2018"
"Kids First DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/21/2018"
"NCI DAC",4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,"11/21/2018"
"NHGRI",8,8,0,0,0,4,4,0,0,0,4,4,0,0,0,"11/21/2018"
"NHLBI",63,60,2,0,1,4,2,1,0,1,4,2,1,0,1,"11/21/2018"
"NIDDK",4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,"11/21/2018"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/21/2018"
"All DACs",87,79,3,0,5,12,8,2,0,2,11,8,2,0,2,"11/21/2018"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"11/22/2018"
"JAAMH",15,15,0,0,0,3,3,0,0,0,3,3,0,0,0,"11/22/2018"
"NCI DAC",6,4,2,0,0,5,4,2,0,0,5,4,2,0,0,"11/22/2018"
"NHGRI",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"11/22/2018"
"NHLBI",10,4,6,0,0,3,1,2,0,0,3,1,2,0,0,"11/22/2018"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/22/2018"
"NINDS",5,0,0,5,0,1,0,0,1,0,1,0,0,1,0,"11/22/2018"
"All DACs",42,29,8,5,0,12,9,4,1,0,11,9,4,1,0,"11/22/2018"
"JAAMH",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"NCI DAC",14,13,1,0,0,4,3,1,0,0,4,3,1,0,0,"11/23/2018"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"NHGRI",9,9,0,0,0,2,2,0,0,0,2,2,0,0,0,"11/23/2018"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/23/2018"
"All DACs",34,33,1,0,0,6,5,1,0,0,6,5,1,0,0,"11/23/2018"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/24/2018"
"JAAMH",3,0,0,1,2,1,0,0,1,1,1,0,0,1,1,"11/25/2018"
"NCI DAC",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"11/25/2018"
"NHGRI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"11/25/2018"
"NHLBI",15,0,0,0,15,1,0,0,0,1,1,0,0,0,1,"11/25/2018"
"All DACs",31,12,1,1,17,4,3,1,1,1,4,3,1,1,1,"11/25/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/26/2018"
"JAAMH",25,16,6,0,3,6,5,1,0,1,5,4,1,0,1,"11/26/2018"
"NCI DAC",60,55,5,0,0,22,19,4,0,0,22,19,4,0,0,"11/26/2018"
"NHGRI",12,8,4,0,0,9,7,2,0,0,9,7,2,0,0,"11/26/2018"
"NHLBI",9,1,8,0,0,4,1,3,0,0,4,1,3,0,0,"11/26/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/26/2018"
"NIGMS",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"11/26/2018"
"NINDS",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"11/26/2018"
"All DACs",116,89,24,0,3,37,29,10,0,1,35,27,10,0,1,"11/26/2018"
"JAAMH",35,14,0,0,21,6,5,0,0,1,6,5,0,0,1,"11/27/2018"
"NCI DAC",16,12,4,0,0,15,11,4,0,0,13,10,3,0,0,"11/27/2018"
"NEI",7,5,0,0,2,3,2,0,0,1,3,2,0,0,1,"11/27/2018"
"NHGRI",24,12,6,0,6,7,5,3,0,1,7,5,3,0,1,"11/27/2018"
"NHLBI",119,94,25,0,0,4,2,2,0,0,4,2,2,0,0,"11/27/2018"
"NIAID",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/27/2018"
"NIAMS",4,2,0,2,0,2,1,0,1,0,2,1,0,1,0,"11/27/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/27/2018"
"NINDS",10,6,0,0,4,2,1,0,0,1,2,1,0,0,1,"11/27/2018"
"All DACs",219,149,35,2,33,29,23,9,1,1,27,22,8,1,1,"11/27/2018"
"JAAMH",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"11/28/2018"
"NCI DAC",38,32,6,0,0,22,17,5,0,0,21,16,5,0,0,"11/28/2018"
"NEI",11,11,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/28/2018"
"NHGRI",22,12,9,0,1,7,5,3,0,1,7,5,3,0,1,"11/28/2018"
"NHLBI",10,10,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/28/2018"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/28/2018"
"NIGMS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"11/28/2018"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/28/2018"
"All DACs",89,72,15,0,2,28,22,8,0,2,27,21,8,0,2,"11/28/2018"
"JAAMH",13,13,0,0,0,6,6,0,0,0,4,4,0,0,0,"11/29/2018"
"Kids First DAC",6,1,5,0,0,1,1,1,0,0,1,1,1,0,0,"11/29/2018"
"NCI DAC",51,49,2,0,0,15,13,2,0,0,15,13,2,0,0,"11/29/2018"
"NHGRI",22,18,4,0,0,13,11,3,0,0,13,11,3,0,0,"11/29/2018"
"NHLBI",35,20,15,0,0,6,5,1,0,0,5,4,1,0,0,"11/29/2018"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/29/2018"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/29/2018"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/29/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/29/2018"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/29/2018"
"NINDS",17,16,1,0,0,4,4,1,0,0,3,3,1,0,0,"11/29/2018"
"All DACs",149,122,27,0,0,33,30,8,0,0,30,27,7,0,0,"11/29/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/30/2018"
"JAAMH",36,22,6,0,8,6,3,1,0,2,6,3,1,0,2,"11/30/2018"
"Kids First DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"11/30/2018"
"NCI DAC",155,143,12,0,0,17,17,5,0,0,17,17,5,0,0,"11/30/2018"
"NHGRI",91,76,15,0,0,18,15,4,0,0,17,14,4,0,0,"11/30/2018"
"NHLBI",337,188,2,0,147,11,6,1,0,4,11,6,1,0,4,"11/30/2018"
"NIAMS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"11/30/2018"
"NIDDK",6,6,0,0,0,3,3,0,0,0,2,2,0,0,0,"11/30/2018"
"NIGMS",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"11/30/2018"
"NINDS",8,7,0,0,1,5,4,0,0,1,5,4,0,0,1,"11/30/2018"
"All DACs",647,456,35,0,156,33,28,9,0,5,32,27,9,0,5,"11/30/2018"
"JAAMH",21,0,0,0,21,1,0,0,0,1,1,0,0,0,1,"12/01/2018"
"NEI",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"12/01/2018"
"NHGRI",6,0,6,0,0,1,0,1,0,0,1,0,1,0,0,"12/01/2018"
"NHLBI",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"12/01/2018"
"NINDS",4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,"12/01/2018"
"All DACs",35,0,6,0,29,1,0,1,0,1,1,0,1,0,1,"12/01/2018"
"JAAMH",11,3,7,0,1,4,2,1,0,1,3,2,1,0,1,"12/02/2018"
"NCI DAC",34,34,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/02/2018"
"NEI",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"12/02/2018"
"NHGRI",26,22,3,0,1,7,5,1,0,1,7,5,1,0,1,"12/02/2018"
"NHLBI",22,22,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/02/2018"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"12/02/2018"
"All DACs",95,81,10,0,4,10,8,2,0,2,9,7,2,0,2,"12/02/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/03/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/03/2018"
"JAAMH",44,38,0,2,4,12,10,0,2,1,10,9,0,2,1,"12/03/2018"
"NCI DAC",49,41,8,0,0,27,23,5,0,0,25,21,5,0,0,"12/03/2018"
"NEI",5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,"12/03/2018"
"NHGRI",44,40,4,0,0,22,20,2,0,0,20,18,2,0,0,"12/03/2018"
"NHLBI",69,20,49,0,0,11,6,5,0,0,9,5,4,0,0,"12/03/2018"
"NIAMS",3,2,0,1,0,2,1,0,1,0,2,1,0,1,0,"12/03/2018"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/03/2018"
"NIDDK",8,8,0,0,0,4,4,0,0,0,3,3,0,0,0,"12/03/2018"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/03/2018"
"NINDS",9,9,0,0,0,6,6,0,0,0,4,4,0,0,0,"12/03/2018"
"All DACs",238,170,61,3,4,51,43,12,3,1,46,39,11,3,1,"12/03/2018"
"CDAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"12/04/2018"
"JAAMH",26,17,5,4,0,7,6,1,2,0,7,6,1,2,0,"12/04/2018"
"NCI DAC",30,21,9,0,0,17,14,4,0,0,15,14,2,0,0,"12/04/2018"
"NHGRI",31,25,6,0,0,9,5,4,0,0,9,5,4,0,0,"12/04/2018"
"NHLBI",276,272,1,0,3,9,7,1,0,1,9,7,1,0,1,"12/04/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/04/2018"
"NIGMS",4,1,0,0,3,2,1,0,0,1,2,1,0,0,1,"12/04/2018"
"All DACs",370,338,21,5,6,35,27,10,3,1,30,26,8,3,1,"12/04/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/05/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/05/2018"
"JAAMH",17,17,0,0,0,4,4,0,0,0,4,4,0,0,0,"12/05/2018"
"NCI DAC",130,123,4,0,3,14,11,4,0,1,14,11,4,0,1,"12/05/2018"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/05/2018"
"NHGRI",24,21,3,0,0,6,5,1,0,0,6,5,1,0,0,"12/05/2018"
"NIDCR",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/05/2018"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/05/2018"
"NINDS",10,8,1,0,1,3,3,1,0,1,3,3,1,0,1,"12/05/2018"
"All DACs",190,178,8,0,4,23,20,6,0,2,23,20,6,0,2,"12/05/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/06/2018"
"JAAMH",13,9,0,4,0,5,5,0,1,0,5,5,0,1,0,"12/06/2018"
"NCI DAC",13,9,4,0,0,12,9,3,0,0,11,9,2,0,0,"12/06/2018"
"NHGRI",30,17,13,0,0,15,9,6,0,0,13,9,4,0,0,"12/06/2018"
"NHLBI",87,84,3,0,0,6,6,1,0,0,6,6,1,0,0,"12/06/2018"
"NIAMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/06/2018"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/06/2018"
"NINDS",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"12/06/2018"
"All DACs",152,128,20,4,0,32,24,10,1,0,27,23,7,1,0,"12/06/2018"
"JAAMH",26,11,3,7,5,7,4,1,1,2,5,2,1,1,2,"12/07/2018"
"NCI DAC",38,33,5,0,0,19,17,4,0,0,15,13,3,0,0,"12/07/2018"
"NHGRI",10,7,3,0,0,9,6,3,0,0,7,5,3,0,0,"12/07/2018"
"NHLBI",38,36,2,0,0,3,1,2,0,0,3,1,2,0,0,"12/07/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/07/2018"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/07/2018"
"NINDS",4,4,0,0,0,2,2,0,0,0,1,1,0,0,0,"12/07/2018"
"All DACs",118,93,13,7,5,32,27,9,1,2,21,16,7,1,2,"12/07/2018"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/08/2018"
"All DACs",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/08/2018"
"NCI DAC",8,4,4,0,0,6,4,2,0,0,6,4,2,0,0,"12/09/2018"
"NHGRI",4,2,0,0,2,3,2,0,0,1,3,2,0,0,1,"12/09/2018"
"All DACs",12,6,4,0,2,8,6,2,0,1,8,6,2,0,1,"12/09/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/10/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/10/2018"
"JAAMH",121,20,12,0,89,4,3,2,0,2,3,3,1,0,1,"12/10/2018"
"NCI DAC",141,36,104,0,1,26,17,10,0,1,24,17,8,0,1,"12/10/2018"
"NEI",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"12/10/2018"
"NHGRI",85,64,13,0,8,16,9,6,0,2,15,8,6,0,2,"12/10/2018"
"NHLBI",99,94,5,0,0,4,4,1,0,0,3,3,1,0,0,"12/10/2018"
"NIAID",5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,"12/10/2018"
"NIAMS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/10/2018"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"12/10/2018"
"NIDCR",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/10/2018"
"NIDDK",35,0,0,0,35,1,0,0,0,1,1,0,0,0,1,"12/10/2018"
"NIGMS",10,4,3,2,1,3,2,1,1,1,3,2,1,1,1,"12/10/2018"
"NINDS",32,14,0,1,17,4,3,0,1,2,3,2,0,1,1,"12/10/2018"
"All DACs",543,249,137,3,154,35,24,15,2,4,32,23,12,2,3,"12/10/2018"
"JAAMH",15,6,0,9,0,11,6,0,5,0,3,2,0,2,0,"12/11/2018"
"NCI DAC",58,58,0,0,0,17,17,0,0,0,16,16,0,0,0,"12/11/2018"
"NHGRI",22,3,19,0,0,7,3,4,0,0,5,3,2,0,0,"12/11/2018"
"NHLBI",3,1,2,0,0,2,1,1,0,0,2,1,1,0,0,"12/11/2018"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/11/2018"
"NINDS",18,17,1,0,0,7,7,1,0,0,2,2,1,0,0,"12/11/2018"
"All DACs",118,87,22,9,0,39,32,5,5,0,20,18,3,2,0,"12/11/2018"
"ES DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/12/2018"
"JAAMH",55,38,10,7,0,12,9,2,4,0,7,6,2,1,0,"12/12/2018"
"NCI DAC",119,13,102,1,3,10,6,2,1,2,10,6,2,1,2,"12/12/2018"
"NEI",4,2,2,0,0,2,2,2,0,0,2,2,2,0,0,"12/12/2018"
"NHGRI",52,6,46,0,0,11,4,7,0,0,10,4,6,0,0,"12/12/2018"
"NHLBI",51,39,2,0,10,8,6,1,0,1,8,6,1,0,1,"12/12/2018"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/12/2018"
"NIAMS",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/12/2018"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/12/2018"
"NIGMS",5,3,1,0,1,3,1,1,0,1,3,1,1,0,1,"12/12/2018"
"NINDS",8,6,2,0,0,4,4,1,0,0,2,2,1,0,0,"12/12/2018"
"All DACs",298,108,168,8,14,34,26,9,5,4,24,19,8,2,4,"12/12/2018"
"JAAMH",28,14,0,14,0,6,5,0,1,0,6,5,0,1,0,"12/13/2018"
"NCI DAC",17,17,0,0,0,12,12,0,0,0,12,12,0,0,0,"12/13/2018"
"NEI",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"12/13/2018"
"NHGRI",32,29,3,0,0,12,11,2,0,0,12,11,2,0,0,"12/13/2018"
"NHLBI",17,17,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/13/2018"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/13/2018"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/13/2018"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/13/2018"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/13/2018"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/13/2018"
"All DACs",105,85,3,14,3,25,24,2,1,1,25,24,2,1,1,"12/13/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/14/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/14/2018"
"JAAMH",4,1,0,3,0,2,1,0,1,0,2,1,0,1,0,"12/14/2018"
"NCI DAC",40,35,5,0,0,13,12,3,0,0,13,12,3,0,0,"12/14/2018"
"NEI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/14/2018"
"NHGRI",25,14,11,0,0,6,3,3,0,0,6,3,3,0,0,"12/14/2018"
"NHLBI",4,2,2,0,0,2,1,1,0,0,2,1,1,0,0,"12/14/2018"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/14/2018"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/14/2018"
"NINDS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"12/14/2018"
"All DACs",80,57,19,4,0,21,17,7,2,0,21,17,7,2,0,"12/14/2018"
"NCI DAC",3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,"12/15/2018"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/15/2018"
"NHLBI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/15/2018"
"All DACs",8,8,0,0,0,4,4,0,0,0,3,3,0,0,0,"12/15/2018"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/16/2018"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/16/2018"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/17/2018"
"JAAMH",28,28,0,0,0,7,7,0,0,0,7,7,0,0,0,"12/17/2018"
"NCI DAC",61,55,6,0,0,14,9,6,0,0,14,9,6,0,0,"12/17/2018"
"NHGRI",39,38,0,0,1,10,9,0,0,1,10,9,0,0,1,"12/17/2018"
"NHLBI",38,8,1,0,29,5,3,1,0,1,5,3,1,0,1,"12/17/2018"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/17/2018"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/17/2018"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/17/2018"
"NINDS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/17/2018"
"All DACs",180,143,7,0,30,28,22,7,0,2,28,22,7,0,2,"12/17/2018"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/18/2018"
"JAAMH",32,32,0,0,0,9,9,0,0,0,9,9,0,0,0,"12/18/2018"
"Kids First DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/18/2018"
"NCI DAC",58,45,13,0,0,26,23,5,0,0,26,23,5,0,0,"12/18/2018"
"NEI",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"12/18/2018"
"NHGRI",43,39,4,0,0,18,16,3,0,0,18,16,3,0,0,"12/18/2018"
"NHLBI",169,167,2,0,0,7,6,1,0,0,7,6,1,0,0,"12/18/2018"
"NIAMS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/18/2018"
"NIDCD DAC",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"12/18/2018"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"12/18/2018"
"NIDDK",3,2,0,0,1,3,2,0,0,1,3,2,0,0,1,"12/18/2018"
"NINDS",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/18/2018"
"All DACs",328,305,20,0,3,53,51,8,0,2,51,49,8,0,2,"12/18/2018"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/19/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/19/2018"
"JAAMH",25,20,0,5,0,4,4,0,1,0,4,4,0,1,0,"12/19/2018"
"NCI DAC",32,24,8,0,0,15,13,4,0,0,15,13,4,0,0,"12/19/2018"
"NHGRI",41,35,6,0,0,12,10,3,0,0,12,10,3,0,0,"12/19/2018"
"NHLBI",38,0,38,0,0,2,0,2,0,0,2,0,2,0,0,"12/19/2018"
"NIGMS",4,3,1,0,0,3,3,1,0,0,3,3,1,0,0,"12/19/2018"
"NINDS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"12/19/2018"
"All DACs",145,86,53,6,0,26,23,6,2,0,26,23,6,2,0,"12/19/2018"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"12/20/2018"
"JAAMH",24,8,0,1,15,7,5,0,1,2,7,5,0,1,2,"12/20/2018"
"NCI DAC",53,22,5,0,26,15,9,5,0,1,13,9,3,0,1,"12/20/2018"
"NEI",4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,"12/20/2018"
"NHGRI",20,8,3,0,9,11,8,2,0,1,11,8,2,0,1,"12/20/2018"
"NHLBI",33,22,10,0,1,7,6,2,0,1,6,5,2,0,1,"12/20/2018"
"NIAMS",5,0,0,3,2,2,0,0,1,1,2,0,0,1,1,"12/20/2018"
"NIDCR",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"12/20/2018"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"12/20/2018"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"12/20/2018"
"NINDS",25,25,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/20/2018"
"All DACs",171,85,18,4,64,33,24,9,2,3,29,22,7,2,3,"12/20/2018"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/21/2018"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/21/2018"
"JAAMH",13,13,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/21/2018"
"Kids First DAC",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/21/2018"
"NCI DAC",20,12,8,0,0,13,9,4,0,0,12,9,4,0,0,"12/21/2018"
"NHGRI",31,29,2,0,0,10,9,1,0,0,9,8,1,0,0,"12/21/2018"
"NHLBI",28,26,2,0,0,3,3,1,0,0,3,3,1,0,0,"12/21/2018"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/21/2018"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"12/21/2018"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/21/2018"
"All DACs",105,92,12,1,0,24,21,4,1,0,22,19,4,1,0,"12/21/2018"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/22/2018"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/22/2018"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/23/2018"
"NCI DAC",3,2,1,0,0,3,2,1,0,0,2,1,1,0,0,"12/23/2018"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/23/2018"
"All DACs",8,7,1,0,0,4,3,1,0,0,3,2,1,0,0,"12/23/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/24/2018"
"JAAMH",18,15,0,3,0,2,2,0,1,0,2,2,0,1,0,"12/24/2018"
"NCI DAC",11,11,0,0,0,8,8,0,0,0,8,8,0,0,0,"12/24/2018"
"NHGRI",21,21,0,0,0,5,5,0,0,0,5,5,0,0,0,"12/24/2018"
"NHLBI",59,4,44,0,11,3,1,1,0,1,2,1,1,0,1,"12/24/2018"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/24/2018"
"NIDDK",17,17,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/24/2018"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/24/2018"
"All DACs",130,72,44,3,11,12,11,1,1,1,11,11,1,1,1,"12/24/2018"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12/25/2018"
"NCI DAC",16,13,3,0,0,7,5,2,0,0,7,5,2,0,0,"12/26/2018"
"NHGRI",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/26/2018"
"NHLBI",10,10,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/26/2018"
"All DACs",34,31,3,0,0,9,7,2,0,0,9,7,2,0,0,"12/26/2018"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/27/2018"
"JAAMH",22,12,6,4,0,1,1,1,1,0,1,1,1,1,0,"12/27/2018"
"NCI DAC",31,13,18,0,0,9,6,5,0,0,6,6,2,0,0,"12/27/2018"
"NEI",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/27/2018"
"NHGRI",16,15,1,0,0,4,4,1,0,0,4,4,1,0,0,"12/27/2018"
"NHLBI",6,4,2,0,0,3,2,1,0,0,3,2,1,0,0,"12/27/2018"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/27/2018"
"NINDS",11,11,0,0,0,4,4,0,0,0,4,4,0,0,0,"12/27/2018"
