"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"All DACs",94,63,27,4,0,14,10,6,1,0,11,10,3,1,0,"12/27/2018"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/28/2018"
"NCI DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/28/2018"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/28/2018"
"NHGRI",4,1,3,0,0,2,1,1,0,0,2,1,1,0,0,"12/28/2018"
"All DACs",8,5,3,0,0,6,5,1,0,0,6,5,1,0,0,"12/28/2018"
"NCI DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"12/29/2018"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/29/2018"
"All DACs",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/29/2018"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12/30/2018"
"JAAMH",8,3,0,0,5,2,1,0,0,1,2,1,0,0,1,"12/31/2018"
"NCI DAC",6,5,1,0,0,4,3,1,0,0,4,3,1,0,0,"12/31/2018"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"12/31/2018"
"NHGRI",13,13,0,0,0,3,3,0,0,0,3,3,0,0,0,"12/31/2018"
"NHLBI",34,19,15,0,0,3,1,2,0,0,3,1,2,0,0,"12/31/2018"
"NIAMS",4,0,4,0,0,1,0,1,0,0,1,0,1,0,0,"12/31/2018"
"NIDDK",9,8,0,0,1,3,2,0,0,1,3,2,0,0,1,"12/31/2018"
"All DACs",75,49,20,0,6,7,5,3,0,1,7,5,3,0,1,"12/31/2018"
