"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NHLBI",80,20,11,0,49,14,8,5,0,1,14,8,5,0,1,"02/01/2019"
"NIAMS",4,3,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/01/2019"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2019"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/01/2019"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/01/2019"
"NINDS",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/01/2019"
"All DACs",225,153,17,2,53,55,46,9,2,3,52,43,9,2,3,"02/01/2019"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02/02/2019"
"JAAMH",4,4,0,0,0,2,2,0,0,0,1,1,0,0,0,"02/03/2019"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2019"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2019"
"NHLBI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/03/2019"
"All DACs",11,11,0,0,0,3,3,0,0,0,2,2,0,0,0,"02/03/2019"
"JAAMH",22,20,0,2,0,7,7,0,1,0,7,7,0,1,0,"02/04/2019"
"NCI DAC",115,111,4,0,0,17,15,3,0,0,14,12,3,0,0,"02/04/2019"
"NHGRI",50,30,20,0,0,15,14,2,0,0,14,13,2,0,0,"02/04/2019"
"NHLBI",8,6,2,0,0,3,2,1,0,0,3,2,1,0,0,"02/04/2019"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2019"
"NIDCR",9,3,0,6,0,2,1,0,1,0,2,1,0,1,0,"02/04/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2019"
"NIGMS",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/04/2019"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/04/2019"
"All DACs",213,179,26,8,0,34,31,5,2,0,29,26,5,2,0,"02/04/2019"
"JAAMH",18,9,6,0,3,8,6,1,0,1,7,6,1,0,1,"02/05/2019"
"NCI DAC",26,19,7,0,0,19,15,5,0,0,18,14,5,0,0,"02/05/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2019"
"NHGRI",10,9,1,0,0,7,6,1,0,0,7,6,1,0,0,"02/05/2019"
"NHLBI",26,26,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/05/2019"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/05/2019"
"NIGMS",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/05/2019"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/05/2019"
"All DACs",90,72,15,0,3,36,29,8,0,1,34,27,8,0,1,"02/05/2019"
"JAAMH",56,53,0,3,0,11,10,0,2,0,10,9,0,2,0,"02/06/2019"
"Kids First DAC",4,3,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/06/2019"
"NCI DAC",116,110,6,0,0,19,18,4,0,0,18,17,4,0,0,"02/06/2019"
"NEI",7,4,3,0,0,2,2,1,0,0,2,2,1,0,0,"02/06/2019"
"NHGRI",83,56,27,0,0,21,17,5,0,0,20,17,5,0,0,"02/06/2019"
"NHLBI",16,10,6,0,0,5,3,2,0,0,5,3,2,0,0,"02/06/2019"
"NIAMS",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/06/2019"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/06/2019"
"NIDCR",4,3,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/06/2019"
"NIDDK",15,15,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/06/2019"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/06/2019"
"NINDS",9,9,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/06/2019"
"All DACs",320,273,43,4,0,45,40,9,3,0,43,38,9,3,0,"02/06/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2019"
"JAAMH",13,9,2,2,0,4,2,1,1,0,4,2,1,1,0,"02/07/2019"
"NCI DAC",5,4,1,0,0,5,4,1,0,0,5,4,1,0,0,"02/07/2019"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/07/2019"
"NHGRI",12,12,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/07/2019"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/07/2019"
"NINDS",4,3,1,0,0,3,2,1,0,0,3,2,1,0,0,"02/07/2019"
"All DACs",39,33,4,2,0,17,14,3,1,0,17,14,3,1,0,"02/07/2019"
"JAAMH",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/08/2019"
"NCI DAC",6,4,2,0,0,6,4,2,0,0,4,3,2,0,0,"02/08/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/08/2019"
"NHGRI",5,5,0,0,0,5,5,0,0,0,4,4,0,0,0,"02/08/2019"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/08/2019"
"NIDDK",10,10,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/08/2019"
"All DACs",25,22,2,0,1,11,10,2,0,1,8,8,2,0,1,"02/08/2019"
"NCI DAC",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2019"
"NEI",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/09/2019"
"All DACs",5,4,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/09/2019"
"NCI DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2019"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2019"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2019"
"All DACs",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/10/2019"
"CDAC",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/11/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/11/2019"
"JAAMH",39,10,4,14,11,9,5,1,2,2,8,4,1,2,2,"02/11/2019"
"NCI DAC",69,25,44,0,0,12,8,4,0,0,11,7,4,0,0,"02/11/2019"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/11/2019"
"NHGRI",79,35,10,0,34,16,11,5,0,1,16,11,5,0,1,"02/11/2019"
"NHLBI",155,68,85,0,2,6,4,1,0,1,6,4,1,0,1,"02/11/2019"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2019"
"NIAMS",6,4,2,0,0,3,2,1,0,0,3,2,1,0,0,"02/11/2019"
"NIDDK",23,6,1,0,16,6,3,1,0,2,6,3,1,0,2,"02/11/2019"
"NIGMS",5,5,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/11/2019"
"NINDS",21,12,0,1,8,6,4,0,1,2,6,4,0,1,2,"02/11/2019"
"All DACs",404,171,146,16,71,35,24,12,4,5,33,22,12,4,5,"02/11/2019"
"JAAMH",17,11,6,0,0,4,3,1,0,0,3,2,1,0,0,"02/12/2019"
"NCI DAC",62,50,12,0,0,25,23,4,0,0,23,21,4,0,0,"02/12/2019"
"NHGRI",32,26,6,0,0,18,13,5,0,0,17,13,5,0,0,"02/12/2019"
"NHLBI",50,48,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/12/2019"
"NIGMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/12/2019"
"All DACs",164,138,24,0,2,34,31,8,0,1,29,26,8,0,1,"02/12/2019"
"JAAMH",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/13/2019"
"NCI DAC",20,13,7,0,0,14,8,7,0,0,13,7,7,0,0,"02/13/2019"
"NHGRI",13,11,1,0,1,9,7,1,0,1,9,7,1,0,1,"02/13/2019"
"NHLBI",132,132,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/13/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2019"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/13/2019"
"All DACs",168,157,8,1,2,22,15,8,1,2,20,14,8,1,2,"02/13/2019"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/14/2019"
"JAAMH",72,72,0,0,0,8,8,0,0,0,8,8,0,0,0,"02/14/2019"
"NCI DAC",63,29,34,0,0,17,14,3,0,0,16,13,3,0,0,"02/14/2019"
"NHGRI",26,23,3,0,0,11,10,2,0,0,11,10,2,0,0,"02/14/2019"
"NHLBI",47,36,11,0,0,7,5,2,0,0,7,5,2,0,0,"02/14/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2019"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2019"
"NIDDK",3,2,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/14/2019"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2019"
"All DACs",218,169,48,0,1,31,28,6,0,1,30,27,6,0,1,"02/14/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2019"
"JAAMH",68,62,0,5,1,5,4,0,2,1,5,4,0,2,1,"02/15/2019"
"NCI DAC",61,54,7,0,0,13,11,3,0,0,13,11,3,0,0,"02/15/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2019"
"NHGRI",82,76,5,0,1,12,8,3,0,1,12,8,3,0,1,"02/15/2019"
"NHLBI",77,77,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/15/2019"
"NIAID",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/15/2019"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2019"
"NIDDK",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"02/15/2019"
"NIGMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/15/2019"
"NINDS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/15/2019"
"All DACs",308,287,12,7,2,21,19,5,2,2,21,19,5,2,2,"02/15/2019"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02/16/2019"
"CDAC",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/17/2019"
"JAAMH",15,10,0,5,0,4,3,0,1,0,4,3,0,1,0,"02/17/2019"
"NCI DAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/17/2019"
"NHGRI",13,13,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/17/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2019"
"All DACs",34,28,1,5,0,9,8,1,1,0,9,8,1,1,0,"02/17/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/18/2019"
"JAAMH",45,32,0,13,0,3,3,0,2,0,3,3,0,2,0,"02/18/2019"
"NCI DAC",56,10,46,0,0,9,7,2,0,0,9,7,2,0,0,"02/18/2019"
"NHGRI",22,19,3,0,0,4,3,1,0,0,4,3,1,0,0,"02/18/2019"
"NHLBI",9,9,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/18/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2019"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2019"
"NINDS",9,6,3,0,0,1,1,1,0,0,1,1,1,0,0,"02/18/2019"
"All DACs",147,81,52,14,0,16,14,2,3,0,16,14,2,3,0,"02/18/2019"
"JAAMH",19,13,6,0,0,4,4,1,0,0,4,4,1,0,0,"02/19/2019"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/19/2019"
"NCI DAC",76,73,3,0,0,13,11,2,0,0,13,11,2,0,0,"02/19/2019"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2019"
"NHGRI",27,26,1,0,0,10,10,1,0,0,10,10,1,0,0,"02/19/2019"
"NHLBI",21,6,15,0,0,4,2,2,0,0,4,2,2,0,0,"02/19/2019"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2019"
"NIDDK",14,14,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2019"
"NIGMS",3,2,1,0,0,2,2,1,0,0,2,2,1,0,0,"02/19/2019"
"NINDS",15,15,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/19/2019"
"All DACs",182,155,26,0,1,21,19,4,0,1,21,19,4,0,1,"02/19/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2019"
"JAAMH",5,4,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/20/2019"
"NCI DAC",16,13,3,0,0,11,8,3,0,0,10,7,3,0,0,"02/20/2019"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/20/2019"
"NHGRI",12,10,2,0,0,9,7,2,0,0,8,7,2,0,0,"02/20/2019"
"NHLBI",116,70,2,0,44,6,4,1,0,1,6,4,1,0,1,"02/20/2019"
"NIDDK",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/20/2019"
"NINDS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/20/2019"
"All DACs",154,100,8,0,46,24,16,7,0,2,22,15,7,0,2,"02/20/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2019"
"JAAMH",9,7,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/21/2019"
"NCI DAC",20,20,0,0,0,11,11,0,0,0,10,10,0,0,0,"02/21/2019"
"NEI",3,2,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/21/2019"
"NHGRI",41,39,0,0,2,7,6,0,0,1,7,6,0,0,1,"02/21/2019"
"NHLBI",189,122,9,0,58,8,4,3,0,1,7,3,3,0,1,"02/21/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2019"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/21/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2019"
"NIDDK",18,17,0,0,1,4,3,0,0,1,4,3,0,0,1,"02/21/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2019"
"NINDS",8,6,0,2,0,3,2,0,1,0,3,2,0,1,0,"02/21/2019"
"All DACs",293,217,9,2,65,26,21,3,1,2,23,19,3,1,2,"02/21/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2019"
"JAAMH",15,9,6,0,0,5,4,1,0,0,4,3,1,0,0,"02/22/2019"
"NCI DAC",27,16,11,0,0,9,7,2,0,0,9,7,2,0,0,"02/22/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2019"
"NHGRI",16,11,5,0,0,9,8,2,0,0,7,6,2,0,0,"02/22/2019"
"NHLBI",120,86,3,0,31,9,7,1,0,1,8,6,1,0,1,"02/22/2019"
"NIAMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/22/2019"
"NIDDK",17,16,0,0,1,7,6,0,0,1,4,3,0,0,1,"02/22/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/22/2019"
"NINDS",5,5,0,0,0,3,3,0,0,0,2,2,0,0,0,"02/22/2019"
"All DACs",206,149,25,0,32,35,30,6,0,2,21,16,6,0,2,"02/22/2019"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/23/2019"
"NCI DAC",2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,"02/23/2019"
"All DACs",3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,"02/23/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2019"
"NCI DAC",4,3,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/24/2019"
"NHGRI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"02/24/2019"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/24/2019"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/24/2019"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/24/2019"
"NINDS",6,0,6,0,0,1,0,1,0,0,1,0,1,0,0,"02/24/2019"
"All DACs",16,5,8,0,3,3,2,2,0,1,3,2,2,0,1,"02/24/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2019"
"JAAMH",4,3,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/25/2019"
"NCI DAC",81,79,2,0,0,12,11,1,0,0,10,9,1,0,0,"02/25/2019"
"NHGRI",17,15,2,0,0,6,4,2,0,0,5,3,2,0,0,"02/25/2019"
"NHLBI",19,17,2,0,0,6,5,1,0,0,6,5,1,0,0,"02/25/2019"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/25/2019"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2019"
"All DACs",125,118,6,1,0,21,17,4,1,0,18,15,4,1,0,"02/25/2019"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/26/2019"
"JAAMH",52,26,0,0,26,7,5,0,0,2,7,5,0,0,2,"02/26/2019"
"NCI DAC",25,23,2,0,0,13,11,2,0,0,13,11,2,0,0,"02/26/2019"
"NEI",4,2,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/26/2019"
"NHGRI",108,103,5,0,0,10,7,3,0,0,8,6,3,0,0,"02/26/2019"
"NHLBI",313,218,82,0,13,9,7,2,0,1,7,5,2,0,1,"02/26/2019"
"NIAMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/26/2019"
"NICHD",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/26/2019"
"NIDCR",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/26/2019"
"NIDDK",46,15,0,0,31,3,2,0,0,1,3,2,0,0,1,"02/26/2019"
"NIGMS",6,2,0,0,4,3,1,0,0,2,3,1,0,0,2,"02/26/2019"
"NINDS",13,8,1,3,1,4,2,1,1,1,4,2,1,1,1,"02/26/2019"
"All DACs",573,399,90,3,81,28,22,8,1,2,25,20,8,1,2,"02/26/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"JAAMH",32,19,7,6,0,6,4,2,1,0,6,4,2,1,0,"02/27/2019"
"NCI DAC",97,92,5,0,0,17,13,5,0,0,16,13,5,0,0,"02/27/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"NHGRI",39,30,8,0,1,11,7,4,0,1,11,7,4,0,1,"02/27/2019"
"NHLBI",103,102,1,0,0,7,7,1,0,0,7,7,1,0,0,"02/27/2019"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2019"
"NINDS",14,14,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/27/2019"
"All DACs",296,268,21,6,1,35,27,10,1,1,34,27,10,1,1,"02/27/2019"
"CDAC",3,2,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/28/2019"
"ES DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/28/2019"
"JAAMH",73,50,0,6,17,7,5,0,2,2,7,5,0,2,2,"02/28/2019"
"NCI DAC",51,48,3,0,0,13,10,3,0,0,11,9,2,0,0,"02/28/2019"
"NEI",9,1,0,0,8,2,1,0,0,1,2,1,0,0,1,"02/28/2019"
"NHGRI",39,37,1,0,1,9,8,1,0,1,9,8,1,0,1,"02/28/2019"
"NHLBI",176,69,0,0,107,7,5,0,0,2,7,5,0,0,2,"02/28/2019"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2019"
"NIAMS",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2019"
"NICHD",5,4,0,1,0,3,2,0,1,0,3,2,0,1,0,"02/28/2019"
"NIDDK",18,18,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/28/2019"
"NIGMS",4,2,0,1,1,2,1,0,1,1,2,1,0,1,1,"02/28/2019"
"NINDS",14,12,0,2,0,2,2,0,1,0,2,2,0,1,0,"02/28/2019"
"All DACs",402,253,4,10,135,27,19,4,4,5,25,18,3,4,5,"02/28/2019"
"CDAC",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/01/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/01/2019"
"JAAMH",60,48,7,4,1,16,13,1,2,1,16,13,1,2,1,"03/01/2019"
"NCI DAC",82,77,5,0,0,31,27,5,0,0,30,26,5,0,0,"03/01/2019"
"NEI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/01/2019"
"NHGRI",47,42,5,0,0,22,19,4,0,0,21,18,4,0,0,"03/01/2019"
"NHLBI",66,11,14,0,41,8,4,2,0,2,8,4,2,0,2,"03/01/2019"
"NIAMS",2,0,0,2,0,2,0,0,2,0,1,0,0,1,0,"03/01/2019"
"NICHD",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/01/2019"
"NIDCR",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/01/2019"
"NIGMS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/01/2019"
"NINDS",9,9,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/01/2019"
"All DACs",285,204,31,7,43,65,55,11,5,4,59,51,11,4,4,"03/01/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2019"
"JAAMH",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2019"
"NCI DAC",3,0,3,0,0,2,0,2,0,0,2,0,2,0,0,"03/02/2019"
"NHGRI",3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,"03/02/2019"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/02/2019"
"NIGMS",3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,"03/02/2019"
"All DACs",17,7,6,0,4,3,2,2,0,1,3,2,2,0,1,"03/02/2019"
"JAAMH",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/03/2019"
"NCI DAC",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/03/2019"
"NHGRI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/03/2019"
"NHLBI",24,24,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2019"
"All DACs",38,38,0,0,0,6,6,0,0,0,6,6,0,0,0,"03/03/2019"
"JAAMH",73,72,0,0,1,10,9,0,0,1,10,9,0,0,1,"03/04/2019"
"NCI DAC",22,20,2,0,0,10,8,2,0,0,10,8,2,0,0,"03/04/2019"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2019"
"NHGRI",85,81,4,0,0,15,11,4,0,0,15,11,4,0,0,"03/04/2019"
"NHLBI",202,183,13,0,6,10,7,2,0,1,10,7,2,0,1,"03/04/2019"
"NIAMS",9,9,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/04/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2019"
"NIDCR",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2019"
"NIDDK",35,35,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2019"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2019"
"NINDS",12,12,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/04/2019"
"All DACs",446,420,19,0,7,31,25,7,0,2,30,24,7,0,2,"03/04/2019"
"JAAMH",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2019"
"NCI DAC",22,22,0,0,0,15,15,0,0,0,13,13,0,0,0,"03/05/2019"
"NHGRI",11,8,3,0,0,9,6,3,0,0,9,6,3,0,0,"03/05/2019"
"NHLBI",42,31,0,0,11,2,1,0,0,1,2,1,0,0,1,"03/05/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2019"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/05/2019"
"All DACs",85,71,3,0,11,27,23,3,0,1,24,20,3,0,1,"03/05/2019"
"CDAC",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/06/2019"
"JAAMH",51,51,0,0,0,6,6,0,0,0,5,5,0,0,0,"03/06/2019"
"Kids First DAC",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/06/2019"
"NCI DAC",41,34,7,0,0,15,11,4,0,0,14,10,4,0,0,"03/06/2019"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2019"
"NHGRI",102,97,4,0,1,17,14,3,0,1,16,13,3,0,1,"03/06/2019"
"NHLBI",213,210,3,0,0,10,9,2,0,0,8,7,2,0,0,"03/06/2019"
"NIAID",5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/06/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2019"
"NICHD",7,7,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/06/2019"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/06/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2019"
"NIDDK",13,13,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2019"
"NIGMS",3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,"03/06/2019"
"NINDS",11,11,0,0,0,5,5,0,0,0,4,4,0,0,0,"03/06/2019"
"All DACs",459,443,14,0,2,36,30,9,0,2,33,28,9,0,2,"03/06/2019"
