"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"01/04/2019"
"JAAMH",82,2,0,0,80,3,2,0,0,1,3,2,0,0,1,"01/04/2019"
"NCI DAC",49,34,8,0,7,15,10,4,0,1,14,9,4,0,1,"01/04/2019"
"NHGRI",36,23,9,0,4,12,7,5,0,1,10,6,4,0,1,"01/04/2019"
"NHLBI",29,23,6,0,0,4,2,2,0,0,4,2,2,0,0,"01/04/2019"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/04/2019"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/04/2019"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/04/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/04/2019"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"01/04/2019"
"NINDS",11,2,0,0,9,2,1,0,0,1,2,1,0,0,1,"01/04/2019"
"All DACs",215,86,23,0,106,22,14,10,0,2,18,12,8,0,2,"01/04/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/05/2019"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/05/2019"
"NHLBI",10,0,0,0,10,1,0,0,0,1,1,0,0,0,1,"01/05/2019"
"All DACs",12,1,0,1,10,2,1,0,1,1,2,1,0,1,1,"01/05/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2019"
"NCI DAC",5,1,4,0,0,3,1,2,0,0,3,1,2,0,0,"01/06/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/06/2019"
"All DACs",7,3,4,0,0,4,2,2,0,0,4,2,2,0,0,"01/06/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/07/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/07/2019"
"JAAMH",63,48,7,4,4,17,13,2,3,2,15,12,2,3,2,"01/07/2019"
"NCI DAC",124,123,1,0,0,17,16,1,0,0,17,16,1,0,0,"01/07/2019"
"NHGRI",57,48,9,0,0,11,8,4,0,0,11,8,4,0,0,"01/07/2019"
"NHLBI",60,11,10,0,39,5,1,3,0,1,5,1,3,0,1,"01/07/2019"
"NIAID",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/07/2019"
"NIAMS",12,12,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/07/2019"
"NICHD",3,2,0,1,0,3,2,0,1,0,3,2,0,1,0,"01/07/2019"
"NIDCR",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/07/2019"
"NIDDK",20,1,18,0,1,3,1,1,0,1,3,1,1,0,1,"01/07/2019"
"NIGMS",5,4,1,0,0,2,1,1,0,0,2,1,1,0,0,"01/07/2019"
"NINDS",15,13,0,2,0,6,5,0,1,0,6,5,0,1,0,"01/07/2019"
"All DACs",371,274,46,7,44,35,29,7,5,4,31,28,7,5,3,"01/07/2019"
"CDAC",5,4,0,0,1,4,3,0,0,1,4,3,0,0,1,"01/08/2019"
"JAAMH",105,88,0,2,15,7,5,0,2,3,6,4,0,2,2,"01/08/2019"
"Kids First DAC",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"01/08/2019"
"NCI DAC",72,58,14,0,0,19,16,5,0,0,14,12,4,0,0,"01/08/2019"
"NHGRI",70,57,8,0,5,11,8,5,0,1,10,7,4,0,1,"01/08/2019"
"NHLBI",200,26,107,0,67,9,3,5,0,1,8,3,4,0,1,"01/08/2019"
"NIAID",6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,"01/08/2019"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/08/2019"
"NICHD",10,8,0,2,0,5,3,0,2,0,4,2,0,2,0,"01/08/2019"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/08/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/08/2019"
"NIDDK",10,1,0,0,9,3,1,0,0,2,3,1,0,0,2,"01/08/2019"
"NIGMS",5,4,0,1,0,4,3,0,1,0,3,2,0,1,0,"01/08/2019"
"NINDS",16,16,0,0,0,3,3,0,0,0,2,2,0,0,0,"01/08/2019"
"All DACs",507,269,129,5,104,36,29,9,4,5,29,23,7,4,4,"01/08/2019"
"JAAMH",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/09/2019"
"NCI DAC",21,17,4,0,0,11,10,1,0,0,10,9,1,0,0,"01/09/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/09/2019"
"NHGRI",24,17,7,0,0,8,4,4,0,0,8,4,4,0,0,"01/09/2019"
"NHLBI",8,8,0,0,0,4,4,0,0,0,4,4,0,0,0,"01/09/2019"
"All DACs",65,54,11,0,0,22,18,4,0,0,20,17,4,0,0,"01/09/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/10/2019"
"JAAMH",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/10/2019"
"NCI DAC",61,52,9,0,0,16,12,5,0,0,13,11,4,0,0,"01/10/2019"
"NHGRI",30,23,7,0,0,7,5,4,0,0,7,5,4,0,0,"01/10/2019"
"NHLBI",27,24,2,0,1,7,5,1,0,1,6,5,1,0,1,"01/10/2019"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/10/2019"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/10/2019"
"All DACs",125,105,18,1,1,26,19,9,1,1,22,18,8,1,1,"01/10/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/11/2019"
"JAAMH",19,16,0,3,0,5,3,0,2,0,5,3,0,2,0,"01/11/2019"
"NCI DAC",21,11,10,0,0,13,8,5,0,0,13,8,5,0,0,"01/11/2019"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/11/2019"
"NHGRI",36,26,10,0,0,6,5,1,0,0,6,5,1,0,0,"01/11/2019"
"NHLBI",102,25,8,0,69,7,3,4,0,2,7,3,4,0,2,"01/11/2019"
"NIAID",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2019"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2019"
"NIDDK",4,3,0,1,0,2,1,0,1,0,1,1,0,1,0,"01/11/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/11/2019"
"NINDS",12,10,0,2,0,4,4,0,2,0,4,4,0,2,0,"01/11/2019"
"All DACs",204,100,28,7,69,26,18,7,4,2,25,18,7,3,2,"01/11/2019"
"NCI DAC",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/12/2019"
"NHGRI",3,1,2,0,0,3,1,2,0,0,2,1,1,0,0,"01/12/2019"
"All DACs",7,5,2,0,0,6,4,2,0,0,4,4,1,0,0,"01/12/2019"
"NCI DAC",13,7,6,0,0,6,4,2,0,0,5,3,2,0,0,"01/13/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2019"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/13/2019"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/13/2019"
"All DACs",18,11,7,0,0,9,7,2,0,0,7,5,2,0,0,"01/13/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/14/2019"
"JAAMH",22,20,0,2,0,9,7,0,2,0,9,7,0,2,0,"01/14/2019"
"NCATS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"01/14/2019"
"NCI DAC",115,110,5,0,0,11,9,3,0,0,11,9,3,0,0,"01/14/2019"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/14/2019"
"NHGRI",51,46,5,0,0,9,8,2,0,0,9,8,2,0,0,"01/14/2019"
"NHLBI",16,14,2,0,0,6,5,2,0,0,6,5,2,0,0,"01/14/2019"
"NIAMS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/14/2019"
"NIGMS",8,7,1,0,0,3,3,1,0,0,3,3,1,0,0,"01/14/2019"
"NINDS",7,4,2,1,0,4,3,1,1,0,4,3,1,1,0,"01/14/2019"
"All DACs",232,211,15,4,2,31,25,6,4,1,30,25,6,4,1,"01/14/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2019"
"JAAMH",18,4,0,14,0,6,3,0,3,0,5,2,0,3,0,"01/15/2019"
"NCI DAC",103,43,60,0,0,13,11,2,0,0,13,11,2,0,0,"01/15/2019"
"NHGRI",57,31,26,0,0,14,10,5,0,0,14,10,5,0,0,"01/15/2019"
"NHLBI",47,24,23,0,0,8,5,4,0,0,7,5,4,0,0,"01/15/2019"
"NIAID",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"01/15/2019"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/15/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2019"
"NIDDK",12,12,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/15/2019"
"NIGMS",7,3,3,1,0,5,3,1,1,0,5,3,1,1,0,"01/15/2019"
"NINDS",11,2,2,7,0,2,1,1,1,0,2,1,1,1,0,"01/15/2019"
"All DACs",262,125,115,22,0,35,29,8,3,0,31,26,8,3,0,"01/15/2019"
"JAAMH",22,19,3,0,0,6,5,1,0,0,5,4,1,0,0,"01/16/2019"
"NCI DAC",15,12,3,0,0,11,8,3,0,0,9,8,1,0,0,"01/16/2019"
"NHGRI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/16/2019"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2019"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/16/2019"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/16/2019"
"All DACs",50,44,6,0,0,20,16,4,0,0,17,15,2,0,0,"01/16/2019"
"CDAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"JAAMH",15,9,6,0,0,6,5,1,0,0,6,5,1,0,0,"01/17/2019"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/17/2019"
"NCI DAC",46,39,7,0,0,19,13,6,0,0,17,11,6,0,0,"01/17/2019"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"NHGRI",29,26,3,0,0,13,11,2,0,0,13,11,2,0,0,"01/17/2019"
"NHLBI",23,9,4,0,10,6,2,3,0,1,6,2,3,0,1,"01/17/2019"
"NIAMS",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"NIDDK",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/17/2019"
"NINDS",4,1,1,0,2,4,1,1,0,2,4,1,1,0,2,"01/17/2019"
"All DACs",139,105,21,0,13,33,25,11,0,4,31,23,11,0,4,"01/17/2019"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/18/2019"
"ES DAC",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"01/18/2019"
"JAAMH",22,21,0,1,0,8,7,0,1,0,8,7,0,1,0,"01/18/2019"
"NCI DAC",46,39,7,0,0,16,12,6,0,0,16,12,6,0,0,"01/18/2019"
"NHGRI",18,15,3,0,0,5,3,3,0,0,5,3,3,0,0,"01/18/2019"
"NHLBI",17,17,0,0,0,2,2,0,0,0,1,1,0,0,0,"01/18/2019"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/18/2019"
"NICHD",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/18/2019"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/18/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/18/2019"
"NINDS",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"01/18/2019"
"All DACs",115,102,10,3,0,29,21,9,3,0,28,20,9,3,0,"01/18/2019"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/19/2019"
"NCI DAC",8,3,5,0,0,5,3,2,0,0,3,1,2,0,0,"01/19/2019"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/19/2019"
"NHLBI",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"01/19/2019"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/19/2019"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/19/2019"
"NIDDK",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/19/2019"
"All DACs",15,4,7,0,4,6,4,2,0,1,4,2,2,0,1,"01/19/2019"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/20/2019"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/20/2019"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/20/2019"
"All DACs",3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,"01/20/2019"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/21/2019"
"JAAMH",53,45,0,0,8,6,5,0,0,1,5,4,0,0,1,"01/21/2019"
"NCI DAC",162,104,58,0,0,16,12,5,0,0,16,12,5,0,0,"01/21/2019"
"NHGRI",26,22,3,0,1,9,6,2,0,1,8,5,2,0,1,"01/21/2019"
"NHLBI",124,73,51,0,0,6,4,3,0,0,6,4,3,0,0,"01/21/2019"
"NICHD",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"01/21/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/21/2019"
"NINDS",14,13,0,0,1,2,2,0,0,1,2,2,0,0,1,"01/21/2019"
"All DACs",384,261,112,1,10,29,23,9,1,2,27,22,9,1,2,"01/21/2019"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/22/2019"
"JAAMH",34,28,0,3,3,11,9,0,2,2,8,6,0,2,2,"01/22/2019"
"NCI DAC",113,102,11,0,0,23,18,5,0,0,22,17,5,0,0,"01/22/2019"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/22/2019"
"NHGRI",78,68,8,0,2,25,21,3,0,1,18,15,2,0,1,"01/22/2019"
"NHLBI",77,12,16,0,49,12,7,4,0,1,11,6,4,0,1,"01/22/2019"
"NIAMS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/22/2019"
"NICHD",3,2,0,1,0,3,2,0,1,0,2,2,0,1,0,"01/22/2019"
"NIDCR",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"01/22/2019"
"NIDDK",4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,"01/22/2019"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/22/2019"
"NINDS",16,14,0,2,0,11,10,0,1,0,6,5,0,1,0,"01/22/2019"
"All DACs",340,239,35,6,60,56,46,11,3,5,38,30,10,3,5,"01/22/2019"
"Kids First DAC",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"01/23/2019"
"NCI DAC",19,15,4,0,0,15,13,2,0,0,13,11,2,0,0,"01/23/2019"
"NHGRI",10,6,4,0,0,6,2,4,0,0,6,2,4,0,0,"01/23/2019"
"NHLBI",12,8,2,0,2,9,7,1,0,1,8,6,1,0,1,"01/23/2019"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/23/2019"
"All DACs",45,31,12,0,2,27,20,6,0,1,24,17,6,0,1,"01/23/2019"
"JAAMH",22,13,0,5,4,5,4,0,1,1,5,4,0,1,1,"01/24/2019"
"NCI DAC",39,13,26,0,0,16,12,5,0,0,14,10,5,0,0,"01/24/2019"
"NHGRI",14,12,2,0,0,9,8,1,0,0,9,8,1,0,0,"01/24/2019"
"NHLBI",8,1,7,0,0,4,1,3,0,0,4,1,3,0,0,"01/24/2019"
"NIDCR",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"01/24/2019"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/24/2019"
"NINDS",3,1,0,0,2,1,1,0,0,1,1,1,0,0,1,"01/24/2019"
"All DACs",92,44,37,5,6,30,23,8,1,2,25,19,8,1,2,"01/24/2019"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/25/2019"
"JAAMH",45,36,0,3,6,9,8,0,2,1,9,8,0,2,1,"01/25/2019"
"NCI DAC",22,18,4,0,0,13,10,3,0,0,13,10,3,0,0,"01/25/2019"
"NEI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/25/2019"
"NHGRI",19,18,1,0,0,7,7,1,0,0,7,7,1,0,0,"01/25/2019"
"NHLBI",43,8,0,0,35,4,3,0,0,1,4,3,0,0,1,"01/25/2019"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/25/2019"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/25/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/25/2019"
"NIGMS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/25/2019"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/25/2019"
"All DACs",143,93,5,4,41,21,17,4,3,2,21,17,4,3,2,"01/25/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"JAAMH",10,10,0,0,0,5,5,0,0,0,4,4,0,0,0,"01/26/2019"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"NHLBI",17,17,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/26/2019"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/26/2019"
"All DACs",35,35,0,0,0,6,6,0,0,0,5,5,0,0,0,"01/26/2019"
"NCI DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2019"
"All DACs",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/27/2019"
"CDAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"JAAMH",48,42,0,6,0,6,6,0,1,0,6,6,0,1,0,"01/28/2019"
"NCI DAC",131,125,6,0,0,14,10,4,0,0,14,10,4,0,0,"01/28/2019"
"NEI",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"NHGRI",109,107,2,0,0,6,4,2,0,0,6,4,2,0,0,"01/28/2019"
"NHLBI",80,40,40,0,0,7,4,4,0,0,7,4,4,0,0,"01/28/2019"
"NIAMS",12,12,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"NIDCR",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"NIGMS",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/28/2019"
"NINDS",50,43,0,7,0,2,2,0,1,0,2,2,0,1,0,"01/28/2019"
"NINR DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/28/2019"
"All DACs",460,399,48,13,0,26,21,9,1,0,26,21,9,1,0,"01/28/2019"
"CDAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/29/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/29/2019"
"JAAMH",27,15,6,0,6,5,4,1,0,1,5,4,1,0,1,"01/29/2019"
"NCI DAC",51,41,10,0,0,15,12,4,0,0,14,11,4,0,0,"01/29/2019"
"NHGRI",49,43,6,0,0,21,15,6,0,0,20,14,6,0,0,"01/29/2019"
"NHLBI",128,111,13,0,4,13,9,4,0,2,13,9,4,0,2,"01/29/2019"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/29/2019"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/29/2019"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"01/29/2019"
"NIDDK",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"01/29/2019"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/29/2019"
"All DACs",264,215,37,0,12,41,32,14,0,4,39,30,14,0,4,"01/29/2019"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2019"
"JAAMH",89,86,0,2,1,6,5,0,1,1,6,5,0,1,1,"01/30/2019"
"NCI DAC",30,24,6,0,0,15,12,3,0,0,15,12,3,0,0,"01/30/2019"
"NEI",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"01/30/2019"
"NHGRI",63,55,8,0,0,8,6,2,0,0,8,6,2,0,0,"01/30/2019"
"NHLBI",58,53,5,0,0,3,2,1,0,0,3,2,1,0,0,"01/30/2019"
"NIAID",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2019"
"NIAMS",7,6,0,1,0,2,1,0,1,0,2,1,0,1,0,"01/30/2019"
"NICHD",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"01/30/2019"
"NIDCR",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2019"
"NIDDK",35,35,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/30/2019"
"NIGMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"01/30/2019"
"NINDS",19,19,0,0,0,3,3,0,0,0,3,3,0,0,0,"01/30/2019"
"All DACs",317,291,21,4,1,29,24,6,3,1,27,23,6,3,1,"01/30/2019"
"JAAMH",15,11,0,0,4,6,4,0,0,2,6,4,0,0,2,"01/31/2019"
"NCI DAC",67,66,1,0,0,16,15,1,0,0,15,14,1,0,0,"01/31/2019"
"NHGRI",33,30,3,0,0,5,3,2,0,0,4,2,2,0,0,"01/31/2019"
"NHLBI",39,38,1,0,0,6,5,1,0,0,6,5,1,0,0,"01/31/2019"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2019"
"NICHD",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"01/31/2019"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"01/31/2019"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"01/31/2019"
"NINDS",6,5,0,1,0,2,2,0,1,0,2,2,0,1,0,"01/31/2019"
"All DACs",165,153,5,2,5,28,23,4,2,2,27,22,4,2,2,"01/31/2019"
"CDAC",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/01/2019"
"JAAMH",33,31,0,1,1,11,10,0,1,1,11,10,0,1,1,"02/01/2019"
"Kids First DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/01/2019"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/01/2019"
"NCI DAC",43,40,3,0,0,22,20,3,0,0,22,20,3,0,0,"02/01/2019"
"NEI",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"02/01/2019"
"NHGRI",42,38,3,0,1,21,19,2,0,1,20,18,2,0,1,"02/01/2019"
