"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"All DACs",0,43.1,3.4,0,47.3,4.7,0,45.3,7.5,0,12.9,0.8,0,1.4,1.3,0.3,53.9,10.6,"05/27/2020"
"CDAC",0,2.6,1.1,14.9,15.3,15.1,0,0,0,NA,NA,NA,NA,NA,NA,15,15.4,15.1,"05/28/2020"
"JAAMH",0,8.8,0.5,0,0.5,0.3,15,15,15,NA,NA,NA,NA,NA,NA,15.1,15.5,15.3,"05/28/2020"
"Kids First DAC",0,0,0,0.4,0.4,0.4,NA,NA,NA,0,0,0,NA,NA,NA,0.5,0.5,0.5,"05/28/2020"
"NCI DAC",0,9.1,1.8,0,3.4,0.5,0,2.8,0.2,0,0,0,NA,NA,NA,0.1,6.2,0.6,"05/28/2020"
"NEI",0,0.8,0.4,12.3,12.4,12.4,13,13,13,NA,NA,NA,NA,NA,NA,25.3,25.3,25.3,"05/28/2020"
"NHGRI",0,9,3.1,0.9,4.1,1.5,0,2.3,0.3,NA,NA,NA,NA,NA,NA,0.9,6.4,1.8,"05/28/2020"
"NHLBI",0,23.7,1.9,4.8,8.1,5.8,0,23.9,1.3,0,0,0,NA,NA,NA,4.8,32,6.5,"05/28/2020"
"NIAID",0,0,0,26.7,26.7,26.7,21.5,21.5,21.5,NA,NA,NA,NA,NA,NA,48.2,48.2,48.2,"05/28/2020"
"NIAMS",0,0,0,4.2,4.2,4.2,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,5.3,5.3,5.3,"05/28/2020"
"NICHD",0,0,0,0.9,1.3,1.2,0,0,0,NA,NA,NA,NA,NA,NA,0.9,1.3,1.2,"05/28/2020"
"NIDDK",0,0,0,46.3,46.3,46.3,NA,NA,NA,0,0,0,NA,NA,NA,46.4,46.4,46.4,"05/28/2020"
"NIGMS",2.9,2.9,2.9,39.1,39.1,39.1,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,40,40,40,"05/28/2020"
"NINDS",0,0,0,0.2,0.2,0.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"05/28/2020"
"All DACs",0,23.7,1.3,0,46.3,3.8,0,23.9,5.1,0,0,0,NA,NA,NA,0.1,48.2,8.1,"05/28/2020"
"CDAC",1,1,1,13.9,13.9,13.9,0,0,0,NA,NA,NA,NA,NA,NA,13.9,13.9,13.9,"05/29/2020"
"JAAMH",0.1,1,0.4,0,4.6,1,12.3,14.2,13.9,NA,NA,NA,NA,NA,NA,14.2,16.9,14.9,"05/29/2020"
"NCI DAC",0,27.9,0.7,0,2.9,0.5,0,0.2,0,0,0.1,0,NA,NA,NA,0,3,0.5,"05/29/2020"
"NEI",0.4,0.4,0.4,10.9,10.9,10.9,13,13,13,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,"05/29/2020"
"NHGRI",0,27.9,2,0.1,3.1,1.5,0,5.1,0.4,0,0,0,NA,NA,NA,0.1,5.5,1.8,"05/29/2020"
"NHLBI",0,16.2,7.8,4.2,6.8,4.7,0,0,0,0,23.9,1.9,NA,NA,NA,4.2,30.7,6.5,"05/29/2020"
"NIAMS",0,0,0,3,3,3,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,"05/29/2020"
"NICHD",1,1,1,3.9,3.9,3.9,0,0,0,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,"05/29/2020"
"NIDDK",0,0.9,0.2,45,45,45,0,0,0,NA,NA,NA,NA,NA,NA,45.1,45.1,45.1,"05/29/2020"
"NIGMS",0,0.9,0.5,37.8,38,37.9,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,38.7,38.9,38.8,"05/29/2020"
"NINDS",0.9,0.9,0.9,6,6,6,NA,NA,NA,5.3,5.3,5.3,NA,NA,NA,11.3,11.3,11.3,"05/29/2020"
"All DACs",0,27.9,2.4,0,45,4.5,0,14.2,1.1,0,23.9,1.8,NA,NA,NA,0,45.1,5.9,"05/29/2020"
"NCI DAC",0.8,0.8,0.8,1.9,1.9,1.9,0,0,0,0,0,0,NA,NA,NA,2,2,2,"05/30/2020"
"NHGRI",0.8,0.8,0.8,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"05/30/2020"
"All DACs",0.8,0.8,0.8,1.9,1.9,1.9,0,0,0,0,0,0,NA,NA,NA,1.9,2,1.9,"05/30/2020"
"JAAMH",0,10.7,9.3,2.5,3.6,2.9,11.4,12.5,12,NA,NA,NA,2.2,2.2,2.2,4.7,15,13.7,"05/31/2020"
"NCI DAC",0,21.5,1,0.6,1.1,0.7,0,0.8,0.1,0,0,0,NA,NA,NA,0.6,1.4,0.7,"05/31/2020"
"NHGRI",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"05/31/2020"
"NIGMS",0,0,0,35.7,35.7,35.7,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,36.5,36.5,36.5,"05/31/2020"
"All DACs",0,21.5,2.1,0.6,35.7,1.8,0,12.5,1.8,0,0,0,2.2,2.2,2.2,0.6,36.5,3.5,"05/31/2020"
"CDAC",0,7,2.4,10.9,11.2,11,0,0,0,NA,NA,NA,NA,NA,NA,10.9,11.2,11,"06/01/2020"
"JAAMH",0,10,2.1,1.7,3.1,2.5,11.4,13.2,12.1,NA,NA,NA,NA,NA,NA,14.2,15.9,14.6,"06/01/2020"
"NCI DAC",0,359.8,4.5,0,5.1,0.7,0.1,3.6,0.5,0.1,0.8,0.4,NA,NA,NA,0.1,8.7,1.2,"06/01/2020"
"NEI",0,0.1,0.1,20.8,20.9,20.9,42.8,42.9,42.9,NA,NA,NA,NA,NA,NA,63.7,63.8,63.7,"06/01/2020"
"NHGRI",0,12.2,1.7,0.3,7,0.9,0,2.2,0,NA,NA,NA,NA,NA,NA,0.3,9.2,1,"06/01/2020"
"NHLBI",0,14,5.2,0.9,4.1,1.7,0,12.9,0.2,0,0,0,NA,NA,NA,0.9,17,1.8,"06/01/2020"
"NIAID",10.8,10.8,10.8,22.9,22.9,22.9,NA,NA,NA,NA,NA,NA,21.6,21.6,21.6,44.5,44.5,44.5,"06/01/2020"
"NIAMS",0.1,12.3,3.2,12.9,13,12.9,8.2,8.2,8.2,0.9,0.9,0.9,NA,NA,NA,13.9,21.1,15.7,"06/01/2020"
"NICHD",0.1,11.8,5.9,0.9,1.2,1.1,0,21.8,10.9,NA,NA,NA,NA,NA,NA,0.9,23,11.9,"06/01/2020"
"NIDCR",0.1,359.8,239.9,1,1.6,1.4,6.6,6.6,6.6,6.6,6.6,6.6,NA,NA,NA,7.6,8.2,8,"06/01/2020"
"NIDDK",0.1,3.1,0.7,41.8,41.9,41.8,0,0,0,NA,NA,NA,NA,NA,NA,41.9,42,41.9,"06/01/2020"
"NIGMS",0,2.2,0.4,34.8,35,34.8,0.9,0.9,0.9,0.9,0.9,0.9,NA,NA,NA,35.7,35.9,35.7,"06/01/2020"
"NINDS",0,3,2.3,2.8,3.3,3,0,10.1,0.6,26.9,26.9,26.9,NA,NA,NA,2.9,29.7,5.5,"06/01/2020"
"All DACs",0,359.8,4.9,0,41.9,2.4,0,42.9,2,0,26.9,2.7,21.6,21.6,21.6,0.1,63.8,4.5,"06/01/2020"
"ES DAC",3.4,3.4,3.4,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,7.1,7.1,7.1,10.4,10.4,10.4,"06/02/2020"
"JAAMH",0,19,2.2,0.8,2.4,1.9,11.4,14.2,12.3,NA,NA,NA,NA,NA,NA,13.2,15.4,14.2,"06/02/2020"
"Kids First DAC",3.7,3.7,3.7,3.1,3.1,3.1,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,5.3,5.3,5.3,"06/02/2020"
"NCI DAC",0,32.2,6.1,0.2,4.5,2.5,0,4.5,0.4,0.1,0.4,0.3,NA,NA,NA,0.5,8.1,2.9,"06/02/2020"
"NEI",1.1,19,10,20,20.1,20.1,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,62.9,63,62.9,"06/02/2020"
"NHGRI",0,63.5,10.7,0.5,5.8,1.1,0,7.1,3,0,7,1.6,NA,NA,NA,0.5,8.1,4,"06/02/2020"
"NHLBI",0,19,1.4,0.2,2.9,1,0,12.9,0.4,0,0,0,NA,NA,NA,0.2,15.8,1.4,"06/02/2020"
"NICHD",0.2,19,6,0,0.4,0.2,0,21.8,6.2,NA,NA,NA,NA,NA,NA,0,21.8,6.4,"06/02/2020"
"NIDCR",0.7,24.8,15.4,0.2,0.4,0.2,6.5,6.6,6.6,6.6,29.7,14.3,NA,NA,NA,6.8,29.8,10.1,"06/02/2020"
"NIDDK",0,0.2,0.1,2.1,41.2,21.6,0,0,0,NA,NA,NA,NA,NA,NA,2.1,41.2,21.6,"06/02/2020"
"NIGMS",0.2,3.4,1.1,34,34.1,34.1,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,34.9,35,35,"06/02/2020"
"NINDS",0,0.2,0.1,2,2.1,2.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,2.1,2.2,2.2,"06/02/2020"
"All DACs",0,63.5,5.7,0,41.2,2.3,0,42.9,3.6,0,29.7,2.8,0.1,7.1,3.6,0,63,5.9,"06/02/2020"
"CDAC",0.4,1.2,0.8,8.8,8.9,8.8,0.1,2.9,1.5,NA,NA,NA,NA,NA,NA,9,11.6,10.3,"06/03/2020"
"ES DAC",0.5,0.5,0.5,2.3,2.3,2.3,0,0,0,NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,"06/03/2020"
"JAAMH",0.1,6.2,1.9,0.5,1.1,0.8,11.4,11.4,11.4,NA,NA,NA,NA,NA,NA,12,12.5,12.2,"06/03/2020"
"NCATS",1.2,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/03/2020"
"NCI DAC",0,25.8,1.8,0,1.3,0.7,0,0.6,0.1,0,0.1,0,NA,NA,NA,0,1.3,0.7,"06/03/2020"
"NEI",0.6,1.2,1.1,18.8,19.4,18.9,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,61.7,62.3,61.8,"06/03/2020"
"NHGRI",0,168.4,19.3,0.6,5.3,1.2,0,6.2,1.2,0,0,0,NA,NA,NA,0.6,7.6,1.8,"06/03/2020"
"NHLBI",0.1,27,8.4,0,12.8,4.2,0,2,0,0,0.5,0.2,NA,NA,NA,0,14.7,4.3,"06/03/2020"
"NIAID",1.2,1.2,1.2,34.6,34.6,34.6,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,41.8,41.8,41.8,"06/03/2020"
"NICHD",4.9,4.9,4.9,9.3,9.3,9.3,0,0,0,NA,NA,NA,NA,NA,NA,9.3,9.3,9.3,"06/03/2020"
"NIDCR",21,21,21,12.7,12.7,12.7,27,27,27,NA,NA,NA,NA,NA,NA,39.8,39.8,39.8,"06/03/2020"
"NIDDK",1.2,27,18.9,39.8,40.2,40,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,83,83.1,83,"06/03/2020"
"NIGMS",1.2,1.2,1.2,32.8,32.8,32.8,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,33.7,33.7,33.7,"06/03/2020"
"All DACs",0,168.4,7.4,0,40.2,4.3,0,42.9,4.8,0,0.5,0.1,NA,NA,NA,0,83.1,8.2,"06/03/2020"
"JAAMH",2.9,14.5,12.6,0.4,1,0.9,10.3,11.4,10.5,NA,NA,NA,NA,NA,NA,11.3,11.8,11.4,"06/04/2020"
"NCI DAC",0,9.5,1.8,0.2,2.4,1,0,0,0,0,0,0,NA,NA,NA,0.2,2.4,1,"06/04/2020"
"NHGRI",0,21,12.4,0.9,1.3,1,0,4,1.1,0,0,0,NA,NA,NA,0.9,4.9,2.1,"06/04/2020"
"NHLBI",0.1,13.6,13.1,4,12.1,4.3,0,0,0,0,2,0.8,NA,NA,NA,4,14.1,4.4,"06/04/2020"
"NICHD",19.9,19.9,19.9,8.2,8.2,8.2,NA,NA,NA,NA,NA,NA,0,0,0,8.2,8.2,8.2,"06/04/2020"
"NIDDK",21,21,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/04/2020"
"All DACs",0,21,11.5,0,12.1,3.1,0,11.4,0.9,0,2,0.3,0,0,0,0.2,14.1,4.1,"06/04/2020"
"CDAC",0,16.6,6.9,7.1,7.5,7.2,0,2.9,2.2,NA,NA,NA,NA,NA,NA,7.1,10.3,9.4,"06/05/2020"
"JAAMH",0,22.8,9,0,0.4,0.2,10.3,19.9,14.6,NA,NA,NA,NA,NA,NA,10.4,19.9,14.8,"06/05/2020"
"Kids First DAC",2.9,2.9,2.9,3.2,3.2,3.2,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,4,4,4,"06/05/2020"
"NCI DAC",0.6,16.6,10.7,1,2,1.7,0,3.6,0.7,0,0.7,0.2,NA,NA,NA,1.5,5.5,2.3,"06/05/2020"
"NEI",16.6,16.6,16.6,17,17,17,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,59.9,59.9,59.9,"06/05/2020"
"NHGRI",0.1,22.8,7,0.2,5,1.3,0,2.3,0.7,0,2.2,0.8,NA,NA,NA,0.2,5.1,2,"06/05/2020"
"NHLBI",0.7,10,1,3.1,4.4,3.6,0,0,0,0,0,0,NA,NA,NA,3.1,4.4,3.6,"06/05/2020"
"NIAID",16.6,16.6,16.6,32.8,32.8,32.8,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,40,40,40,"06/05/2020"
"NIAMS",0.9,0.9,0.9,9.5,9.5,9.5,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,10.5,10.5,10.5,"06/05/2020"
"NICHD",0.1,16.6,12.5,7.8,8.2,7.9,24.2,24.2,24.2,NA,NA,NA,0,0,0,7.8,32.5,14,"06/05/2020"
"NIDCR",0.9,16.6,8.8,10.8,11.3,11.1,15.9,15.9,15.9,NA,NA,NA,16.1,16.1,16.1,27,27.2,27.1,"06/05/2020"
"NIDDK",0.9,16.6,3.3,38,38.4,38.4,6.4,6.4,6.4,NA,NA,NA,NA,NA,NA,44.4,44.4,44.4,"06/05/2020"
"NIGMS",0.9,16.6,10.9,31,31.4,31.1,1.9,1.9,1.9,NA,NA,NA,1.9,1.9,1.9,32.9,33.2,33,"06/05/2020"
"NINDS",0.9,16.6,9.6,2.8,3.2,3.1,4.3,21.2,10.8,21.2,21.2,21.2,NA,NA,NA,7.1,24.5,14.6,"06/05/2020"
"All DACs",0,22.8,6.2,0,38.4,5.8,0,42.9,3.4,0,21.2,1.5,0,16.1,3.6,0.2,59.9,7,"06/05/2020"
"NHGRI",11.2,11.2,11.2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"06/06/2020"
"All DACs",11.2,11.2,11.2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"06/06/2020"
"JAAMH",2.7,2.7,2.7,0.8,0.8,0.8,9,9,9,NA,NA,NA,NA,NA,NA,9.8,9.8,9.8,"06/07/2020"
"NCI DAC",0.3,2.1,1.2,0,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0,0.1,0.1,"06/07/2020"
"NHGRI",6.8,6.8,6.8,0.8,0.8,0.8,NA,NA,NA,0,0,0,NA,NA,NA,0.8,0.8,0.8,"06/07/2020"
"NHLBI",0,0,0,9.8,9.8,9.8,NA,NA,NA,0,0,0,NA,NA,NA,9.8,9.8,9.8,"06/07/2020"
"NIDDK",2.7,2.7,2.7,35.7,35.7,35.7,6.4,6.4,6.4,NA,NA,NA,NA,NA,NA,42.1,42.1,42.1,"06/07/2020"
"All DACs",0,6.8,3.5,0,35.7,6.1,0,9,3.8,0,0,0,NA,NA,NA,0,42.1,8,"06/07/2020"
"CDAC",0,0,0,4,4,4,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,6.8,6.8,6.8,"06/08/2020"
"JAAMH",0,7.1,3.5,0,3.8,1,9,14.2,10.2,NA,NA,NA,NA,NA,NA,9,14.3,11.1,"06/08/2020"
"Kids First DAC",0,0.3,0.1,6.5,6.7,6.6,0,7.3,4.6,NA,NA,NA,NA,NA,NA,6.6,14,11.2,"06/08/2020"
"NCI DAC",0,26,4.5,0,6.8,0.6,0,2.6,0.2,0,0.2,0.1,NA,NA,NA,0.1,9.4,0.8,"06/08/2020"
"NEI",0,5.1,2.6,13.9,14,13.9,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,56.8,56.8,56.8,"06/08/2020"
"NHGRI",0,11.3,4.2,0.3,6.6,1.1,0,8.1,0.5,0,0,0,NA,NA,NA,0.3,10,1.5,"06/08/2020"
"NHLBI",0,3.7,2.3,0,8.1,0.5,0,2,0,0,0,0,NA,NA,NA,0,10,0.5,"06/08/2020"
"NIAMS",4.7,11.3,9,6.3,6.5,6.4,0.9,0.9,0.9,23.7,23.7,23.7,NA,NA,NA,7.3,30,21.5,"06/08/2020"
"NICHD",0,0,0,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,"06/08/2020"
"NIDCR",0.3,5.8,2.4,7.8,8.5,7.9,15.9,15.9,15.9,15.9,15.9,15.9,NA,NA,NA,23.7,24.4,23.8,"06/08/2020"
"NIDDK",0,18.1,3.7,34.9,35.1,35,42.9,42.9,42.9,NA,NA,NA,42.9,42.9,42.9,77.8,78,77.9,"06/08/2020"
"NIGMS",0,0,0,27.9,27.9,27.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,29.8,29.8,29.8,"06/08/2020"
"NINDS",0,7.1,5.3,0.3,3.2,2,0.9,21.2,5,NA,NA,NA,NA,NA,NA,4,21.6,7,"06/08/2020"
"All DACs",0,26,3.7,0,35.1,2,0,42.9,2.3,0,23.7,4.7,42.9,42.9,42.9,0,78,5.1,"06/08/2020"
"CDAC",7.9,204.2,106.1,2.9,3,2.9,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,5.8,5.8,5.8,"06/09/2020"
"JAAMH",7.9,12.9,9.3,6,6.2,6.1,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,13.2,13.4,13.3,"06/09/2020"
"Kids First DAC",36.1,36.1,36.1,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"06/09/2020"
"NCI DAC",0,36.1,3.9,0.7,5.8,1.2,0.1,2.6,0.2,0.1,0.2,0.1,NA,NA,NA,0.8,8.5,1.4,"06/09/2020"
"NEI",0.7,0.7,0.7,13,13,13,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,55.8,55.8,55.8,"06/09/2020"
"NHGRI",0,204.2,25.8,0,7,2.3,0,7.2,1.3,0,0,0,NA,NA,NA,0,8.2,3.2,"06/09/2020"
"NHLBI",0.1,204.2,23,0,2.3,1.5,0,0,0,0,0,0,NA,NA,NA,0,2.3,1.5,"06/09/2020"
"NIDDK",204.2,204.2,204.2,33.9,33.9,33.9,NA,NA,NA,42.9,42.9,42.9,NA,NA,NA,76.8,76.8,76.8,"06/09/2020"
"NIGMS",6.6,6.6,6.6,27.2,27.2,27.2,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,29,29,29,"06/09/2020"
"NINDS",7.9,7.9,7.9,2.1,2.1,2.1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,5,5,5,"06/09/2020"
"All DACs",0,204.2,26,0,33.9,4,0,42.9,1.9,0,42.9,10.8,2.9,2.9,2.9,0,76.8,7.8,"06/09/2020"
"JAAMH",0.1,1.8,1.2,5.3,7,5.9,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,12.5,12.5,12.5,"06/10/2020"
"NCI DAC",0,6.9,1.6,0.1,1.9,1.7,0.1,0.5,0.3,0.2,0.2,0.2,NA,NA,NA,0.2,2.4,2,"06/10/2020"
"NHGRI",0,4.9,1.5,0.1,4.8,1.1,0,2.3,0.3,0,7.2,3.6,NA,NA,NA,0.1,7.3,2.1,"06/10/2020"
"NHLBI",0.1,4.9,0.5,1,12.8,5.7,0,20.4,3.8,0,0,0,NA,NA,NA,1,33.2,7,"06/10/2020"
"NICHD",4.9,4.9,4.9,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"06/10/2020"
"NIGMS",1.1,1.1,1.1,26,26,26,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,27.8,27.8,27.8,"06/10/2020"
"NINDS",0.1,9.4,4.3,1.2,1.4,1.3,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,4.1,4.3,4.2,"06/10/2020"
"All DACs",0,9.4,1.4,0.1,26,4,0,20.4,2.3,0,7.2,0.5,2.9,2.9,2.9,0.1,33.2,5.6,"06/10/2020"
"JAAMH",7.8,10.1,8,6.1,6.1,6.1,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA,11.3,11.3,11.3,"06/11/2020"
"NCI DAC",0,10.1,1.5,0.8,3.8,1.5,0,2.6,0.3,0,0.3,0.2,NA,NA,NA,0.9,6.4,1.8,"06/11/2020"
"NHGRI",0,8.9,6.6,0.2,4,0.9,0,6.1,1.8,0,0.1,0.1,NA,NA,NA,0.2,6.4,1.4,"06/11/2020"
"NHLBI",0.9,10.2,7.8,0.2,12,4.9,0,12.9,4.3,0,0,0,NA,NA,NA,0.2,24.9,5.1,"06/11/2020"
"NIAID",1,1,1,26.9,26.9,26.9,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,34.1,34.1,34.1,"06/11/2020"
"NIAMS",1,8,6.1,3.6,4,3.7,0.2,0.2,0.2,0.3,0.3,0.3,NA,NA,NA,3.9,4.1,4,"06/11/2020"
"NIDDK",1,8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/11/2020"
"NIGMS",8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/11/2020"
"NINDS",7.8,8,7.9,4.9,4.9,4.9,NA,NA,NA,NA,NA,NA,0,0,0,5,5,5,"06/11/2020"
"All DACs",0,10.2,7,0.2,26.9,4.2,0,12.9,1.9,0,0.3,0,0,0,0,0.2,34.1,4.6,"06/11/2020"
"CDAC",0.1,0.1,0.1,0.3,0.3,0.3,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,3.2,3.2,3.2,"06/12/2020"
"ES DAC",0,0,0,6.8,6.8,6.8,NA,NA,NA,NA,NA,NA,0,0,0,6.9,6.9,6.9,"06/12/2020"
"JAAMH",0,11.2,1.9,3.4,10.6,7.2,7.3,18.1,16.5,NA,NA,NA,45,45,45,14.4,52.5,23.9,"06/12/2020"
"NCATS",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/12/2020"
"NCI DAC",0,11.2,1.3,0,2.6,0.4,0,0.2,0.1,0,0.1,0,NA,NA,NA,0.1,2.7,0.4,"06/12/2020"
"NEI",0.1,0.9,0.3,10.1,10.3,10.3,42.9,42.9,42.9,42.9,42.9,42.9,NA,NA,NA,53,53.2,53.1,"06/12/2020"
"NHGRI",0,21.7,2.4,0,3,0.6,0,6,0.5,0,0,0,NA,NA,NA,0,6.4,1,"06/12/2020"
"NHLBI",0,11.2,2.8,4.8,11.3,5.2,0,20.4,0.7,0,12.9,0.4,NA,NA,NA,4.8,31.4,5.9,"06/12/2020"
"NIAID",0.1,0.1,0.1,26.1,26.1,26.1,7.2,28.1,18.7,21,28.1,24.5,NA,NA,NA,33.3,54.2,47.1,"06/12/2020"
"NIAMS",0.1,11.2,5.6,3.2,3.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,3.3,3.3,3.3,"06/12/2020"
"NICHD",0.1,0.1,0.1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"06/12/2020"
"NIDCR",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/12/2020"
"NIDDK",0.1,3,1.4,74,74.2,74,0,0,0,NA,NA,NA,NA,NA,NA,74,74.2,74,"06/12/2020"
"NIGMS",0.1,11.2,2.5,24.1,24.3,24.2,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,26,26.2,26.1,"06/12/2020"
"NINDS",0.1,0.1,0.1,4.3,4.3,4.3,0,13,1.1,13,13,13,NA,NA,NA,4.3,17.3,5.6,"06/12/2020"
"All DACs",0,21.7,1.7,0,74.2,5.6,0,42.9,7.8,0,42.9,2.1,0,45,22.5,0,74.2,12.8,"06/12/2020"
"NHGRI",5,5,5,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"06/13/2020"
"All DACs",5,5,5,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"06/13/2020"
"NCI DAC",0,2.7,1,0.8,1.6,0.9,0,0.1,0,NA,NA,NA,NA,NA,NA,0.8,1.7,0.9,"06/14/2020"
"NHGRI",0,1.8,0.4,1.4,1.5,1.4,0,0,0,NA,NA,NA,NA,NA,NA,1.4,1.5,1.4,"06/14/2020"
"NIDCR",0,0,0,1.6,1.6,1.6,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,17.5,17.5,17.5,"06/14/2020"
"All DACs",0,2.7,0.8,0.8,1.6,1,0,15.9,0.8,NA,NA,NA,NA,NA,NA,0.8,17.5,1.9,"06/14/2020"
"JAAMH",2.8,14,6.7,11.1,11.6,11.2,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,22,22.5,22.1,"06/15/2020"
"NCI DAC",0,16.8,6.8,0.1,7,1.2,0,0.1,0,0,0,0,NA,NA,NA,0.1,7,0.7,"06/15/2020"
"NHGRI",0,112,12.8,0.8,6.9,2.1,0,8.2,0.9,0,0,0,NA,NA,NA,0.8,9.6,2.9,"06/15/2020"
"NHLBI",0,52.8,5.7,7.7,8.4,8.1,0,12.9,1,0,0,0,NA,NA,NA,7.7,21.1,8.7,"06/15/2020"
"NIAMS",2.8,2.8,2.8,0.2,0.2,0.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"06/15/2020"
"NICHD",2.8,2.8,2.8,6,6,6,16.2,16.2,16.2,NA,NA,NA,NA,NA,NA,22.2,22.2,22.2,"06/15/2020"
"NIDDK",0,5,2.5,71,71.5,71.2,0,0,0,NA,NA,NA,NA,NA,NA,71,71.5,71.2,"06/15/2020"
"NIGMS",6.9,14,10.4,21.2,21.2,21.2,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,23.1,23.1,23.1,"06/15/2020"
"NINDS",0,112,74.7,1.6,1.6,1.6,0,0,0,NA,NA,NA,NA,NA,NA,1.7,1.7,1.7,"06/15/2020"
"All DACs",0,112,9.5,0.1,71.5,5.9,0,16.2,2.8,0,0,0,NA,NA,NA,0.1,71.5,8.3,"06/15/2020"
"ES DAC",0,0,0,0.4,0.4,0.4,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,10.5,10.5,10.5,"06/16/2020"
