"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NIGMS",7.6,10.8,8.1,27.6,28.1,27.7,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,27.7,28.2,27.8,"07/09/2018"
"NINDS",7.6,7.6,7.6,0.5,0.5,0.5,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,3.6,3.6,3.6,"07/09/2018"
"All DACs",0,18.7,6.2,0,112.5,14.1,0,200.3,16.3,0,562.8,38,0,25,9.9,0,563.4,38.7,"07/09/2018"
"CDAC",10.8,10.8,10.8,13.1,13.1,13.1,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,17,17,17,"07/10/2018"
"ES DAC",0,0,0,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,0,0,0,1.2,1.2,1.2,"07/10/2018"
"JAAMH",0,35.6,3.9,13.7,14.4,14,37.1,37.1,37.1,NA,NA,NA,NA,NA,NA,51,51.5,51.1,"07/10/2018"
"NCI DAC",0,224.9,5.9,0,10.3,6.7,0,28.9,11.7,0,40.9,20.3,23.9,28.9,28,0,48.1,19.6,"07/10/2018"
"NEI",0.6,10.8,7.4,42,42,42,0,0,0,NA,NA,NA,NA,NA,NA,42,42,42,"07/10/2018"
"NHGRI",0,25.9,2.7,0,6.2,1.6,0,7.1,0.7,0,2.3,1.1,NA,NA,NA,0,8.5,2.3,"07/10/2018"
"NHLBI",0,7.8,1,7.6,8.3,7.9,5,8.1,6.4,0,0,0,NA,NA,NA,7.6,16.4,12.6,"07/10/2018"
"NIAMS",10.8,35.6,23.2,1.2,1.4,1.3,4.9,13.8,9.3,NA,NA,NA,NA,NA,NA,6.2,15,10.6,"07/10/2018"
"NIDCR",0,10.8,3.6,1.2,2,1.7,4,4.1,4.1,13.8,13.8,13.8,NA,NA,NA,5.9,15,9,"07/10/2018"
"NIDDK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/10/2018"
"NIGMS",0,10.8,4.4,27,27.4,27.2,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,27.2,27.5,27.3,"07/10/2018"
"NINDS",0,35.6,11.3,0,1.8,0.7,0,8.3,2.2,NA,NA,NA,NA,NA,NA,0.1,10,2.9,"07/10/2018"
"All DACs",0,224.9,4.4,0,42,7,0,37.1,9.8,0,40.9,15.6,0,28.9,23.3,0,51.5,17.2,"07/10/2018"
"CDAC",1.8,5.8,3.8,11.6,12.2,11.9,3.9,4.1,4,NA,NA,NA,NA,NA,NA,15.7,16,15.9,"07/11/2018"
"JAAMH",0,6.1,2.1,12.8,13.2,13,37.1,37.1,37.1,NA,NA,NA,2.2,2.2,2.2,15.1,50.3,47.2,"07/11/2018"
"NCI DAC",0,10.1,6.1,0.2,12.4,9.3,0,24,11.9,0,50.2,16.2,0.1,24,16.3,0.2,61.7,22.9,"07/11/2018"
"NEI",7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/2018"
"NHGRI",0,10.1,7.3,0,4.7,2.6,0,2.3,0.5,0,0,0,NA,NA,NA,0,7,2.8,"07/11/2018"
"NHLBI",0.1,8.1,4.4,7,7.3,7.1,8,8,8,8,8,8,NA,NA,NA,15,15.4,15.1,"07/11/2018"
"NIDDK",1.9,1.9,1.9,111.4,111.4,111.4,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,117.2,117.2,117.2,"07/11/2018"
"NIGMS",8.7,8.7,8.7,25.7,25.7,25.7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,25.8,25.8,25.8,"07/11/2018"
"All DACs",0,10.1,5.8,0,111.4,9.8,0,37.1,13.8,0,50.2,14.8,0.1,24,15.3,0,117.2,23.7,"07/11/2018"
"JAAMH",0,9,5.9,7.7,12.1,10.8,27.9,37.1,34.3,NA,NA,NA,2.3,2.3,2.3,14.1,49.2,42.2,"07/12/2018"
"NCI DAC",0,27.8,3.6,0,12,8.5,0,23,10.8,0,50.2,31.8,9.1,23,15.9,0,61.5,28.2,"07/12/2018"
"NHGRI",0,10,5.6,0.7,4.2,1.9,0,2.3,0.6,0,0,0,NA,NA,NA,0.7,6.1,2.5,"07/12/2018"
"NHLBI",0.2,0.9,0.5,6.1,6.5,6.3,7.9,7.9,7.9,0,0,0,NA,NA,NA,6.5,14,10.2,"07/12/2018"
"NIDCR",0,0,0,0.8,0.8,0.8,NA,NA,NA,3.2,3.2,3.2,NA,NA,NA,4,4,4,"07/12/2018"
"All DACs",0,27.8,4.1,0,12.1,7.5,0,37.1,13.1,0,50.2,26.4,2.3,23,15.1,0,61.5,25,"07/12/2018"
"CDAC",0,0,0,10.4,10.4,10.4,4.1,4.1,4.1,NA,NA,NA,NA,NA,NA,14.5,14.5,14.5,"07/13/2018"
"JAAMH",0,0.8,0.2,10.8,11,10.8,37.1,37.1,37.1,NA,NA,NA,NA,NA,NA,48,48,48,"07/13/2018"
"NCI DAC",0,13.9,2.8,0,11.2,3.5,0,20.9,3.2,20.9,44.9,28.9,20,20,20,0,55.8,10,"07/13/2018"
"NHGRI",0,56.2,7.6,0.1,3.1,2,0,2.3,1.3,NA,NA,NA,NA,NA,NA,0.1,5.4,3.4,"07/13/2018"
"NHLBI",0,21.9,1.9,5,5.8,5.1,NA,NA,NA,0,0,0,NA,NA,NA,5,5.8,5.1,"07/13/2018"
"NINDS",0,0.1,0.1,4.8,5,4.9,0,42.2,21.1,NA,NA,NA,0,0,0,4.8,47.2,15.5,"07/13/2018"
"All DACs",0,56.2,3.1,0,11.2,4.5,0,42.2,5.2,0,44.9,5.8,0,20,8,0,55.8,9.4,"07/13/2018"
"NHLBI",0.1,0.1,0.1,4,4,4,NA,NA,NA,0,0,0,NA,NA,NA,4,4,4,"07/14/2018"
"All DACs",0.1,0.1,0.1,4,4,4,NA,NA,NA,0,0,0,NA,NA,NA,4,4,4,"07/14/2018"
"JAAMH",6,6,6,8.8,8.8,8.8,37.1,37.1,37.1,NA,NA,NA,NA,NA,NA,45.8,45.8,45.8,"07/15/2018"
"NCI DAC",2,2,2,1.2,8.6,7.1,8.9,8.9,8.9,0,0,0,NA,NA,NA,1.2,17.5,14.3,"07/15/2018"
"NEI",6,6,6,36.7,36.7,36.7,0,0,0,NA,NA,NA,NA,NA,NA,36.7,36.7,36.7,"07/15/2018"
"NHGRI",6,6,6,0.9,0.9,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.9,0.9,0.9,"07/15/2018"
"All DACs",2,6,3.5,0.9,36.7,10.3,0,37.1,10.4,0,0,0,NA,NA,NA,0.9,45.8,19.3,"07/15/2018"
"CDAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2018"
"JAAMH",0,10.1,0.4,7.8,8.5,8.2,36.9,37.1,36.9,2.1,2.1,2.1,NA,NA,NA,10.6,45.3,40.3,"07/16/2018"
"Kids First DAC",3.9,3.9,3.9,0,0,0,9.3,9.3,9.3,NA,NA,NA,NA,NA,NA,9.4,9.4,9.4,"07/16/2018"
"NCATS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2018"
"NCI DAC",0,38.9,4.2,0,8.3,4,0,20,9.3,0,49.2,4.1,20,20,20,0,57.5,11.4,"07/16/2018"
"NEI",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2018"
"NHGRI",0,38.9,4.8,0,6.9,0.6,0,8,0.8,0,5.8,3.2,NA,NA,NA,0,9.2,1.9,"07/16/2018"
"NHLBI",0,21.7,12.6,0.4,8.8,3.2,0,0,0,0,0,0,NA,NA,NA,0.4,3.3,2.3,"07/16/2018"
"NIAID",0,10,7.5,10,10,10,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,29.9,29.9,29.9,"07/16/2018"
"NIAMS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2018"
"NIDDK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2018"
"NIGMS",0,0,0,21.1,21.1,21.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,21.2,21.2,21.2,"07/16/2018"
"NINDS",3.9,3.9,3.9,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"07/16/2018"
"All DACs",0,38.9,3.6,0,21.1,4.2,0,37.1,16,0,49.2,2.3,20,20,20,0,57.5,16.2,"07/16/2018"
"JAAMH",0.1,4.7,1.7,3.2,14.1,13.3,30,30,30,NA,NA,NA,0.1,0.1,0.1,14,44.1,42.1,"07/17/2018"
"NCI DAC",0,5.2,1.1,0,8.4,3.2,0,19,3,0,43.8,8.8,18.9,19,18.9,0,52,7.6,"07/17/2018"
"NHGRI",0,15,1.2,0.1,5.9,1.1,0,22,2.9,0,0,0,NA,NA,NA,0.1,22.6,3.6,"07/17/2018"
"NHLBI",0,5.6,1.1,1.6,8.2,5.6,5,7.9,5.7,0,0,0,NA,NA,NA,1.9,12.7,9.9,"07/17/2018"
"NIAID",0,0,0,9.1,9.3,9.2,49.8,49.8,49.8,NA,NA,NA,NA,NA,NA,58.9,59.1,59,"07/17/2018"
"NIAMS",0,0,0,3.2,3.2,3.2,17.7,17.7,17.7,NA,NA,NA,NA,NA,NA,20.9,20.9,20.9,"07/17/2018"
"NIDCD DAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/17/2018"
"NIDDK",0,0,0,105.1,105.1,105.1,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,111,111,111,"07/17/2018"
"NIGMS",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/17/2018"
"NINDS",0.1,0.1,0.1,0.7,1.2,0.8,0,0,0,5.1,5.1,5.1,NA,NA,NA,0.7,5.8,1.7,"07/17/2018"
"All DACs",0,15,1,0,105.1,13.1,0,49.8,11.9,0,43.8,4.1,0.1,19,12.7,0,111,24.6,"07/17/2018"
"CDAC",0,0,0,5.1,5.1,5.1,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,9,9,9,"07/18/2018"
"ES DAC",0.2,0.2,0.2,1.8,1.8,1.8,0,0,0,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,"07/18/2018"
"JAAMH",0,46.9,1.1,1.6,13.5,10.7,27.9,186.1,42.2,30,30,30,0.2,186.2,42.1,2,188,51.7,"07/18/2018"
"NCI DAC",0,8.9,0.7,0,8.3,5.8,0,34.2,12.3,0,48.3,28,22.1,32,23.8,0,56.1,20.1,"07/18/2018"
"NEI",0,0,0,34,48.8,37.7,0,11.9,4,NA,NA,NA,0,0,0,34,60.7,40.6,"07/18/2018"
"NHGRI",0,5,0.6,0,4.9,0.6,0,7.1,1,0,7,2,NA,NA,NA,0,7.2,1.7,"07/18/2018"
"NHLBI",0,1.8,0.5,0.7,7.3,2.9,0,27.3,6.6,NA,NA,NA,NA,NA,NA,0.7,34.2,9.4,"07/18/2018"
"NIAID",0,0,0,7.9,7.9,7.9,49.8,49.8,49.8,NA,NA,NA,NA,NA,NA,57.7,57.7,57.7,"07/18/2018"
"NIAMS",0,0,0,11.7,12,11.9,7.8,7.9,7.9,NA,NA,NA,NA,NA,NA,19.5,19.9,19.8,"07/18/2018"
"NICHD",0.2,0.2,0.2,4.9,4.9,4.9,NA,NA,NA,0,0,0,NA,NA,NA,4.9,4.9,4.9,"07/18/2018"
"NIDCR",0.8,0.8,0.8,9,9,9,19.2,19.2,19.2,NA,NA,NA,NA,NA,NA,28.2,28.2,28.2,"07/18/2018"
"NIDDK",0,0,0,104,104,104,NA,NA,NA,NA,NA,NA,7.3,7.3,7.3,111.3,111.3,111.3,"07/18/2018"
"NIGMS",0,0.2,0.1,18.8,19.1,19,0.2,0.9,0.5,NA,NA,NA,0.9,0.9,0.9,18.9,19.8,19.6,"07/18/2018"
"All DACs",0,46.9,0.7,0,104,7.9,0,186.1,14.4,0,48.3,21,0,186.2,24.1,0,188,23.6,"07/18/2018"
"CDAC",0,0,0,3.8,3.8,3.8,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,7.6,7.6,7.6,"07/19/2018"
"JAAMH",0,14.5,2.5,0.7,12.5,10.6,27.9,30,29.6,1.9,2.1,2,1.9,1.9,1.9,13.9,42.5,32.5,"07/19/2018"
"NCI DAC",0,7.2,0.8,0,7.7,4.8,0,31.9,3.1,0,48.1,36,NA,NA,NA,0,54.6,19.5,"07/19/2018"
"NHGRI",0,12.9,1.8,0,4,1.3,0,3.2,0.7,0,2.3,1.2,NA,NA,NA,0,7.2,2,"07/19/2018"
"NHLBI",0,14.5,6.3,5.6,6.2,5.7,5,29.2,21.3,0,8.1,5.6,NA,NA,NA,6.2,34.9,24.8,"07/19/2018"
"NICHD",0.9,0.9,0.9,4.5,4.5,4.5,NA,NA,NA,NA,NA,NA,0,0,0,4.5,4.5,4.5,"07/19/2018"
"NIDDK",0,0,0,123.5,123.5,123.5,0,0,0,NA,NA,NA,NA,NA,NA,123.5,123.5,123.5,"07/19/2018"
"NINDS",0.9,0.9,0.9,4,4,4,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,7.3,7.3,7.3,"07/19/2018"
"All DACs",0,14.5,3.6,0,123.5,7.3,0,31.9,16,0,48.1,15.5,0,1.9,1.4,0,123.5,23.1,"07/19/2018"
"CDAC",1.9,1.9,1.9,3,3,3,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,6.8,6.8,6.8,"07/20/2018"
"JAAMH",0.2,5.2,2.3,5.8,11.3,10.6,30,176.1,35.8,NA,NA,NA,0,2.1,1.6,5.8,181.9,41.8,"07/20/2018"
"NCATS",1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/20/2018"
"NCI DAC",0.1,2.8,0.7,0,6.4,3.4,0,31.9,10,0,33.2,8.3,NA,NA,NA,0,39.2,13,"07/20/2018"
"NEI",1.1,1.1,1.1,46.8,46.8,46.8,11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,58.7,58.7,58.7,"07/20/2018"
"NHGRI",0.2,2,1.7,0,2.7,1.7,0,3.2,1.6,0,2.3,1.2,NA,NA,NA,0,5.9,3.2,"07/20/2018"
"NHLBI",0.2,2.1,0.9,6,6.3,6.1,6.9,27.9,16.2,NA,NA,NA,NA,NA,NA,13,33.9,22.4,"07/20/2018"
"NICHD",1.9,1.9,1.9,2.8,2.8,2.8,24.9,24.9,24.9,NA,NA,NA,NA,NA,NA,27.8,27.8,27.8,"07/20/2018"
"NIDCD DAC",1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/20/2018"
"NIGMS",1.9,1.9,1.9,16.9,16.9,16.9,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,17.1,17.1,17.1,"07/20/2018"
"NINDS",1.9,1.9,1.9,2.8,2.8,2.8,0.2,37.2,2.6,NA,NA,NA,NA,NA,NA,3,40,5.5,"07/20/2018"
"All DACs",0.1,5.2,1.6,0,46.8,5.9,0,176.1,14.9,0,33.2,5.9,0,2.1,1.6,0,181.9,19.7,"07/20/2018"
"NCI DAC",2.8,2.8,2.8,4.7,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/21/2018"
"All DACs",2.8,2.8,2.8,4.7,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/21/2018"
"JAAMH",4.4,4.4,4.4,8.8,8.8,8.8,30,30,30,NA,NA,NA,NA,NA,NA,38.8,38.8,38.8,"07/22/2018"
"NCI DAC",0,15.9,10.9,0.5,3.6,2.3,0,0.2,0.2,0,0,0,NA,NA,NA,0.5,3.8,2.4,"07/22/2018"
"NHGRI",14,14,14,0.5,0.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,"07/22/2018"
"All DACs",0,15.9,10.5,0.5,8.8,2.8,0,30,4.4,0,0,0,NA,NA,NA,0.5,38.8,6.3,"07/22/2018"
"CDAC",0,4.9,1.6,0.1,0.2,0.1,4.1,4.1,4.1,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"07/23/2018"
"JAAMH",0,7.7,3.4,2.8,8.4,7.6,30,176.1,37.7,NA,NA,NA,NA,NA,NA,38,179,45.5,"07/23/2018"
"NCATS",4.9,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/23/2018"
"NCI DAC",0,9.8,4.5,0,10.3,2.6,0,31.8,6,46.1,46.1,46.1,0,21.8,7.3,0,50.3,11.1,"07/23/2018"
"NEI",4.9,5.4,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/23/2018"
"NHGRI",0,20.7,4.2,0,3.3,2.1,0,9.2,5.5,0,5.9,0.7,NA,NA,NA,0,9.5,7,"07/23/2018"
"NHLBI",0,13.1,3.8,2.8,3.6,3.2,27,27.9,27.7,NA,NA,NA,NA,NA,NA,29.8,31.5,31,"07/23/2018"
"NIAID",4.9,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/23/2018"
"NIAMS",4.9,21,10.2,6.8,7.2,7.1,15,15,15,NA,NA,NA,NA,NA,NA,22.3,22.3,22.3,"07/23/2018"
"NICHD",0,7.7,3.9,0,8.2,4.1,16.7,24.9,20.8,NA,NA,NA,NA,NA,NA,24.9,24.9,24.9,"07/23/2018"
"NIDDK",0.8,7.7,4.3,119.2,119.2,119.2,0,0,0,NA,NA,NA,NA,NA,NA,119.2,119.2,119.2,"07/23/2018"
"NIGMS",0,4.9,3.5,14,14.4,14.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,14.2,14.5,14.3,"07/23/2018"
"NINDS",0,0,0,0.1,0.1,0.1,0,37,12.3,NA,NA,NA,NA,NA,NA,0.1,37.1,12.4,"07/23/2018"
"All DACs",0,21,4.2,0,119.2,20.6,0,176.1,12.1,0,46.1,9.8,0,21.8,5.5,0,179,33.5,"07/23/2018"
"CDAC",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"ES DAC",0.2,21.9,19.5,2.8,2.8,2.8,7,7,7,NA,NA,NA,NA,NA,NA,9.8,9.8,9.8,"07/24/2018"
"JAAMH",0.5,21.9,20.6,7.4,7.4,7.4,30,30,30,NA,NA,NA,NA,NA,NA,37.4,37.4,37.4,"07/24/2018"
"NCI DAC",0,47,17.2,0.1,9.6,2.4,0,33.1,17.5,0,22,1.7,NA,NA,NA,0.1,49.2,41.4,"07/24/2018"
"NEI",0.8,21.9,20.9,27.9,27.9,27.9,0,0,0,NA,NA,NA,NA,NA,NA,28,28,28,"07/24/2018"
"NHGRI",0,47,19.8,0,2,0.2,0,100,7.6,0,8,3.2,NA,NA,NA,0,100.2,55.5,"07/24/2018"
"NHLBI",0.2,47,17.6,2.4,6.5,3.4,0,27.9,3.8,0,0,0,NA,NA,NA,2.9,31.7,6.2,"07/24/2018"
"NIAID",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"NIAMS",0.5,21.9,17.8,6.4,6.4,6.4,7.8,7.8,7.8,13.8,13.8,13.8,NA,NA,NA,14.2,20.2,15.4,"07/24/2018"
"NICHD",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"NIDCD DAC",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"NIDCR",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"NIDDK",7.2,21.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"NIGMS",0.2,21.9,19.4,13,13.4,13.1,0.8,0.8,0.8,NA,NA,NA,0.2,0.2,0.2,13.6,13.8,13.7,"07/24/2018"
"NINDS",0.5,21.9,20.5,2,2.4,2.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,2,2.4,2.3,"07/24/2018"
"NINR DAC",21.9,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2018"
"All DACs",0,47,18.8,0,27.9,3,0,100,11.9,0,22,1.9,0.2,0.2,0.2,0,100.2,44,"07/24/2018"
"ES DAC",14.9,14.9,14.9,2,2,2,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,2.1,2.1,2.1,"07/25/2018"
"JAAMH",0,21.3,9.4,5.7,6.1,5.9,30,30,30,NA,NA,NA,NA,NA,NA,35.7,36.1,35.9,"07/25/2018"
"Kids First DAC",35.6,35.6,35.6,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/25/2018"
"NCI DAC",0,21.3,7,0,8.3,4.2,0,3.7,1.7,0,21.7,9.1,NA,NA,NA,0,23,8.1,"07/25/2018"
"NEI",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/25/2018"
"NHGRI",0,21.3,9.1,0,1.6,0.4,0,5.9,0.5,0,0,0,NA,NA,NA,0,7.5,0.8,"07/25/2018"
"NHLBI",0.7,6.9,1,0.2,5.2,1.8,0,24,0.4,0,0,0,0,0,0,0.2,29.2,2.2,"07/25/2018"
"NINDS",0.2,21.3,10.7,0.7,0.8,0.8,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.8,0.9,0.9,"07/25/2018"
"All DACs",0,35.6,4.9,0,8.3,2.5,0,30,3.5,0,21.7,5.4,0,0.1,0,0,36.1,5.7,"07/25/2018"
"JAAMH",1,2,1.8,4.8,5.2,4.9,30,30,30,3.3,3.3,3.3,NA,NA,NA,8.6,34.8,28.3,"07/26/2018"
"NCI DAC",0,38,7.7,0,7.9,1.4,0,20.9,12.4,0,33.1,14.2,NA,NA,NA,0,33.5,14.4,"07/26/2018"
"NEI",0,0,0,26,26,26,0,0,0,NA,NA,NA,NA,NA,NA,26,26,26,"07/26/2018"
"NHGRI",0,2.9,0.4,0,0.5,0.2,0,6,1.8,NA,NA,NA,NA,NA,NA,0,6.4,2,"07/26/2018"
"NHLBI",0,6.4,0.7,0,4,1.1,0,76.9,11.5,0,0,0,NA,NA,NA,0,77.6,9.7,"07/26/2018"
"NICHD",0,0,0,5.3,5.3,5.3,16.7,16.7,16.7,NA,NA,NA,NA,NA,NA,22,22,22,"07/26/2018"
"All DACs",0,38,3.6,0,26,2.8,0,76.9,10.2,0,33.1,8.5,NA,NA,NA,0,77.6,12.8,"07/26/2018"
"CDAC",8.8,8.8,8.8,0,0,0,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"07/27/2018"
"JAAMH",0,3.7,2.1,4,4.5,4.3,30,30,30,NA,NA,NA,NA,NA,NA,34,34.5,34.3,"07/27/2018"
"NCI DAC",0,183.9,16.5,0,6.6,3,0,21.4,6,0,0,0,NA,NA,NA,0,28,8.5,"07/27/2018"
"NHGRI",0,3.1,1,4,10.1,6.4,0,2.3,0.9,NA,NA,NA,NA,NA,NA,4,12.4,7.3,"07/27/2018"
"NHLBI",0,3.7,1.1,0.1,17.7,0.8,0,3,0.3,0,0,0,NA,NA,NA,0.1,17.7,1,"07/27/2018"
"NIGMS",8.8,8.8,8.8,10.1,10.1,10.1,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,10.2,10.2,10.2,"07/27/2018"
"All DACs",0,183.9,3.6,0,17.7,1.7,0,30,2.6,0,0.2,0,NA,NA,NA,0,34.5,4.1,"07/27/2018"
"NCI DAC",11.7,38.1,24.9,2.1,2.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,2.1,2.2,2.2,"07/28/2018"
"NHLBI",1,1,1,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"07/28/2018"
"All DACs",1,38.1,2.4,2,2.2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2.2,2.1,"07/28/2018"
"NCI DAC",3.8,3.8,3.8,5,5,5,3.8,3.8,3.8,NA,NA,NA,NA,NA,NA,8.8,8.8,8.8,"07/29/2018"
"NHGRI",3.8,3.8,3.8,2.7,2.7,2.7,0,0,0,0,0,0,NA,NA,NA,2.7,2.7,2.7,"07/29/2018"
"NIGMS",3.8,3.8,3.8,8.5,8.5,8.5,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,8.7,8.7,8.7,"07/29/2018"
"All DACs",3.8,3.8,3.8,2.7,8.5,4.8,0,3.8,1.9,0,0,0,NA,NA,NA,2.7,8.8,6.3,"07/29/2018"
"CDAC",1.4,48.4,11.7,11.2,11.3,11.3,0,0,0,NA,NA,NA,NA,NA,NA,11.2,11.4,11.3,"07/30/2018"
"ES DAC",5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/30/2018"
"JAAMH",0,48.4,17.5,7.8,15.5,9.3,35,168.1,66.9,2.3,2.3,2.3,NA,NA,NA,10.2,176.6,71.2,"07/30/2018"
"Kids First DAC",4.1,5.8,5,0.3,0.3,0.3,16,16,16,NA,NA,NA,NA,NA,NA,16.3,16.3,16.3,"07/30/2018"
"NCATS",5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/30/2018"
"NCI DAC",0,48.4,13.6,0,4,1.4,0,28,1.9,0,18,13.4,NA,NA,NA,0,43,31.7,"07/30/2018"
"NEI",3,48.4,9.1,21.9,22,21.9,0,0,0,0,0,0,NA,NA,NA,21.9,22,22,"07/30/2018"
"NHGRI",0,48.4,12.1,0.8,6.8,2.6,0,36,2,0,2.3,0.2,NA,NA,NA,0.8,60.1,44.2,"07/30/2018"
"NHLBI",0,48.4,9.9,0.2,27.8,17,0,41.1,8.4,0,17,2.4,NA,NA,NA,0.2,49.3,12.3,"07/30/2018"
"NIAID",5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/30/2018"
"NIAMS",0.1,5.8,5.5,0.3,2.9,0.9,5,5,5,7.8,7.8,7.8,NA,NA,NA,7.9,8.1,8.1,"07/30/2018"
"NICHD",0,48.4,10.8,4,4.6,4.3,0,0,0,NA,NA,NA,0,0,0,4,4.6,4.3,"07/30/2018"
"NIDCD DAC",5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/30/2018"
