"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"All DACs",0,3.2,1.2,1.7,23.2,9,0,0,0,NA,NA,NA,NA,NA,NA,1.7,23.2,9,"06/27/2015"
"NCI DAC",4.9,24,8.1,1.2,1.2,1.2,0,9.3,1.6,NA,NA,NA,NA,NA,NA,1.2,10.5,2.8,"06/28/2015"
"NHGRI",4.9,4.9,4.9,1.2,1.2,1.2,0,0,0,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"06/28/2015"
"NHLBI",10,10,10,7.7,7.7,7.7,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,"06/28/2015"
"All DACs",4.9,24,8.2,1.2,7.7,2.7,0,9.3,2.6,NA,NA,NA,NA,NA,NA,1.2,14.8,5.3,"06/28/2015"
"JAAMH",0.2,45,6.8,0.6,14.4,3.2,4,37.1,26.4,4,4,4,29,29,29,10.8,38,28.5,"06/29/2015"
"NCI DAC",0,11.8,5.6,0,6.9,1.3,0,28,4.9,0,0,0,NA,NA,NA,0.2,28.8,6,"06/29/2015"
"NEI",2.9,20.2,14.5,27.8,27.9,27.8,0,0,0,NA,NA,NA,NA,NA,NA,27.8,27.9,27.8,"06/29/2015"
"NHGRI",0.2,11.7,5,0,6.8,2.9,0,2.3,0.9,0,0.1,0,NA,NA,NA,0,9,3.7,"06/29/2015"
"NHLBI",0,11.8,3.3,6.7,7,6.8,7.1,14.2,8.7,14.1,14.1,14.1,NA,NA,NA,13.8,21.2,16.5,"06/29/2015"
"NIAID",7.5,7.5,7.5,13.9,13.9,13.9,0,0,0,NA,NA,NA,NA,NA,NA,13.9,13.9,13.9,"06/29/2015"
"NIAMS",0,7.5,6.8,10.7,10.8,10.7,18.2,18.3,18.3,18.2,18.2,18.2,NA,NA,NA,29,29,29,"06/29/2015"
"NICHD",2.8,2.8,2.8,0.9,0.9,0.9,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,20.8,20.8,20.8,"06/29/2015"
"NIDCR",6.5,6.5,6.5,0.2,0.2,0.2,15.2,15.2,15.2,NA,NA,NA,NA,NA,NA,15.5,15.5,15.5,"06/29/2015"
"NIDDK",2.8,11.8,7.2,1.9,2.2,2.2,0.5,5.5,0.8,NA,NA,NA,0,0,0,1.9,7.8,2.9,"06/29/2015"
"NIGMS",0.2,12.2,7.1,0.7,1,0.8,8,8,8,NA,NA,NA,8,8,8,8.7,9,8.8,"06/29/2015"
"NINDS",1.8,27.6,12,0.3,8.9,8.1,0,3,1.8,2.2,2.2,2.2,0.3,0.3,0.3,3.3,11,9.9,"06/29/2015"
"All DACs",0,45,6.4,0,27.9,4.6,0,37.1,8.2,0,18.2,7.3,0,29,13.9,0,38,13,"06/29/2015"
"NCI DAC",0,13.3,3.9,0,12.7,1.9,0,1,0.1,0,0.8,0.4,NA,NA,NA,0,13.5,2,"06/30/2015"
"NHGRI",1,41,27.7,0.3,5.8,3.9,0,2.3,1.5,NA,NA,NA,NA,NA,NA,0.3,8,5.5,"06/30/2015"
"NHLBI",0.2,3.9,2.3,5.5,5.9,5.7,7.1,28.2,19.4,158,158,158,NA,NA,NA,12.6,163.5,37.7,"06/30/2015"
"NIAMS",19.8,19.8,19.8,10,10,10,18.3,18.3,18.3,NA,NA,NA,NA,NA,NA,28.2,28.2,28.2,"06/30/2015"
"NINDS",4.1,4.1,4.1,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"06/30/2015"
"All DACs",0,41,6.4,0,12.7,4.1,0,28.2,8.6,0,158,52.9,NA,NA,NA,0,163.5,16.6,"06/30/2015"
"ES DAC",0,0,0,16.2,16.2,16.2,5,5,5,NA,NA,NA,NA,NA,NA,21.1,21.1,21.1,"07/01/2015"
"JAAMH",0,26.2,1,0.1,12,2.2,6.9,76.9,33.8,0,4.1,3.1,28,63,33.5,5,77,33.1,"07/01/2015"
"NCI DAC",0,6.9,0.6,0,6,1,0,30.1,5.5,0,0,0,NA,NA,NA,0.2,30.2,7.3,"07/01/2015"
"NEI",0,0,0,33,33,33,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,47.1,47.1,47.1,"07/01/2015"
"NHGRI",0,7.8,0.8,0.5,5.4,2,0,2.3,0.1,0,0.2,0.1,NA,NA,NA,0.5,7.2,1.1,"07/01/2015"
"NHLBI",0,7.8,0.7,4.6,5.5,4.9,0.1,14.2,10.2,0.1,1127.2,210.1,0.1,14.1,5.6,5.2,1132,43.3,"07/01/2015"
"NIAID",0,0,0,12.1,12.1,12.1,0,0,0,NA,NA,NA,NA,NA,NA,12.1,12.1,12.1,"07/01/2015"
"NIAMS",0,0.1,0.1,8.8,8.9,8.8,10.2,10.2,10.2,NA,NA,NA,NA,NA,NA,19,19.2,19.1,"07/01/2015"
"NICHD",0.2,1.7,1,0.8,1.1,1,0,0,0,0,0,0,NA,NA,NA,0.8,1.1,1,"07/01/2015"
"NIDCR",0,0,0,8.9,8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/01/2015"
"NIDDK",0,2,0.3,0,0.4,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.9,0.7,"07/01/2015"
"NIGMS",0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,0,0,0,7,7,7,"07/01/2015"
"NINDS",0,2,0.1,6.5,6.9,6.9,0,2,0.5,2.1,8.2,5.2,NA,NA,NA,6.5,15.1,7.8,"07/01/2015"
"All DACs",0,26.2,0.7,0,33,2.8,0,76.9,11,0,1127.2,93.8,0,63,17.1,0.2,1132,21.5,"07/01/2015"
"CDAC",6.2,6.2,6.2,3.7,3.7,3.7,0,0,0,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,"07/02/2015"
"JAAMH",0,25.4,5.7,6.7,10.6,7.7,63,68.9,64.7,NA,NA,NA,63,63,63,69.6,75.6,72.2,"07/02/2015"
"NCI DAC",0,160,3.6,0,5,2.8,0,6.2,2.9,0,1163.3,581.7,16.1,52.2,42.7,0,1168.3,62.1,"07/02/2015"
"NEI",25.4,25.4,25.4,32.1,32.1,32.1,17.1,17.1,17.1,NA,NA,NA,NA,NA,NA,49.2,49.2,49.2,"07/02/2015"
"NHGRI",0,25.4,3.9,0,4.2,2.6,0,51.2,1.2,0,0,0,NA,NA,NA,0,55.5,3.8,"07/02/2015"
"NHLBI",0,25.4,8.6,3.6,4.1,3.7,7,14.1,8.7,0.1,0.1,0.1,NA,NA,NA,4.2,18.2,12.2,"07/02/2015"
"NIAMS",6.2,6.2,6.2,7.5,7.5,7.5,10.2,10.2,10.2,NA,NA,NA,NA,NA,NA,17.7,17.7,17.7,"07/02/2015"
"NIDDK",6.2,6.2,6.2,3.8,3.8,3.8,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,"07/02/2015"
"NIGMS",6.2,6.2,6.2,5.5,5.5,5.5,0,0,0,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,"07/02/2015"
"NINDS",6.2,6.2,6.2,5.4,5.4,5.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,"07/02/2015"
"All DACs",0,160,5.3,0,32.1,3.5,0,68.9,8.2,0,1163.3,387.8,16.1,63,43.8,0,1168.3,30.7,"07/02/2015"
"NCI DAC",0.2,8.2,3.5,2.8,4.2,3.6,6.2,24.2,9.3,0,1.2,0.8,NA,NA,NA,3.2,27,9.6,"07/03/2015"
"NHGRI",1.8,1.8,1.8,3.2,3.2,3.2,NA,NA,NA,0,0,0,NA,NA,NA,3.3,3.3,3.3,"07/03/2015"
"All DACs",0.2,8.2,2.8,2.8,4.2,3.5,6.2,24.2,9.3,0,1.2,0.4,NA,NA,NA,3.2,27,7,"07/03/2015"
"NCI DAC",1.9,1.9,1.9,1.6,1.6,1.6,0,0,0,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"07/04/2015"
"NHGRI",1.9,1.9,1.9,1.6,1.6,1.6,0,0,0,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"07/04/2015"
"NHLBI",5,5,5,1.8,1.8,1.8,7,7,7,7,1201.3,902.8,NA,NA,NA,8.9,1203.2,264.8,"07/04/2015"
"All DACs",1.9,5,4.6,1.6,1.8,1.8,0,7,6,7,1201.3,902.8,NA,NA,NA,1.6,1203.2,231.9,"07/04/2015"
"NCI DAC",4,4,4,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/05/2015"
"NHGRI",4,4,4,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/05/2015"
"All DACs",4,4,4,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/05/2015"
"JAAMH",0,32.5,6.2,2.8,7.1,3.2,6.9,63,60,NA,NA,NA,63,63,63,14,66.5,63.6,"07/06/2015"
"NCI DAC",0,19.8,9.1,0,6.5,0.7,0,23,4.7,0,1.2,1.1,21,21,21,0,24,5.2,"07/06/2015"
"NEI",0,0,0,28,28,28,17.1,17.1,17.1,NA,NA,NA,NA,NA,NA,45.1,45.1,45.1,"07/06/2015"
"NHGRI",0,16.7,8,0,6.5,0.5,0,3,0.2,NA,NA,NA,NA,NA,NA,0,9.5,0.7,"07/06/2015"
"NHLBI",0,10.7,2.8,0.1,6.9,5.9,7,21,18.4,NA,NA,NA,0,0,0,6.9,27.8,15.3,"07/06/2015"
"NIAID",0.2,11.9,8,6.9,7.2,7.1,13.9,13.9,13.9,NA,NA,NA,NA,NA,NA,20.8,21,20.9,"07/06/2015"
"NIAMS",0,4.8,3,4,4.2,4.1,10.1,18.1,12.5,NA,NA,NA,NA,NA,NA,14.2,22.1,16.6,"07/06/2015"
"NIDDK",0,4.3,3.7,0.2,0.6,0.6,0.1,0.7,0.2,NA,NA,NA,NA,NA,NA,0.7,1.2,0.8,"07/06/2015"
"NIGMS",10.7,10.7,10.7,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"07/06/2015"
"NINDS",0,4.2,0.7,1.8,2.2,1.9,0.1,2,1.7,NA,NA,NA,NA,NA,NA,2.3,3.8,3.6,"07/06/2015"
"All DACs",0,32.5,5.9,0,28,3.1,0,63,15.5,0,1.2,1.1,0,63,6.5,0,66.5,16.2,"07/06/2015"
"ES DAC",5.4,5.4,5.4,10.3,10.3,10.3,NA,NA,NA,NA,NA,NA,5,5,5,15.2,15.2,15.2,"07/07/2015"
"JAAMH",0,5.5,0.7,2,5.6,2.9,11,63,54.3,NA,NA,NA,NA,NA,NA,16.6,65.4,57.2,"07/07/2015"
"NCI DAC",0,35.9,3.1,0,6.3,0.5,0,22.2,1.1,1.1,1.1,1.1,27.9,27.9,27.9,0.1,28.2,2.2,"07/07/2015"
"NEI",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2015"
"NHGRI",0,35.9,4.5,0.1,5.9,1.1,0,3,0.2,NA,NA,NA,NA,NA,NA,0.1,8.9,1.3,"07/07/2015"
"NHLBI",0,5.3,1.5,2.2,2.4,2.3,4.1,11.2,7.6,NA,NA,NA,NA,NA,NA,6.3,13.6,9.9,"07/07/2015"
"NIAMS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2015"
"NICHD",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2015"
"NIDDK",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/07/2015"
"NIGMS",0,4.8,1.2,0.9,1.3,1,0,0,0,NA,NA,NA,0,0,0,0.9,1.3,1,"07/07/2015"
"NINDS",0,5.5,0.4,0.4,0.8,0.7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/07/2015"
"All DACs",0,35.9,2.6,0,10.3,1,0,63,8.9,1.1,1.1,1.1,0,27.9,6.6,0.1,65.4,9.8,"07/07/2015"
"ES DAC",2.6,2.6,2.6,8.9,8.9,8.9,5,5,5,NA,NA,NA,NA,NA,NA,13.9,13.9,13.9,"07/08/2015"
"JAAMH",0,19.2,3.5,0.7,5,1.9,6.9,63,46.1,21,21,21,21,63,55.4,11.7,64.1,51.4,"07/08/2015"
"NCI DAC",0,12.1,2.2,0,4.9,0.8,0,46.2,8.9,0,1161.2,75,18.9,18.9,18.9,0.4,1161.9,43,"07/08/2015"
"NEI",0.1,1,0.6,25.7,25.9,25.8,14.1,14.1,14.1,14.1,14.1,14.1,NA,NA,NA,39.8,40,39.9,"07/08/2015"
"NHGRI",0,12.1,1.6,0.5,5.4,1.7,0,3,0.1,0,1.2,0.1,NA,NA,NA,0.5,7.7,1.8,"07/08/2015"
"NHLBI",0,12.1,2.5,0.7,4.8,1.3,4.1,25.1,10.4,4.1,414,332,0,0,0,4.8,414.7,86.7,"07/08/2015"
"NIAID",1.2,1.2,1.2,4.8,4.8,4.8,13.9,13.9,13.9,NA,NA,NA,NA,NA,NA,18.6,18.6,18.6,"07/08/2015"
"NIAMS",0.1,2.6,0.9,1.8,2,1.9,10.1,18.1,11.7,NA,NA,NA,NA,NA,NA,11.9,20.1,13.6,"07/08/2015"
"NICHD",0,12.1,6.1,0.8,1,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/08/2015"
"NIDDK",0.1,2,0.9,0.6,0.9,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.9,0.8,"07/08/2015"
"NIGMS",0.1,2.6,1.4,0.1,19.9,11.4,0,2.8,1.4,NA,NA,NA,0,2.8,1.8,0.1,22.7,13,"07/08/2015"
"NINDS",0,21.8,1.9,0,6.2,5.1,0,7.7,2.1,NA,NA,NA,NA,NA,NA,0,13.9,7.2,"07/08/2015"
"NINR DAC",2.6,2.6,2.6,6.8,6.8,6.8,NA,NA,NA,12,12,12,NA,NA,NA,18.8,18.8,18.8,"07/08/2015"
"All DACs",0,21.8,2.2,0,25.9,2.4,0,63,12.4,0,1161.2,76.4,0,63,33.6,0,1161.9,32.4,"07/08/2015"
"ES DAC",2.8,2.8,2.8,8.2,8.2,8.2,5,5,5,NA,NA,NA,NA,NA,NA,13.2,13.2,13.2,"07/09/2015"
"JAAMH",0,0,0,4,4,4,59,59,59,NA,NA,NA,NA,NA,NA,63,63,63,"07/09/2015"
"NCI DAC",0,5.4,2.4,0,4.3,0.3,0,21.1,17.8,1.1,1186.2,921,18.9,26.1,21.3,0.2,1186.2,246.5,"07/09/2015"
"NEI",0,0,0,24.8,24.8,24.8,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,39,39,39,"07/09/2015"
"NHGRI",0,8.7,1.8,0.8,4.3,3.4,0,3,2.3,0,3.2,2.9,NA,NA,NA,0.8,7.5,5.8,"07/09/2015"
"NHLBI",0,10,5.5,0,7,6.6,3.9,18.1,14.5,NA,NA,NA,4.2,4.2,4.2,10.8,25,15.3,"07/09/2015"
"NIAMS",0,0,0,0.9,0.9,0.9,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,11,11,11,"07/09/2015"
"NIDCR",2.8,2.8,2.8,1.1,1.1,1.1,18.1,18.1,18.1,NA,NA,NA,NA,NA,NA,19.2,19.2,19.2,"07/09/2015"
"NIDDK",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/09/2015"
"NIGMS",0,7,2.4,19,19.5,19.2,2.8,2.8,2.8,NA,NA,NA,2.8,2.8,2.8,21.8,22.2,21.9,"07/09/2015"
"NINDS",0,8,1.8,1.2,5.7,4.6,0,2.8,1.7,NA,NA,NA,NA,NA,NA,1.2,8.2,6.4,"07/09/2015"
"All DACs",0,10,2.4,0,24.8,3,0,59,14.8,0,1186.2,654.4,2.8,26.1,13.1,0.2,1186.2,120.7,"07/09/2015"
"JAAMH",0,78,17.9,2.6,3.4,3,0,59,37.2,NA,NA,NA,59,59,59,2.6,62.5,44,"07/10/2015"
"NCI DAC",0.3,10.7,3.8,0.1,4.7,2.6,0,14.8,8.6,0,1182.1,89.3,14.8,14.8,14.8,2.8,1185,74.9,"07/10/2015"
"NEI",0.3,0.3,0.3,23.8,23.8,23.8,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,37.9,37.9,37.9,"07/10/2015"
"NHGRI",0,10.7,2.1,0.1,9.7,4.1,0,3,0.8,0,3.2,1.1,NA,NA,NA,0.1,12,4.9,"07/10/2015"
"NHLBI",0.6,2.1,1.6,5.9,6.7,6.4,6.2,18.1,16.6,0,818,272.7,0,0,0,6.7,824.7,54,"07/10/2015"
"NINDS",1,1,1,4.3,4.3,4.3,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,6.2,6.2,6.2,"07/10/2015"
"All DACs",0,78,8.4,0.1,23.8,4,0,59,22,0,1182.1,102.9,0,59,22.5,0.1,1185,43.3,"07/10/2015"
"NCI DAC",1,1,1,3.6,3.6,3.6,16.2,16.2,16.2,NA,NA,NA,NA,NA,NA,19.8,19.8,19.8,"07/11/2015"
"All DACs",1,1,1,3.6,3.6,3.6,16.2,16.2,16.2,NA,NA,NA,NA,NA,NA,19.8,19.8,19.8,"07/11/2015"
"NCI DAC",4,4,4,0.7,0.7,0.7,NA,NA,NA,0,0,0,NA,NA,NA,0.8,0.8,0.8,"07/12/2015"
"NHGRI",2.8,2.8,2.8,0.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,"07/12/2015"
"All DACs",2.8,4,3.4,0.6,0.7,0.6,0,0,0,0,0,0,NA,NA,NA,0.6,0.8,0.7,"07/12/2015"
"JAAMH",0,2.7,0.6,0,0.9,0.2,6,59,45,6,6,6,59,59,59,6.9,59.2,47.4,"07/13/2015"
"NCI DAC",0,20.2,1.1,0,7,1.9,0,16.2,1.4,0,1.9,1,NA,NA,NA,0.1,18.2,3.2,"07/13/2015"
"NEI",0,0,0,21,21,21,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,35.1,35.1,35.1,"07/13/2015"
"NHGRI",0,72.7,7.4,0,4.3,2.1,0,15.2,0.9,0,7.2,0.5,NA,NA,NA,0,16.1,2.6,"07/13/2015"
"NHLBI",0,2.8,0.9,3,3.7,3.1,3.8,38.9,24.2,NA,NA,NA,18.1,18.1,18.1,7.1,42,26.9,"07/13/2015"
"NICHD",0,0,0,0.7,0.9,0.8,10.3,10.3,10.3,10.3,10.3,10.3,NA,NA,NA,11.2,11.2,11.2,"07/13/2015"
"NIDCR",72.7,72.7,72.7,1.2,1.2,1.2,14.1,14.1,14.1,NA,NA,NA,NA,NA,NA,15.3,15.3,15.3,"07/13/2015"
"NIDDK",0,0,0,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"07/13/2015"
"NIGMS",0,0,0,15.1,15.1,15.1,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,17.9,17.9,17.9,"07/13/2015"
"NINDS",0,0.1,0,1.1,1.3,1.2,2,2.8,2.1,NA,NA,NA,2,2,2,3.1,3.9,3.3,"07/13/2015"
"All DACs",0,72.7,2.5,0,21,2,0,59,9.6,0,10.3,1.7,2,59,20.7,0,59.2,11.1,"07/13/2015"
"CDAC",0.7,0.7,0.7,7,7,7,6,6,6,NA,NA,NA,NA,NA,NA,13,13,13,"07/14/2015"
"JAAMH",0.7,4,1.5,8.5,9,8.9,49.3,49.3,49.3,NA,NA,NA,49.3,49.3,49.3,57.8,58.2,58.1,"07/14/2015"
"NCI DAC",0,11.9,0.9,0,2.8,0.9,0,23.2,16.1,0,16.1,5.8,16.1,23.2,20.5,0,23.2,17.4,"07/14/2015"
"NHGRI",0.7,13,1.3,1,3.3,3.2,0,0,0,0,0,0,NA,NA,NA,1,3.3,3.2,"07/14/2015"
"NIDCR",0.7,0.7,0.7,0.2,0.2,0.2,NA,NA,NA,14.1,14.1,14.1,NA,NA,NA,14.3,14.3,14.3,"07/14/2015"
"NIGMS",0.3,0.3,0.3,14.4,14.4,14.4,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,17.1,17.1,17.1,"07/14/2015"
"All DACs",0,13,1.1,0,14.4,2.3,0,49.3,18.2,0,16.1,1.6,2.8,49.3,21.3,0,58.2,15.5,"07/14/2015"
"JAAMH",0,0.8,0.4,7.8,7.9,7.9,49.3,49.3,49.3,NA,NA,NA,NA,NA,NA,57.1,57.2,57.2,"07/15/2015"
"NCI DAC",0,5.2,0.6,0,5,2.3,0,29.8,3,NA,NA,NA,NA,NA,NA,0,29.8,5.3,"07/15/2015"
"NEI",0.2,0.2,0.2,19,19,19,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,33.2,33.2,33.2,"07/15/2015"
"NHGRI",0,7,1.3,0,1,0.4,0,13,1.9,5,5,5,NA,NA,NA,0,14.1,2.2,"07/15/2015"
"NHLBI",0,0.8,0.3,1,1.9,1.4,4.2,20,10.7,0,4.2,2.1,0,0,0,1.5,21.8,6.6,"07/15/2015"
"NIAMS",0.2,0.2,0.2,2,2,2,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,5.2,5.2,5.2,"07/15/2015"
"NIGMS",0,0.2,0.1,12.7,13.2,13,2.8,2.8,2.8,NA,NA,NA,2.8,2.8,2.8,15.5,16,15.7,"07/15/2015"
"NINDS",0.2,0.2,0.2,0.5,0.5,0.5,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,1.3,1.3,1.3,"07/15/2015"
"All DACs",0,7,0.5,0,19,3.6,0,49.3,12.1,0,5,2.7,0,2.8,0.8,0,57.2,13.7,"07/15/2015"
"JAAMH",0,8.9,4,6.7,7.1,6.9,49.3,49.3,49.3,NA,NA,NA,NA,NA,NA,56,56.4,56.3,"07/16/2015"
"NCI DAC",0,14.4,4.7,0.2,4.2,1.4,0,29,15.1,0,0,0,NA,NA,NA,0.2,29.3,16,"07/16/2015"
"NEI",8.9,8.9,8.9,20,20,20,NA,NA,NA,NA,NA,NA,0,0,0,20,20,20,"07/16/2015"
"NHGRI",0,9.2,2.8,0.1,4,1.9,0,2.3,0.4,3.2,3.2,3.2,NA,NA,NA,0.1,7.2,3.2,"07/16/2015"
"NHLBI",0,0,0,5.8,5.8,5.8,12.2,12.2,12.2,NA,NA,NA,NA,NA,NA,18,18,18,"07/16/2015"
"NIDDK",5.9,5.9,5.9,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,"07/16/2015"
"NINDS",2.4,2.4,2.4,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1,1,1,1.3,1.3,1.3,"07/16/2015"
"NINR DAC",14.4,14.4,14.4,3.6,3.6,3.6,NA,NA,NA,7.1,7.1,7.1,NA,NA,NA,10.7,10.7,10.7,"07/16/2015"
"All DACs",0,14.4,4.5,0.1,20,3.2,0,49.3,14.7,0,7.1,3.3,0,1,0.3,0.1,56.4,15.8,"07/16/2015"
"JAAMH",0.7,15.7,3.2,5.6,5.9,5.9,49.3,49.3,49.3,NA,NA,NA,NA,NA,NA,54.9,55,54.9,"07/17/2015"
"NCI DAC",0,70.1,23.4,0.1,2.8,1.8,0,3.2,1.1,NA,NA,NA,NA,NA,NA,0.1,6,2.9,"07/17/2015"
"NEI",0,0,0,18.8,18.8,18.8,NA,NA,NA,NA,NA,NA,0,0,0,18.8,18.8,18.8,"07/17/2015"
"NHGRI",1.9,16.1,6.6,0.2,2.8,1.9,0,2.3,1.5,0.2,0.2,0.2,NA,NA,NA,0.2,5,3.4,"07/17/2015"
"NHLBI",0.7,1.8,1,11.1,11.2,11.1,NA,NA,NA,8.8,8.8,8.8,8.8,8.8,8.8,20,20,20,"07/17/2015"
"NINDS",0.7,0.7,0.7,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"07/17/2015"
"All DACs",0,70.1,4.3,0.1,18.8,6.5,0,49.3,8.9,0.2,8.8,5.9,0,8.8,6.6,0.1,55,14.9,"07/17/2015"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/18/2015"
"NCI DAC",0,0,0,0.5,0.5,0.5,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,"07/19/2015"
"All DACs",0,0,0,0.5,0.5,0.5,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,"07/19/2015"
"CDAC",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0.5,0.5,"07/20/2015"
"JAAMH",0,23.5,5.5,0.7,9.8,3,6,50.1,43.6,0,50.1,30,50.1,50.1,50.1,0.7,53,41.8,"07/20/2015"
"NCI DAC",0,20.6,2.4,0,6.4,0.5,0,24,5.7,0,1172,47.8,27.1,27.1,27.1,0,1172.9,31.9,"07/20/2015"
"NEI",10.9,10.9,10.9,13.9,13.9,13.9,17,17,17,NA,NA,NA,NA,NA,NA,30.9,30.9,30.9,"07/20/2015"
"NHGRI",0,20,1.8,0,6.8,1,0,9,1.1,0.9,6,5.6,NA,NA,NA,0,9.2,3.4,"07/20/2015"
"NHLBI",0,23.5,8.3,1.7,8.5,2.5,12.2,33,24.7,16.9,16.9,16.9,8.8,8.8,8.8,13.9,35.2,25.8,"07/20/2015"
"NIAMS",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/20/2015"
"NICHD",0,20,5.1,0.1,23,6.7,0,9.1,3,0,0,0,NA,NA,NA,0.1,23,9,"07/20/2015"
"NIDDK",0.5,10.9,1,0.5,0.7,0.5,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.7,0.6,"07/20/2015"
"NIGMS",0,12,3.4,8.2,8.2,8.2,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,10.9,10.9,10.9,"07/20/2015"
"NINDS",0,20,2.7,2.9,3.1,3,0,7.8,4.2,5.8,5.8,5.8,NA,NA,NA,2.9,10.9,7.6,"07/20/2015"
"All DACs",0,23.5,3.5,0,23,1.4,0,50.1,9,0,1172,38,0,50.1,17.4,0,1172.9,21.5,"07/20/2015"
"CDAC",0,0,0,5.4,5.4,5.4,7,7,7,NA,NA,NA,NA,NA,NA,12.5,12.5,12.5,"07/21/2015"
"JAAMH",0,5,1.4,0.1,2,1.2,50.1,50.1,50.1,0,0,0,NA,NA,NA,0.1,52.1,23.7,"07/21/2015"
"NCI DAC",0,25,2.8,0,5.4,0.6,0,23,15.2,22.9,22.9,22.9,15.2,26.9,22.9,0,27.5,17.9,"07/21/2015"
"NEI",0.6,8,4.9,13,13.2,13.1,17,21,18,NA,NA,NA,NA,NA,NA,29.9,34.2,31,"07/21/2015"
"NHGRI",0,12.1,1.8,0,5.4,4.1,0,2.3,1.7,0.1,0.1,0.1,NA,NA,NA,0,7.7,5.7,"07/21/2015"
