"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NIAMS",0.2,0.2,0.2,0.9,0.9,0.9,15.8,15.9,15.9,NA,NA,NA,NA,NA,NA,16.8,16.8,16.8,"06/27/2016"
"NIDCR",8.1,8.1,8.1,0.1,0.1,0.1,17.1,17.1,17.1,NA,NA,NA,NA,NA,NA,17.2,17.2,17.2,"06/27/2016"
"NIDDK",0.2,6,3.1,1.6,2,1.8,0,0,0,NA,NA,NA,NA,NA,NA,1.7,2.1,1.9,"06/27/2016"
"NIGMS",20.8,20.8,20.8,10.4,10.4,10.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,10.5,10.5,10.5,"06/27/2016"
"NINDS",0.2,12.7,4.7,0.3,1.6,1.1,0,3.8,1.4,NA,NA,NA,NA,NA,NA,1.5,4,2.5,"06/27/2016"
"All DACs",0,26.8,7.3,0,10.4,1.8,0,150.3,17.2,0,836.9,57.7,0.1,66.1,52.7,0.1,836.9,29.9,"06/27/2016"
"ES DAC",41.2,41.2,41.2,15,15,15,0,0,0,NA,NA,NA,NA,NA,NA,15,15,15,"06/28/2016"
"JAAMH",0,18,12.4,0.2,2.1,0.9,13,13,13,0,0,0,0.1,0.1,0.1,0.2,14.9,2.9,"06/28/2016"
"NCI DAC",0.5,28,8,0,2.4,0.6,0,10.9,5.6,NA,NA,NA,13.9,13.9,13.9,0,14,8,"06/28/2016"
"NEI",12.9,12.9,12.9,14.2,14.2,14.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,34,34,34,"06/28/2016"
"NHGRI",0.5,13.8,3.8,0.2,1,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.2,1,0.8,"06/28/2016"
"NHLBI",0.5,13.8,9.6,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/28/2016"
"NIGMS",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/28/2016"
"NINDS",0.5,0.5,0.5,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/28/2016"
"All DACs",0,41.2,9.1,0,15,1.2,0,19.8,4.2,0,0,0,0.1,13.9,7.6,0,34,5.2,"06/28/2016"
"CDAC",1.8,1.8,1.8,0,0,0,5.9,5.9,5.9,NA,NA,NA,NA,NA,NA,5.9,5.9,5.9,"06/29/2016"
"JAAMH",0.1,119,85.8,0.8,1.1,1,13,13,13,0.1,0.1,0.1,0.1,0.1,0.1,1.1,14.1,4.2,"06/29/2016"
"NCI DAC",0,5.5,0.4,0,1.4,0.5,0,19.8,6,0,0.1,0,13,13,13,0,19.8,5.1,"06/29/2016"
"NHGRI",0,9,2,0,1.4,0.4,0,7,1.8,NA,NA,NA,NA,NA,NA,0,7.3,2.1,"06/29/2016"
"NHLBI",0,27,2.1,0.3,6.5,5.8,38,125.1,75.6,NA,NA,NA,0,1.5,1,1.8,131,77.4,"06/29/2016"
"NIAMS",1.8,5.8,4.8,0.7,0.9,0.8,5.6,14.2,7.7,NA,NA,NA,NA,NA,NA,6.5,14.9,8.6,"06/29/2016"
"NIDCR",7.9,7.9,7.9,0.9,0.9,0.9,5.2,14.2,7.4,NA,NA,NA,NA,NA,NA,6,15.1,8.3,"06/29/2016"
"NIDDK",0.7,5.8,3.3,0,0.9,0.7,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,1,0.9,"06/29/2016"
"NIGMS",0,1.8,0.6,8.7,8.8,8.7,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,8.8,8.9,8.9,"06/29/2016"
"NINDS",0,119,91.3,0.8,1,0.9,1,1,1,1,1,1,NA,NA,NA,1.8,2,1.9,"06/29/2016"
"All DACs",0,119,18.1,0,8.8,2.4,0,125.1,27.1,0,1,0.1,0,13,2.7,0,131,25.4,"06/29/2016"
"ES DAC",0,0,0,12.8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/30/2016"
"JAAMH",0,1.1,0.1,4.6,12.9,11.8,8,20.2,9.4,0,0,0,0,9.1,1.3,12.7,24.8,18.1,"06/30/2016"
"NCI DAC",0,50,1.8,0,10.5,3.8,0,29,8.1,0,0.2,0.1,8,8,8,0,34.9,8.1,"06/30/2016"
"NEI",0.1,0.1,0.1,31.6,31.6,31.6,10.2,10.2,10.2,10.2,10.2,10.2,NA,NA,NA,41.8,41.8,41.8,"06/30/2016"
"NHGRI",0,10,0.4,0,10.7,2.3,0,12,2.2,0,0.2,0,NA,NA,NA,0,13,2.8,"06/30/2016"
"NHLBI",0,14.8,4.9,4.7,6.3,5.3,38,42.2,38.5,0,0,0,0,41.8,4.6,4.7,48.5,27.1,"06/30/2016"
"NIAID",0,0,0,17.7,17.7,17.7,0,0,0,NA,NA,NA,NA,NA,NA,17.7,17.7,17.7,"06/30/2016"
"NICHD",0,0,0,0.6,0.6,0.6,NA,NA,NA,11,11,11,NA,NA,NA,11.6,11.6,11.6,"06/30/2016"
"NIDDK",0,10,6.5,0.1,0.9,0.4,0.1,0.1,0.1,0,0,0,NA,NA,NA,0.2,0.9,0.4,"06/30/2016"
"NIGMS",0,0.1,0,7.5,7.5,7.5,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,7.6,7.7,7.7,"06/30/2016"
"NINDS",0,0,0,4.7,4.7,4.7,NA,NA,NA,1.1,1.1,1.1,NA,NA,NA,5.8,5.8,5.8,"06/30/2016"
"All DACs",0,50,1.8,0,31.6,6.1,0,42.2,12.4,0,11,0.7,0,41.8,3.5,0,48.5,11.8,"06/30/2016"
"ES DAC",0,0,0,11.8,11.8,11.8,5.1,5.1,5.1,NA,NA,NA,NA,NA,NA,16.9,16.9,16.9,"07/01/2016"
"JAAMH",0,2,0.3,11.8,12.5,12.3,8,8,8,NA,NA,NA,0,0.1,0.1,12.2,20.5,16.6,"07/01/2016"
"NCI DAC",0,16.9,1.1,0,10,3.9,0,21.8,5.6,0,828.9,416,8,29,22,0,832.7,51.6,"07/01/2016"
"NEI",3.8,3.8,3.8,11.2,11.2,11.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,31,31,31,"07/01/2016"
"NHGRI",0,6.7,0.7,0,10,0.9,0,11.9,2.5,11.9,11.9,11.9,NA,NA,NA,0,12.3,3.6,"07/01/2016"
"NHLBI",0,0.1,0,4.7,5.3,4.9,37.2,47,42.1,0,156.2,39.1,47,47,47,4.8,161.5,44.9,"07/01/2016"
"NIAMS",0,0.1,0,0,3.5,1.8,0.6,4.3,2.4,NA,NA,NA,NA,NA,NA,4.1,4.3,4.2,"07/01/2016"
"NIDCR",0.2,0.2,0.2,3.6,3.6,3.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"07/01/2016"
"NIDDK",0,0,0,0.3,0.3,0.3,4,4,4,NA,NA,NA,NA,NA,NA,4.3,4.3,4.3,"07/01/2016"
"NIGMS",0,0,0,6.5,6.9,6.7,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,6.7,7.1,6.9,"07/01/2016"
"NINDS",0,0,0,4.1,4.5,4.2,0,0,0,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,"07/01/2016"
"All DACs",0,16.9,0.8,0,12.5,4.4,0,47,5.5,0,828.9,203.6,0,47,12.3,0,832.7,28.1,"07/01/2016"
"JAAMH",1.1,1.1,1.1,11,11,11,8,8,8,NA,NA,NA,NA,NA,NA,19,19,19,"07/02/2016"
"NHGRI",1.1,1.1,1.1,1.1,1.1,1.1,0,0,0,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,"07/02/2016"
"All DACs",1.1,1.1,1.1,1.1,11,9,0,8,6.4,NA,NA,NA,NA,NA,NA,1.1,19,15.4,"07/02/2016"
"CDAC",192,192,192,0.2,0.2,0.2,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,2.1,2.1,2.1,"07/03/2016"
"JAAMH",13.7,192,162.3,9.5,10.1,10,8,8,8,NA,NA,NA,0,0,0,10.1,17.6,12,"07/03/2016"
"NCI DAC",0,192,152.6,0.2,3.3,2.5,0,21.8,3.6,1.1,1.1,1.1,NA,NA,NA,0.2,25.1,6,"07/03/2016"
"NHGRI",192,192,192,0.2,0.2,0.2,0,10,1.5,NA,NA,NA,NA,NA,NA,0.2,10.2,1.7,"07/03/2016"
"NHLBI",192,192,192,3,3,3,NA,NA,NA,0,366,45.8,NA,NA,NA,3,369,48.8,"07/03/2016"
"NIAMS",192,192,192,1.9,1.9,1.9,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,"07/03/2016"
"NIDDK",192,192,192,2,2,2,NA,NA,NA,NA,NA,NA,0,0,0,2,2,2,"07/03/2016"
"NIGMS",192,192,192,4.9,4.9,4.9,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,5.1,5.1,5.1,"07/03/2016"
"NINDS",192,192,192,2.1,2.1,2.1,9.2,9.2,9.2,NA,NA,NA,NA,NA,NA,11.3,11.3,11.3,"07/03/2016"
"All DACs",0,192,176.8,0.2,10.1,2.8,0,21.8,2.7,0,366,43.1,0,0.2,0,0.2,369,10.7,"07/03/2016"
"JAAMH",2.8,3.2,3,9.1,9.2,9.2,8,8,8,NA,NA,NA,0.1,0.1,0.1,9.2,17.2,15.2,"07/04/2016"
"NCI DAC",0,5.4,3.2,0.4,2.5,1.3,0,8,1.4,0,0,0,NA,NA,NA,0.4,9.1,2.4,"07/04/2016"
"NEI",0.1,0.1,0.1,8.2,8.2,8.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,28,28,28,"07/04/2016"
"NHGRI",0,3.8,2,0.4,7,1.4,0,2.3,0.3,NA,NA,NA,NA,NA,NA,0.4,9.2,1.8,"07/04/2016"
"NHLBI",2.8,10.1,3.5,2.1,2.2,2.1,103.9,103.9,103.9,NA,NA,NA,0,133,14,2.1,135.2,28.4,"07/04/2016"
"NIDDK",2.8,3.8,3.3,0.5,1,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.5,1,0.7,"07/04/2016"
"NIGMS",0.1,0.1,0.1,4,4,4,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,4.1,4.1,4.1,"07/04/2016"
"All DACs",0,10.1,3,0.4,9.2,2.4,0,103.9,12.5,0,0,0,0,133,12.7,0.4,135.2,14.5,"07/04/2016"
"CDAC",4,4,4,5.7,5.7,5.7,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,20,20,20,"07/05/2016"
"JAAMH",0,5.8,3.4,0.2,8.4,7.1,8,13.4,8.8,NA,NA,NA,NA,NA,NA,13.6,16.4,15.9,"07/05/2016"
"NCI DAC",0,6.1,2.2,0,5.9,1.8,0,20.8,7.9,0,0,0,20.7,20.7,20.7,0,22.7,8.8,"07/05/2016"
"NEI",0,1,0.5,7,7.5,7.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,27.2,27.2,27.2,"07/05/2016"
"NHGRI",0,7,2.3,0,5.8,2.9,0,10.2,1.7,-1,-1,-1,NA,NA,NA,0,16,4.6,"07/05/2016"
"NHLBI",0,5.8,1.5,0.1,1.4,0.9,37,125.1,74.7,0,126.9,12.2,210.8,210.8,210.8,0.9,211.8,61.9,"07/05/2016"
"NIAID",4,4,4,12.8,12.8,12.8,70.2,70.2,70.2,NA,NA,NA,NA,NA,NA,83.1,83.1,83.1,"07/05/2016"
"NIAMS",1,1,1,0.2,0.2,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/05/2016"
"NICHD",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"07/05/2016"
"NIGMS",1,1,1,3.2,3.2,3.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3.4,3.4,3.4,"07/05/2016"
"NINDS",0,4,1,0.1,1.8,0.6,0,7.3,1.1,NA,NA,NA,NA,NA,NA,0.4,9.1,1.7,"07/05/2016"
"All DACs",0,7,2.3,0,12.8,3.6,0,125.1,12.9,-1,126.9,9.7,20.7,210.8,163.3,0,211.8,20.5,"07/05/2016"
"JAAMH",0,5,2.7,0.2,7.4,2.5,0,8,2,NA,NA,NA,0.1,0.1,0.1,0.2,15.2,4.3,"07/06/2016"
"NCI DAC",0,14.8,2.3,0,5.2,1.4,0,27.2,9.9,0,823.2,274.4,7,27.2,20.5,0,825.5,30.4,"07/06/2016"
"NEI",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/06/2016"
"NHGRI",0,43.9,6.7,0,5.2,3.1,0,37.3,4.3,0,5.2,1.9,0,0,0,0,42.1,6.9,"07/06/2016"
"NHLBI",0,5,4.7,0,13,1.6,146.1,146.1,146.1,0,0,0,NA,NA,NA,0.2,146.2,18.5,"07/06/2016"
"NIAMS",43.9,43.9,43.9,0.9,0.9,0.9,19.2,19.2,19.2,NA,NA,NA,NA,NA,NA,20.1,20.1,20.1,"07/06/2016"
"NICHD",21.2,21.2,21.2,1.8,1.8,1.8,0,0,0,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,"07/06/2016"
"NIDCR",0,11.8,2.9,0,0.8,0.5,13.1,35.2,20.4,NA,NA,NA,NA,NA,NA,13.9,35.2,21,"07/06/2016"
"NIDDK",5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,"07/06/2016"
"NIGMS",0,0,0,2.2,2.2,2.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,2.4,2.4,2.4,"07/06/2016"
"NINDS",0.5,0.5,0.5,1.2,1.2,1.2,22.1,22.1,22.1,NA,NA,NA,0.1,22.1,11.1,23.3,23.4,23.4,"07/06/2016"
"All DACs",0,43.9,4.5,0,13,1.8,0,146.1,11.8,0,823.2,39.6,0,27.2,7,0,825.5,18.5,"07/06/2016"
"CDAC",0,0,0,4,4,4,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA,5.3,5.3,5.3,"07/07/2016"
"JAAMH",0,7.7,3.8,0.3,6.4,5.4,0.1,14.2,8.1,0,0,0,1,1,1,0.3,18.2,12.5,"07/07/2016"
"NCI DAC",0,7.7,1.4,0,4,0.8,0,35,14.5,0.1,27.2,13.7,0,27.2,12.9,0,35.9,14.5,"07/07/2016"
"NEI",0,0,0,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2016"
"NHGRI",0,7.7,2.6,0.2,4,2.4,0,2.3,1.1,NA,NA,NA,NA,NA,NA,0.2,6.3,3.5,"07/07/2016"
"NHLBI",0,7.7,1.1,12.9,14.9,13.7,5.1,84.1,26.4,229.3,229.3,229.3,5.1,5.1,5.1,18,244.1,52.3,"07/07/2016"
"NIAID",0,0,0,11.1,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2016"
"NIAMS",0,5.9,2.1,0,0.9,0.3,11.2,19.2,16.7,NA,NA,NA,NA,NA,NA,11.5,19.2,17,"07/07/2016"
"NICHD",0,0,0,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,5,5,5,"07/07/2016"
"NIDDK",1.8,7.7,4.8,0.1,3.9,2,0,0.1,0,NA,NA,NA,NA,NA,NA,0.1,4,2.1,"07/07/2016"
"NIGMS",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,1.1,1.1,1.1,"07/07/2016"
"NINDS",0,7.7,2.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.2,0.1,"07/07/2016"
"All DACs",0,7.7,2.2,0,14.9,4.5,0,84.1,9.4,0,229.3,30.4,0,27.2,11.7,0,244.1,14.9,"07/07/2016"
"JAAMH",0,0.9,0.3,2.8,4.9,4.2,14.2,14.2,14.2,NA,NA,NA,1,1,1,5.9,17,9.6,"07/08/2016"
"NCI DAC",0,10.2,4.6,0,24.1,3.2,0,36.1,7.9,-23.9,824.8,200.8,19.8,19.8,19.8,0,824.9,72.1,"07/08/2016"
"NHGRI",0.6,10.2,3.1,0.5,3.2,1.9,0,4,2.2,NA,NA,NA,NA,NA,NA,0.2,5.6,3.3,"07/08/2016"
"All DACs",0,10.2,3.6,0,24.1,3.1,0,36.1,6.7,-23.9,824.8,200.8,1,19.8,7.3,0,824.9,46.8,"07/08/2016"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2016"
"JAAMH",5,5,5,0.7,2.9,1.2,7.4,8.1,7.6,7.4,7.4,7.4,NA,NA,NA,8.1,11,8.8,"07/10/2016"
"NCI DAC",2.3,5,4.6,0.6,1.8,1.6,0,16,12,16,16,16,NA,NA,NA,0.6,17.8,14.9,"07/10/2016"
"NHGRI",5,9.8,5.8,0.5,0.7,0.7,0.1,2.3,2,NA,NA,NA,NA,NA,NA,0.6,3,2.6,"07/10/2016"
"NHLBI",9.8,9.8,9.8,11.6,11.6,11.6,28.2,28.2,28.2,NA,NA,NA,NA,NA,NA,39.8,39.8,39.8,"07/10/2016"
"NIDCR",7,7,7,4.5,4.5,4.5,NA,NA,NA,5.1,5.1,5.1,NA,NA,NA,9.6,9.6,9.6,"07/10/2016"
"NIDDK",9.8,9.8,9.8,0.6,0.6,0.6,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/10/2016"
"NINDS",5,9.8,5.8,2.6,2.8,2.8,0,8,4,NA,NA,NA,NA,NA,NA,2.6,10.8,6.7,"07/10/2016"
"All DACs",2.3,9.8,6.6,0.5,11.6,4.2,0,28.2,12.5,5.1,16,10.4,NA,NA,NA,0.6,39.8,16.4,"07/10/2016"
"ES DAC",4.9,4.9,4.9,2.2,2.2,2.2,5.1,5.1,5.1,NA,NA,NA,NA,NA,NA,7.4,7.4,7.4,"07/11/2016"
"JAAMH",0,4.9,3.5,0,2.3,1.8,0,14.2,8.6,0,0.1,0.1,1,1,1,0,14.2,8.2,"07/11/2016"
"NCI DAC",0,146.9,10.7,0,6.7,1.4,0,16,5.8,0,15.1,4.7,NA,NA,NA,0,17.2,7.2,"07/11/2016"
"NEI",0.7,4.9,2.8,1.2,1.3,1.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,21,21.1,21,"07/11/2016"
"NHGRI",0,5.6,4.5,0.2,0.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.3,0.2,"07/11/2016"
"NHLBI",0,12.8,5.4,11,11.6,11.3,0,115,51.3,0,0,0,26,26,26,11,126.5,31.3,"07/11/2016"
"NIAID",4.9,4.9,4.9,7.2,7.2,7.2,70.2,70.2,70.2,NA,NA,NA,NA,NA,NA,77.4,77.4,77.4,"07/11/2016"
"NIAMS",4.9,4.9,4.9,4.1,4.1,4.1,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,7.4,7.4,7.4,"07/11/2016"
"NIDDK",4.9,4.9,4.9,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0,0,0,0.1,0.1,0.1,"07/11/2016"
"NINDS",0,34.1,7.8,1.8,2.3,2.1,0,8,1.7,NA,NA,NA,0,0,0,1.8,10.1,3.7,"07/11/2016"
"All DACs",0,146.9,5.4,0,11.6,2.6,0,115,8.7,0,15.1,1.1,0,26,3.4,0,126.5,9.8,"07/11/2016"
"ES DAC",7.9,7.9,7.9,1.1,1.1,1.1,5.1,5.1,5.1,NA,NA,NA,NA,NA,NA,6.2,6.2,6.2,"07/12/2016"
"JAAMH",0,11,1.4,0.1,1.2,0.8,8.9,12.1,9.9,0,0,0,NA,NA,NA,0.1,13,9.2,"07/12/2016"
"NCI DAC",0,25,6.8,0,6.2,2.2,0,12,1.3,9,822,415.5,23.2,23.2,23.2,0,822.1,15.7,"07/12/2016"
"NEI",3.8,3.8,3.8,0.5,0.5,0.5,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,20.2,20.2,20.2,"07/12/2016"
"NHGRI",0.1,25,6.5,0.2,6.1,5.7,0,2.3,2.2,NA,NA,NA,NA,NA,NA,0.2,8.4,7.9,"07/12/2016"
"NHLBI",0,10,1,12.7,12.9,12.7,22.3,25.3,24.4,185.3,185.3,185.3,0,0,0,35,198,121.4,"07/12/2016"
"NICHD",0.4,0.4,0.4,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,13.2,13.2,13.2,16.1,16.1,16.1,"07/12/2016"
"NIDCR",0,7.9,1.6,2.8,2.9,2.8,11.2,11.2,11.2,NA,NA,NA,NA,NA,NA,14,14.2,14,"07/12/2016"
"NIGMS",7.9,7.9,7.9,27,27,27,0,0,0,NA,NA,NA,NA,NA,NA,27.1,27.1,27.1,"07/12/2016"
"NINDS",0.4,7.9,2.3,0.9,1,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.9,1,0.9,"07/12/2016"
"All DACs",0,25,4.5,0,27,3.9,0,25.3,5.6,0,822,151,0,23.2,3.3,0,822.1,25.3,"07/12/2016"
"JAAMH",0,50.2,13,0,7.8,4.8,2.2,8.9,5.6,22.2,22.2,22.2,1.2,1.9,1.7,1.9,29.6,13.5,"07/13/2016"
"NCI DAC",0,96.1,35.6,0.1,11.5,1.5,0,29,9.1,0,0,0,NA,NA,NA,0,29.8,4.1,"07/13/2016"
"NHGRI",0.1,50.2,40,0,4.8,3.8,0,0,0,0,0.1,0.1,NA,NA,NA,0,5,3.9,"07/13/2016"
"NHLBI",25.8,25.8,25.8,12,12,12,79.4,79.4,79.4,NA,NA,NA,NA,NA,NA,91.4,91.4,91.4,"07/13/2016"
"NIGMS",50.2,50.2,50.2,26,26,26,0,0,0,NA,NA,NA,0,0,0,26,26,26,"07/13/2016"
"NINDS",0.1,50.2,25.1,1.2,1.2,1.2,0,0,0,0,0,0,NA,NA,NA,1.2,1.2,1.2,"07/13/2016"
"All DACs",0,96.1,31.7,0,26,3.3,0,79.4,8.3,0,22.2,1.9,0,1.9,1.4,0,91.4,7.4,"07/13/2016"
"CDAC",0,0,0,0.2,3.6,1.9,1,1,1,NA,NA,NA,7.2,7.2,7.2,1.2,10.8,6,"07/14/2016"
"JAAMH",2,2,2,7.2,7.2,7.2,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,21.4,21.4,21.4,"07/14/2016"
"NCI DAC",0,26.8,1.4,0,4.6,0.4,0,33,13.1,0,14,4.5,NA,NA,NA,0,33.1,10.8,"07/14/2016"
"NHGRI",0,11,1.6,0.5,3.8,3.2,0,2.3,1,0.1,0.1,0.1,NA,NA,NA,0.5,6.1,3.1,"07/14/2016"
"NHLBI",0,0.2,0.1,10.8,11.2,11,78.2,79.4,78.9,NA,NA,NA,NA,NA,NA,89.4,90.5,89.9,"07/14/2016"
"NIAID",1.1,1.1,1.1,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/14/2016"
"NIAMS",0.8,1.1,0.9,0.8,0.8,0.8,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,"07/14/2016"
"NIDDK",0.8,0.8,0.8,3.8,5.8,4.2,0,2,1.5,NA,NA,NA,NA,NA,NA,5.8,5.8,5.8,"07/14/2016"
"NIGMS",0.1,1.1,0.6,24.9,25.1,25.1,0,0,0,NA,NA,NA,0,0,0,25,25.2,25.1,"07/14/2016"
"NINDS",0.8,0.8,0.8,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"07/14/2016"
"All DACs",0,26.8,1.2,0,25.1,3.4,0,79.4,24.1,0,14,3.8,0,7.2,2.4,0,90.5,26.8,"07/14/2016"
"JAAMH",0.1,7.1,3.3,5.7,5.9,5.7,8.2,8.2,8.2,NA,NA,NA,NA,NA,NA,13.9,14.1,14,"07/15/2016"
"NCI DAC",0,1.4,0.9,1.7,9.7,4.3,0,30.1,6.6,9.3,9.3,9.3,28.1,28.1,28.1,0.1,34,11.8,"07/15/2016"
"NHGRI",0,10.2,2.3,1.6,3,2.6,0,2.3,1.5,0.1,0.1,0.1,NA,NA,NA,1.7,5.2,3.6,"07/15/2016"
"NHLBI",0,0,0,9.8,10,9.9,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,10,10,10,"07/15/2016"
"NIGMS",1.1,1.1,1.1,23.8,23.8,23.8,0,0,0,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,"07/15/2016"
"All DACs",0,10.2,0.7,1.6,23.8,7.8,0,30.1,5.7,0.1,9.3,3.2,0.2,28.1,2.4,0.1,34,10.6,"07/15/2016"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/16/2016"
"NCI DAC",6.5,6.5,6.5,0.4,0.4,0.4,0,0,0,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,"07/17/2016"
"NHGRI",2.4,2.8,2.7,0.2,0.4,0.3,0,2.3,1.1,3.2,3.2,3.2,NA,NA,NA,0.2,3.4,2.1,"07/17/2016"
"All DACs",2.4,6.5,3.6,0.2,0.4,0.3,0,2.3,0.8,3.2,3.2,3.2,NA,NA,NA,0.2,3.4,1.7,"07/17/2016"
"CDAC",0,8.7,5.8,6.8,7,6.8,0,0,0,NA,NA,NA,14,14,14,7,20.8,16.2,"07/18/2016"
"JAAMH",0,19.9,5.5,0.2,3,2,7.2,11.1,8.2,0,0,0,4,4,4,0.2,14,7.6,"07/18/2016"
"NCI DAC",0,17,3.2,0,6.9,1.9,0,24.1,5.6,0.1,815,531.2,0.1,28.1,16.8,0,815.8,127.3,"07/18/2016"
"NEI",0.1,5.5,2.8,24.1,24.3,24.2,0,0,0,NA,NA,NA,NA,NA,NA,24.1,24.3,24.2,"07/18/2016"
"NHGRI",0,8.7,5.5,0,6.8,3.1,0,8.6,1.7,NA,NA,NA,NA,NA,NA,0,9,4.8,"07/18/2016"
"NHLBI",0,11,3.6,6.9,8.2,7.9,79.3,80,79.9,0,0,0,NA,NA,NA,7.9,88.2,79.9,"07/18/2016"
"NIAMS",5.3,5.5,5.4,0.1,0.1,0.1,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,14.3,14.4,14.4,"07/18/2016"
"NICHD",3.2,3.2,3.2,0.4,0.4,0.4,NA,NA,NA,0,0,0,NA,NA,NA,0.4,0.4,0.4,"07/18/2016"
"NIDCD DAC",8.7,8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/18/2016"
"NIDCR",8.7,8.7,8.7,0.1,0.1,0.1,NA,NA,NA,14.2,14.2,14.2,NA,NA,NA,14.3,14.3,14.3,"07/18/2016"
"NIDDK",0,0,0,0.9,0.9,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.9,0.9,0.9,"07/18/2016"
"NIGMS",0,0,0,21,21,21,0,0,0,NA,NA,NA,NA,NA,NA,21,21,21,"07/18/2016"
