"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NIDDK",12.8,34.2,20,12.8,19.9,17.5,7,14.5,12,NA,NA,NA,NA,NA,NA,19.8,34.4,29.5,"05/15/2019"
"NIGMS",0,34.2,15.1,0,1,0.4,1.1,2.1,1.8,NA,NA,NA,1.1,1.1,1.1,2,2.2,2.1,"05/15/2019"
"NINDS",0,34.2,15.9,1.8,2,1.9,0.1,3.2,1.1,NA,NA,NA,NA,NA,NA,2,5,3,"05/15/2019"
"All DACs",0,47,9.6,0,19.9,2.8,0,128.2,10.9,0,3.5,0.4,0.3,1.1,0.6,0,133,11.5,"05/15/2019"
"CDAC",0.7,0.7,0.7,4.5,4.5,4.5,0,0,0,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,"05/16/2019"
"ES DAC",0.7,0.7,0.7,1.4,1.4,1.4,0,0,0,NA,NA,NA,NA,NA,NA,1.4,1.4,1.4,"05/16/2019"
"JAAMH",0.7,15.1,4.8,0,4.3,1.7,70.9,128.2,77.6,NA,NA,NA,0,1.1,0.9,4.3,132,65.8,"05/16/2019"
"NCI DAC",0,15.1,1.4,0,2.9,0.3,0,3.5,0.1,NA,NA,NA,NA,NA,NA,0,6.3,0.3,"05/16/2019"
"NEI",0.7,10.2,2.2,35.1,35.4,35.4,0,0,0,0,0,0,NA,NA,NA,35.1,35.5,35.4,"05/16/2019"
"NHGRI",0.1,15.1,3.7,0.1,4.2,1.5,0,2.4,0.4,0,0,0,NA,NA,NA,0.1,6.6,1.8,"05/16/2019"
"NHLBI",0.3,15.1,3.1,3.9,12.5,4.7,0,0,0,0,219.9,89.8,NA,NA,NA,3.9,232.3,43.8,"05/16/2019"
"NIAID",0.7,10.1,5.4,53.2,53.3,53.2,0,0,0,NA,NA,NA,NA,NA,NA,53.2,53.3,53.3,"05/16/2019"
"NIAMS",0.7,15.1,2.2,0,0.3,0.3,1.1,12.8,2.6,NA,NA,NA,1,1,1,1.1,12.8,2.5,"05/16/2019"
"NICHD",0.7,1,0.8,0.8,1.2,1.1,0,0,0,NA,NA,NA,NA,NA,NA,0.8,1.2,1.1,"05/16/2019"
"NIDCR",0,0,0,0.2,0.2,0.2,12.8,12.8,12.8,NA,NA,NA,NA,NA,NA,13,13,13,"05/16/2019"
"NIDDK",0.7,15.1,3.1,18.7,19.2,19.1,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,33.3,33.7,33.6,"05/16/2019"
"NIGMS",0.7,15.1,4,0.4,1.1,0.8,5.9,7,6.5,5.9,5.9,5.9,NA,NA,NA,6.9,7.5,7.2,"05/16/2019"
"NINDS",0.7,15.1,2.6,0.9,3.8,1.3,0.1,3.2,0.8,35,35,35,31,35,33.7,1,36.3,6.2,"05/16/2019"
"All DACs",0,15.1,3,0,53.3,4.2,0,128.2,13,0,219.9,73,0,35,6.7,0,232.3,27,"05/16/2019"
"JAAMH",0.1,1.1,0.6,3,3,3,70.9,70.9,70.9,NA,NA,NA,NA,NA,NA,73.9,74,73.9,"05/17/2019"
"NCI DAC",0,15.6,1.9,0,2,0.7,0,0.2,0.1,0,0,0,NA,NA,NA,0,2.2,0.7,"05/17/2019"
"NHGRI",0,17,2.8,0.3,3.2,2.2,0,2.4,1.9,0,2.4,1.2,NA,NA,NA,0.3,5.6,3.9,"05/17/2019"
"NHLBI",1.1,30,18.5,3,4,3.7,7.1,31,16.2,NA,NA,NA,NA,NA,NA,11.2,34.2,19.8,"05/17/2019"
"NIAMS",0,0,0,11.8,11.8,11.8,12.1,12.1,12.1,NA,NA,NA,NA,NA,NA,23.9,23.9,23.9,"05/17/2019"
"NIDCD DAC",3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05/17/2019"
"NIDCR",3.1,3.1,3.1,11.8,11.8,11.8,NA,NA,NA,5.2,5.2,5.2,NA,NA,NA,17,17,17,"05/17/2019"
"NIDDK",1.9,1.9,1.9,3.9,3.9,3.9,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,4,4,4,"05/17/2019"
"NINDS",0,1,0.5,2.8,3.2,3,4.1,39.2,21.6,NA,NA,NA,NA,NA,NA,7.2,42,24.6,"05/17/2019"
"All DACs",0,30,5.3,0,11.8,3.4,0,70.9,15.8,0,5.2,1.1,NA,NA,NA,0,74,13.8,"05/17/2019"
"NCI DAC",0.2,0.2,0.2,0.9,0.9,0.9,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"05/18/2019"
"All DACs",0.2,0.2,0.2,0.9,0.9,0.9,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"05/18/2019"
"JAAMH",4.8,4.8,4.8,0.5,0.7,0.6,70.9,128.2,111.8,NA,NA,NA,NA,NA,NA,71.6,128.7,112.4,"05/19/2019"
"NCI DAC",1.8,1.8,1.8,0.5,0.5,0.5,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,0.7,0.7,0.7,"05/19/2019"
"NHGRI",0.7,1.8,1.2,0.6,0.6,0.6,0,0,0,0,0,0,NA,NA,NA,0.6,0.6,0.6,"05/19/2019"
"All DACs",0.7,4.8,2.7,0.5,0.7,0.6,0,128.2,78.3,0,0.1,0.1,NA,NA,NA,0.6,128.7,39.7,"05/19/2019"
"JAAMH",0,76.1,3.8,0.2,0.8,0.3,70,128.2,92.8,0.3,0.3,0.3,1.2,1.2,1.2,0.9,128.5,80.9,"05/20/2019"
"NCI DAC",0,76.1,28.7,0,0.8,0.4,0,0.9,0.1,0,0.1,0.1,NA,NA,NA,0,1.4,0.5,"05/20/2019"
"NEI",0.4,3.3,1.9,30.8,31.2,31,0,0,0,NA,NA,NA,NA,NA,NA,30.8,31.2,31,"05/20/2019"
"NHGRI",0,76.1,37.4,0,3.7,0.6,0,5.5,0.2,0,0.1,0.1,NA,NA,NA,0,9.1,0.7,"05/20/2019"
"NHLBI",0,5.9,3.9,0.1,0.7,0.3,22.8,22.8,22.8,0,0,0,NA,NA,NA,0.1,22.8,1.8,"05/20/2019"
"NICHD",0,10.5,4.2,4.1,4.3,4.2,0,27,10.8,NA,NA,NA,NA,NA,NA,4.3,31,15,"05/20/2019"
"NIDDK",2,2,2,14.9,14.9,14.9,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,29.4,29.4,29.4,"05/20/2019"
"NIGMS",4.9,76.1,40.5,2.6,2.8,2.7,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,2.9,3,3,"05/20/2019"
"NINDS",0,76.1,3.5,0.1,0.8,0.1,3,3,3,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"05/20/2019"
"All DACs",0,76.1,20.8,0,31.2,1.2,0,128.2,11,0,0.3,0.1,1.2,1.2,1.2,0,128.5,8.4,"05/20/2019"
"JAAMH",0.1,1.3,0.5,0.1,14.1,4.3,70,113.2,83,NA,NA,NA,NA,NA,NA,70,127.3,87.3,"05/21/2019"
"Kids First DAC",0,0,0,2.6,2.6,2.6,0,6.1,3.2,NA,NA,NA,NA,NA,NA,2.7,8.7,5.8,"05/21/2019"
"NCI DAC",0,20.5,2.9,0,3,1.6,0,5.3,0.6,0,5.3,1.8,NA,NA,NA,0,8.3,2.3,"05/21/2019"
"NHGRI",0,12.8,2.9,0,3,0.5,0,33,5.5,0,0,0,NA,NA,NA,0,33.5,6,"05/21/2019"
"NHLBI",0.3,1.3,0.6,0,8.2,2.1,0,0.7,0.4,0,0,0,NA,NA,NA,0,8.9,2.3,"05/21/2019"
"NIAMS",20.9,20.9,20.9,7.7,7.7,7.7,12,12,12,NA,NA,NA,NA,NA,NA,19.8,19.8,19.8,"05/21/2019"
"NINDS",0,1.3,0.7,0.1,0.8,0.3,3,8.3,4.3,NA,NA,NA,NA,NA,NA,3.1,9.1,4.6,"05/21/2019"
"All DACs",0,20.9,2.6,0,14.1,2.2,0,113.2,14.1,0,5.3,0.8,NA,NA,NA,0,127.3,15.6,"05/21/2019"
"JAAMH",0,19.9,2.7,0.7,13.1,2,67.9,113.2,70.9,NA,NA,NA,NA,NA,NA,68.7,126.3,72.9,"05/22/2019"
"NCI DAC",0,5.8,0.5,0,2.2,0.7,0,5.3,1.1,0,0,0,NA,NA,NA,0,7.5,1.3,"05/22/2019"
"NHGRI",0,13,2.6,0,2.2,1.2,0,5.5,3,NA,NA,NA,NA,NA,NA,0,7.7,4.2,"05/22/2019"
"NHLBI",0.5,1,0.7,6.8,21,13.3,18,19,18.5,0,0,0,NA,NA,NA,6.8,40,25.6,"05/22/2019"
"NIGMS",1.8,1.8,1.8,1,1,1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1.3,1.3,1.3,"05/22/2019"
"All DACs",0,19.9,1.5,0,21,2,0,113.2,33.2,0,0,0,NA,NA,NA,0,126.3,27.2,"05/22/2019"
"CDAC",3,3,3,8.2,8.2,8.2,0,0,0,NA,NA,NA,NA,NA,NA,8.2,8.2,8.2,"05/23/2019"
"JAAMH",0,1.8,0.2,0.2,0.3,0.3,67.9,67.9,67.9,NA,NA,NA,0,0,0,0.3,68.2,63,"05/23/2019"
"NCI DAC",0,10,0.6,0,1.2,0.8,0,5.3,1.1,0,0,0,NA,NA,NA,0,6.5,1.7,"05/23/2019"
"NHGRI",0,3,0.6,0,0.9,0.4,0,5.5,0.9,NA,NA,NA,NA,NA,NA,0.1,6.3,1.3,"05/23/2019"
"NHLBI",0,13,2.7,10.7,11.2,11,16,16,16,0,241.1,120.5,NA,NA,NA,11.2,251.8,68.8,"05/23/2019"
"NICHD",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1.1,1.1,1.1,"05/23/2019"
"NIGMS",0.1,0.1,0.1,0,0,0,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"05/23/2019"
"NINDS",0,0,0,0,0,0,1.2,29.2,4.5,NA,NA,NA,29.1,29.1,29.1,1.2,29.3,9.2,"05/23/2019"
"All DACs",0,13,0.6,0,11.2,1.7,0,67.9,14,0,241.1,60.3,0,29.1,19.4,0,251.8,20.4,"05/23/2019"
"JAAMH",0,23.8,3.2,3.9,11,4.8,62.9,118.1,69,NA,NA,NA,NA,NA,NA,66.8,129,73.8,"05/24/2019"
"NCI DAC",0,23,1.2,0,3.9,0.8,0,5.3,1,0,0,0,NA,NA,NA,0,5.5,1.8,"05/24/2019"
"NEI",0.2,9.5,3.3,26.9,27.2,27,0,0,0,NA,NA,NA,NA,NA,NA,26.9,27.2,27,"05/24/2019"
"NHGRI",0,9.5,3,0,55.6,15.6,0,5.5,0.4,0,0,0,NA,NA,NA,0,55.6,16,"05/24/2019"
"NHLBI",0,8.8,3.8,5.4,12.2,9.8,7,25,18.5,0,0,0,NA,NA,NA,5.4,35.1,25.6,"05/24/2019"
"NICHD",2.2,2.2,2.2,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,"05/24/2019"
"NIGMS",0,0,0,17.2,17.2,17.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,17.5,17.5,17.5,"05/24/2019"
"NINDS",0.2,9.5,3.3,0.1,3.8,2.5,0,1.9,1.3,NA,NA,NA,NA,NA,NA,0.1,5.7,3.8,"05/24/2019"
"All DACs",0,23.8,2.4,0,55.6,7.3,0,118.1,13.8,0,0,0,NA,NA,NA,0,129,20.7,"05/24/2019"
"JAAMH",4.5,5.5,5,2.8,3.2,2.8,62.9,62.9,62.9,NA,NA,NA,NA,NA,NA,65.6,66,65.7,"05/25/2019"
"NCI DAC",10,10,10,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.9,2.9,2.9,"05/25/2019"
"NHGRI",4.5,10,5.1,8.6,8.7,8.7,9.3,9.3,9.3,0,0,0,NA,NA,NA,8.7,18,9.4,"05/25/2019"
"NHLBI",5.2,5.2,5.2,8.7,8.7,8.7,NA,NA,NA,17.8,17.8,17.8,NA,NA,NA,26.5,26.5,26.5,"05/25/2019"
"NINDS",4.5,5.2,4.7,2.6,2.6,2.6,NA,NA,NA,NA,NA,NA,2,2,2,4.5,4.6,4.6,"05/25/2019"
"All DACs",4.5,10,5,2.6,8.7,3.9,0,62.9,57.8,0,17.8,1.3,2,2,2,2.9,66,27.1,"05/25/2019"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05/26/2019"
"JAAMH",0,4,0.3,0.8,0.8,0.8,62.9,62.9,62.9,NA,NA,NA,NA,NA,NA,63.6,63.6,63.6,"05/27/2019"
"NCI DAC",0,4,0.8,0.6,1.3,1.1,0,0,0,NA,NA,NA,NA,NA,NA,0.6,1.3,1.1,"05/27/2019"
"NHGRI",0,4.2,1.4,6.7,14.4,8.6,0,0,0,0,0,0,NA,NA,NA,6.7,14.4,8.6,"05/27/2019"
"NHLBI",0,0,0,7.3,7.3,7.3,115.1,115.1,115.1,0,0,0,NA,NA,NA,122.4,122.4,122.4,"05/27/2019"
"NINDS",16.9,16.9,16.9,1.4,1.4,1.4,16,16,16,NA,NA,NA,NA,NA,NA,17.4,17.4,17.4,"05/27/2019"
"All DACs",0,16.9,1.1,0.6,14.4,2.1,0,115.1,16.2,0,0,0,NA,NA,NA,0.6,122.4,17.5,"05/27/2019"
"CDAC",0,1.7,0.6,3,3.4,3.1,0,0,0,NA,NA,NA,NA,NA,NA,3,3.4,3.1,"05/28/2019"
"JAAMH",0,13.7,6.7,0,6.9,0.8,62.9,118.1,69.4,NA,NA,NA,3,3,3,3.1,125,63.2,"05/28/2019"
"NCI DAC",0,11,0.6,0,5.5,0.6,0,1.2,0.1,0,0,0,NA,NA,NA,0,5.5,0.6,"05/28/2019"
"NEI",7.9,7.9,7.9,23,23,23,0,0,0,NA,NA,NA,NA,NA,NA,23,23,23,"05/28/2019"
"NHGRI",0,13.9,1.5,6,10,6.6,0,0,0,0,0,0,NA,NA,NA,6,10,6.6,"05/28/2019"
"NHLBI",0,11.2,7.3,2,6,4.7,18.1,115.1,66.4,0,115.1,103.6,NA,NA,NA,2,121.1,79.3,"05/28/2019"
"NIAMS",0.9,0.9,0.9,1,1,1,NA,NA,NA,5.2,5.2,5.2,NA,NA,NA,6.2,6.2,6.2,"05/28/2019"
"NICHD",0.2,1.7,1.3,0.3,1.1,0.5,0,21.7,5.4,NA,NA,NA,NA,NA,NA,0.3,22.8,6,"05/28/2019"
"NIDDK",8,8,8,7,7,7,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,21.4,21.4,21.4,"05/28/2019"
"NIGMS",0,1.2,0.6,12.7,13.2,12.9,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,13,13.5,13.2,"05/28/2019"
"NINDS",0,13.9,12.2,0.4,1.7,0.5,0,9.9,5,NA,NA,NA,NA,NA,NA,1.8,10.2,5.5,"05/28/2019"
"All DACs",0,13.9,3.6,0,23,2.8,0,118.1,17,0,115.1,65.1,3,3,3,0,125,23,"05/28/2019"
"JAAMH",0,62.1,9.1,1.6,5.8,2.6,60,118.1,68,0.1,0.1,0.1,0.1,0.1,0.1,2.2,123.9,52.4,"05/29/2019"
"NCI DAC",0,55,1.6,0,4.4,1.8,0,3,0.2,0,3.7,1.6,NA,NA,NA,0,8.1,2.2,"05/29/2019"
"NHGRI",0,55,5.5,5.9,12,6.7,0,2.3,0.2,0,4.1,0.7,NA,NA,NA,5.9,16.1,7.1,"05/29/2019"
"NHLBI",0,7.1,1.5,5,14.2,10.8,15.9,23.2,19.8,NA,NA,NA,NA,NA,NA,20.8,33.2,30.6,"05/29/2019"
"NIDCR",0,0,0,0.2,0.2,0.2,NA,NA,NA,12.1,12.1,12.1,NA,NA,NA,12.4,12.4,12.4,"05/29/2019"
"NIGMS",0.2,0.2,0.2,11.7,11.7,11.7,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,12,12,12,"05/29/2019"
"All DACs",0,62.1,4.2,0,14.2,4,0,118.1,20.7,0,12.1,1.4,0.1,0.1,0.1,0,123.9,20.6,"05/29/2019"
"JAAMH",0,15,4.8,0.9,1,1,60,60,60,0.2,0.2,0.2,0.2,0.2,0.2,1.1,61,16.1,"05/30/2019"
"NCI DAC",0,15,5.8,0,2.9,0.5,0,2.9,0.1,0,0.1,0.1,NA,NA,NA,0,5.8,0.6,"05/30/2019"
"NEI",0.2,0.2,0.2,21.1,21.1,21.1,0,0,0,NA,NA,NA,NA,NA,NA,21.1,21.1,21.1,"05/30/2019"
"NHGRI",0,20.3,4.2,4.8,10.8,6.4,0,2.3,0.2,NA,NA,NA,NA,NA,NA,4.8,13.1,6.3,"05/30/2019"
"NHLBI",0,14.7,3.7,6.8,12.8,8.9,12,18.2,13.6,0,20.8,12.3,15.8,15.8,15.8,12.8,32.8,22,"05/30/2019"
"NIGMS",0.2,0.2,0.2,10.8,10.8,10.8,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,11.1,11.1,11.1,"05/30/2019"
"NINDS",0,0.2,0.1,3.7,4,3.8,0,0,0,NA,NA,NA,NA,NA,NA,3.8,4,3.9,"05/30/2019"
"All DACs",0,20.3,4.7,0,21.1,3.5,0,60,4.9,0,20.8,1.8,0.2,15.8,4.1,0,61,7.5,"05/30/2019"
"CDAC",2.1,2.1,2.1,0.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,"05/31/2019"
"JAAMH",0,11,1.7,0.1,4.8,2.2,55.1,60,57.2,118.1,118.1,118.1,0,60,8.4,3.1,122.5,42.2,"05/31/2019"
"NCATS",2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05/31/2019"
"NCI DAC",0,4.2,1,0,2.8,0.9,0,0.4,0.1,0,0,0,NA,NA,NA,0.1,3.1,1,"05/31/2019"
"NEI",0.1,2.1,0.6,19.9,20.5,20.2,0,4,3.3,0,0,0,NA,NA,NA,20.5,24.2,23.2,"05/31/2019"
"NHGRI",0,2.1,0.6,5,9.7,8.2,0,15.2,2.4,0,4.2,0.9,NA,NA,NA,5,24.9,10.1,"05/31/2019"
"NHLBI",0,25.1,0.8,2.8,6.1,3.3,0,70,3.9,0,302,75.5,NA,NA,NA,2.8,308.2,10.2,"05/31/2019"
"NIAMS",0,0,0,2.9,2.9,2.9,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,3.2,3.2,3.2,"05/31/2019"
"NIDDK",0.1,2.1,1.1,3.7,4.3,4,14.5,14.5,14.5,NA,NA,NA,84.3,84.3,84.3,18.1,88.6,53.4,"05/31/2019"
"NIGMS",0,2.1,1.1,9.6,10.3,10.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10,10.6,10.5,"05/31/2019"
"NINDS",0.1,0.1,0.1,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"05/31/2019"
"All DACs",0,25.1,0.9,0,20.5,4.3,0,70,7,0,302,17.8,0,84.3,14,0.1,308.2,12.7,"05/31/2019"
"NCI DAC",0,1.7,1.5,1.7,2.2,2.2,0,0,0,0,0,0,NA,NA,NA,1.7,2.2,2.2,"06/01/2019"
"NHGRI",6.7,6.7,6.7,4.5,4.5,4.5,0,0,0,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,"06/01/2019"
"All DACs",0,6.7,2,1.7,4.5,2.4,0,0,0,0,0,0,NA,NA,NA,1.7,4.5,2.4,"06/01/2019"
"JAAMH",0,0,0,2.7,2.7,2.7,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,3.9,3.9,3.9,"06/02/2019"
"NCI DAC",1.7,19.2,7.5,0.9,1.6,1.4,0,0.4,0.2,6,6,6,NA,NA,NA,1.2,7.7,3.5,"06/02/2019"
"All DACs",0,19.2,2.5,0.9,2.7,2.2,0,0.4,0.2,1.2,6,1.9,NA,NA,NA,1.2,7.7,3.8,"06/02/2019"
"JAAMH",0,14.2,4.5,1.3,2.4,2,55.1,118.1,66.6,1.2,1.2,1.2,1.2,1.2,1.2,3.2,119.4,34.5,"06/03/2019"
"Kids First DAC",4.9,4.9,4.9,0.8,12.6,2.8,0,3.2,0.6,NA,NA,NA,NA,NA,NA,0.8,15.8,3.4,"06/03/2019"
"NCI DAC",0,33.1,2.6,0,6.3,2.1,0,0.4,0.1,0,0,0,0.1,0.1,0.1,0,6.5,2.2,"06/03/2019"
"NEI",23.9,23.9,23.9,81.2,81.2,81.2,14,14,14,NA,NA,NA,NA,NA,NA,95.1,95.1,95.1,"06/03/2019"
"NHGRI",0,54.8,8,2,7,3.2,0,18.1,1.8,2.3,2.3,2.3,NA,NA,NA,2,20.8,5.1,"06/03/2019"
"NHLBI",0.1,19.6,8.7,0.9,8,1.3,0,19,2,0,27.1,12.2,NA,NA,NA,0.9,28.9,4.6,"06/03/2019"
"NICHD",3.1,3.1,3.1,2.9,2.9,2.9,33.8,33.8,33.8,NA,NA,NA,NA,NA,NA,36.8,36.8,36.8,"06/03/2019"
"NIDCR",1.7,9.9,4.4,7,7.2,7.1,15,15,15,NA,NA,NA,NA,NA,NA,22,22.2,22.1,"06/03/2019"
"NIDDK",0,12,1.1,15.2,15.5,15.3,0,0.8,0.7,NA,NA,NA,NA,NA,NA,15.2,16.2,16,"06/03/2019"
"NIGMS",1.7,1.7,1.7,7,7,7,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,7.3,7.3,7.3,"06/03/2019"
"NINDS",0.5,20.5,4.5,0.3,0.5,0.4,3.9,18,9.5,NA,NA,NA,NA,NA,NA,4.2,18.4,9.9,"06/03/2019"
"All DACs",0,54.8,6.4,0,81.2,2.9,0,118.1,4.7,0,27.1,4.7,0.1,1.2,0.8,0,119.4,7.7,"06/03/2019"
"CDAC",0.1,0.1,0.1,13,15,13.7,0.7,2.1,1.4,2.1,2.1,2.1,NA,NA,NA,15.1,15.8,15.3,"06/04/2019"
"ES DAC",0.1,0.1,0.1,2.8,2.8,2.8,7,7,7,NA,NA,NA,NA,NA,NA,9.7,9.7,9.7,"06/04/2019"
"JAAMH",0,18.8,0.8,0.7,27.8,3.8,55.1,90.2,58,NA,NA,NA,0,1.3,1,2.2,117.9,50.6,"06/04/2019"
"NCATS",0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/04/2019"
"NCI DAC",0,6.6,0.4,0,5,3.3,0,0.7,0.1,0,0,0,NA,NA,NA,0,5.7,3.3,"06/04/2019"
"NEI",0.1,0.1,0.1,16,16,16,26,26,26,26,26,26,NA,NA,NA,42,42,42,"06/04/2019"
"NHGRI",0,29.2,1.9,1.9,6,2.7,0,41,1.5,0,0.1,0,NA,NA,NA,1.9,43.2,4.1,"06/04/2019"
"NHLBI",0,0.6,0.2,0.1,6.1,4.2,0,65.9,29.6,14.1,190.9,140.9,NA,NA,NA,0.1,196.9,83.2,"06/04/2019"
"NIAID",0.1,0.1,0.1,33.8,33.8,33.8,0,0,0,NA,NA,NA,NA,NA,NA,33.9,33.9,33.9,"06/04/2019"
"NIAMS",0,1.1,0.2,5.8,6.8,6.5,7,16.7,11.8,7,7,7,NA,NA,NA,13.5,22.9,16.7,"06/04/2019"
"NICHD",0.1,26.9,6.4,1.9,2.2,2,0,33.8,16.9,NA,NA,NA,NA,NA,NA,2,36,18.9,"06/04/2019"
"NIDDK",0.1,5.8,2.9,14.2,14.5,14.4,0,0.8,0.4,NA,NA,NA,NA,NA,NA,14.5,15,14.8,"06/04/2019"
"NIGMS",0,21.8,3.7,5.4,5.8,5.7,4.1,4.2,4.2,4.2,4.2,4.2,NA,NA,NA,9.5,10,9.9,"06/04/2019"
"NINDS",0.1,0.1,0.1,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"06/04/2019"
"All DACs",0,29.2,0.9,0,33.8,4.8,0,90.2,12.6,0,190.9,45.2,0,1.3,1,0,196.9,20.2,"06/04/2019"
"JAAMH",0,20.3,1.7,0.5,1.2,0.8,54,55.1,54.3,3.9,3.9,3.9,NA,NA,NA,4.7,55.6,29.9,"06/05/2019"
"NCI DAC",0,20.3,10.9,0.1,1.4,1.1,0,0.2,0,0,0.2,0,NA,NA,NA,0.1,1.6,1.1,"06/05/2019"
"NHGRI",0,20.3,10.2,1.9,12,3,0,32,1.1,0,0,0,NA,NA,NA,1.9,36.7,4,"06/05/2019"
"NHLBI",5.2,22.4,18.6,5.1,6.8,5.7,16.1,16.1,16.1,0,20.9,2.5,NA,NA,NA,5.1,26.5,8.9,"06/05/2019"
"NIDCR",2.8,20.3,11.6,5.9,6.5,6.2,6.2,14.1,10.2,NA,NA,NA,NA,NA,NA,12.2,20.5,16.4,"06/05/2019"
"NIGMS",20.3,22.8,21.6,4.9,5,5,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,9,9.2,9.1,"06/05/2019"
"NINDS",0.8,20.3,9,1.8,2.3,2,0,6.1,4.1,NA,NA,NA,NA,NA,NA,1.9,8.4,6.1,"06/05/2019"
"All DACs",0,22.8,10,0.1,12,2.2,0,55.1,4.4,0,20.9,2,NA,NA,NA,0.1,55.6,6.3,"06/05/2019"
"CDAC",0.8,0.8,0.8,13,13,13,0,0,0,NA,NA,NA,NA,NA,NA,13,13,13,"06/06/2019"
"JAAMH",0,3.6,1,0,0.5,0.4,54,57,54.5,NA,NA,NA,3.9,3.9,3.9,4.3,57.2,52.6,"06/06/2019"
"NCI DAC",0,6.5,1.7,0,2.8,0.7,0,3.2,0.3,0,0,0,NA,NA,NA,0,5.9,0.9,"06/06/2019"
"NHGRI",0,3.1,0.5,0.9,4,2.7,0,0,0,0,0,0,NA,NA,NA,0.9,4,2.7,"06/06/2019"
"NINDS",1.4,5.2,3.3,1,1,1,6.1,14,10.1,NA,NA,NA,NA,NA,NA,7.2,15,11.1,"06/06/2019"
"All DACs",0,6.5,1.2,0,13,1.2,0,57,24.4,0,0,0,3.9,3.9,3.9,0,57.2,22.1,"06/06/2019"
"JAAMH",0,2.8,1.4,7.1,25.2,16.1,46,90.2,64.9,90.2,90.2,90.2,NA,NA,NA,53,115.4,84.1,"06/07/2019"
"NCI DAC",0,7.8,1.9,0,1.8,0.9,0,0.2,0.1,0,0,0,NA,NA,NA,0,2,0.9,"06/07/2019"
"NHGRI",0.3,5.6,2.2,2.8,9.9,4.3,0,7.1,1.2,NA,NA,NA,NA,NA,NA,2.8,17,5.4,"06/07/2019"
"NHLBI",0,0.6,0.2,4,5,4.1,0,16.1,0.6,0,0,0,NA,NA,NA,4,21.1,4.6,"06/07/2019"
"NIAMS",0.1,0.1,0.1,4.3,4.3,4.3,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,20.2,20.2,20.2,"06/07/2019"
"NIGMS",0.1,0.1,0.1,2.8,2.8,2.8,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,7,7,7,"06/07/2019"
"All DACs",0,7.8,0.6,0,25.2,4.3,0,90.2,4.5,0,90.2,10,NA,NA,NA,0,115.4,9.3,"06/07/2019"
