"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"JAAMH",0,0,0,9.1,9.1,9.1,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,10.2,10.2,10.2,"01/01/2019"
"NCI DAC",31.1,31.1,31.1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"01/01/2019"
"NHGRI",0,13,1.4,2.9,3.2,3.1,0,13.7,1.5,0,0,0,NA,NA,NA,3,16.6,4.5,"01/01/2019"
"NIAMS",0,0.1,0.1,1,1.2,1.2,1,1,1,NA,NA,NA,NA,NA,NA,2,2.2,2.2,"01/01/2019"
"NIGMS",13.7,13.7,13.7,1.1,1.1,1.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"01/01/2019"
"NINDS",0,0,0,2.2,2.2,2.2,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,9,9,9,"01/01/2019"
"All DACs",0,31.1,2.5,1,9.1,2.4,0,13.7,1.7,0,0,0,1.1,1.1,1.1,1,16.6,4,"01/01/2019"
"CDAC",0.1,1.1,0.6,11.8,12,11.9,0,0,0,NA,NA,NA,NA,NA,NA,11.8,12.1,11.9,"01/02/2019"
"JAAMH",0,33.1,7.5,6.2,8.2,8,43.3,76.1,44.7,NA,NA,NA,NA,NA,NA,51.1,82.2,52.7,"01/02/2019"
"NCI DAC",0,30,4.8,0,7.5,5.2,0,0,0,0,243.8,4.5,NA,NA,NA,0,251.2,8.6,"01/02/2019"
"NHGRI",0,36.2,4.8,2,7.2,3.5,0,17.7,0.9,0,0,0,NA,NA,NA,2,19.7,4.3,"01/02/2019"
"NHLBI",0,13,0.3,0,308.8,4.3,0,1,0.1,0,0,0,NA,NA,NA,0,308.8,4.4,"01/02/2019"
"NICHD",27,27,27,5.8,5.8,5.8,15,15,15,NA,NA,NA,NA,NA,NA,20.8,20.8,20.8,"01/02/2019"
"NIDDK",1,1,1,40.2,40.2,40.2,0,0,0,NA,NA,NA,NA,NA,NA,40.3,40.3,40.3,"01/02/2019"
"NIGMS",5.1,5.1,5.1,30.1,30.1,30.1,NA,NA,NA,NA,NA,NA,0,0,0,30.2,30.2,30.2,"01/02/2019"
"NINDS",0.5,1,0.9,1.2,1.2,1.2,0,0,0,NA,NA,NA,NA,NA,NA,1.2,1.3,1.3,"01/02/2019"
"All DACs",0,36.2,2.8,0,308.8,5.2,0,76.1,6.7,0,243.8,4.2,0,0,0,0,308.8,11.2,"01/02/2019"
"CDAC",0.8,7.8,4.2,11.1,11.1,11.1,0,0,0,NA,NA,NA,NA,NA,NA,11.1,11.1,11.1,"01/03/2019"
"JAAMH",0,7.8,3.4,6.8,7.2,7.1,43.3,43.3,43.3,1.2,1.2,1.2,NA,NA,NA,7.9,50.6,45.2,"01/03/2019"
"NCI DAC",0,987.9,23.5,0,6.2,2.9,0,0.2,0,0,0,0,NA,NA,NA,0,6.2,2.9,"01/03/2019"
"NEI",1,7.8,4.9,43.1,43.1,43.1,0,0,0,0,0,0,NA,NA,NA,43.1,43.1,43.1,"01/03/2019"
"NHGRI",0.9,23.8,7.9,1.1,4.4,1.4,0,2.2,0.2,0,0,0,NA,NA,NA,1.1,6.6,1.6,"01/03/2019"
"NHLBI",0,8.8,5.3,0.5,4.2,3.2,1,15.4,11,0,0,0,NA,NA,NA,4.2,15.8,13.5,"01/03/2019"
"NIAMS",7.8,8.8,8.1,0.1,0.4,0.2,0.2,0.2,0.2,1.1,1.1,1.1,NA,NA,NA,0.3,1.5,0.7,"01/03/2019"
"NICHD",1,1,1,4.9,4.9,4.9,NA,NA,NA,NA,NA,NA,0,0,0,4.9,4.9,4.9,"01/03/2019"
"NIDCR",1,7.8,6.1,0.1,5.9,1.5,0.2,7.9,2.2,NA,NA,NA,NA,NA,NA,0.3,13.8,3.7,"01/03/2019"
"NIDDK",7.8,8.8,8.5,39.4,39.7,39.6,17.8,24.8,19.6,NA,NA,NA,NA,NA,NA,57.5,64.1,59.2,"01/03/2019"
"NIGMS",1,7.8,5.5,29.2,29.2,29.2,0,0,0,NA,NA,NA,NA,NA,NA,29.2,29.2,29.2,"01/03/2019"
"NINDS",7.8,7.8,7.8,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"01/03/2019"
"All DACs",0,987.9,11.9,0,43.1,6,0,43.3,8.9,0,1.2,0.3,0,0,0,0,64.1,14,"01/03/2019"
"CDAC",0,3,1.5,10,10,10,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,10.1,10.1,10.1,"01/04/2019"
"JAAMH",0,3,3,5.7,6.1,5.9,43.3,43.3,43.3,NA,NA,NA,NA,NA,NA,49,49.4,49.2,"01/04/2019"
"NCI DAC",0,56.2,4.8,1.1,2.1,1.8,0,0.3,0.1,0,0,0,NA,NA,NA,1.1,2.3,1.8,"01/04/2019"
"NHGRI",0,17.3,6.7,0.2,5.8,2.8,0,27.8,1.4,0,27.8,2.8,NA,NA,NA,0.2,28.2,4.7,"01/04/2019"
"NHLBI",0,3.1,3,2.8,3.2,2.8,0,11.2,0.5,0,0,0,NA,NA,NA,2.8,14.5,3.2,"01/04/2019"
"NIAID",3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/2019"
"NICHD",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/2019"
"NIDCD DAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/2019"
"NIDCR",0,0,0,6.8,6.8,6.8,11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,18.8,18.8,18.8,"01/04/2019"
"NIGMS",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/2019"
"NINDS",0,3,2.5,3.8,3.8,3.8,31,31,31,NA,NA,NA,NA,NA,NA,34.8,34.8,34.8,"01/04/2019"
"All DACs",0,56.2,4,0.2,10,2.6,0,43.3,2.4,0,27.8,1.2,NA,NA,NA,0.2,49.4,4.7,"01/04/2019"
"ES DAC",0,0,0,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,0,0,0,5.8,5.8,5.8,"01/05/2019"
"NHGRI",0,0,0,4,4,4,8.8,8.8,8.8,0,0,0,NA,NA,NA,12.8,12.8,12.8,"01/05/2019"
"NHLBI",0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/05/2019"
"All DACs",0,0,0,2,5.8,2.5,8.8,8.8,8.8,0,0,0,0,0,0,5.8,12.8,9.3,"01/05/2019"
"CDAC",3.7,3.7,3.7,8.4,8.4,8.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,8.5,8.5,8.5,"01/06/2019"
"NCI DAC",1.8,16.9,11.2,0.7,5.2,1.6,0,0,0,0,2.9,0.9,NA,NA,NA,0.7,6,2.4,"01/06/2019"
"NIDCR",13,13,13,7.8,7.8,7.8,9.7,9.7,9.7,NA,NA,NA,NA,NA,NA,17.5,17.5,17.5,"01/06/2019"
"All DACs",1.8,16.9,10.4,0.7,8.4,3.5,0,9.7,3.3,0,2.9,0.9,NA,NA,NA,0.7,17.5,5.4,"01/06/2019"
"CDAC",6.1,6.1,6.1,6.8,6.8,6.8,11.2,11.2,11.2,NA,NA,NA,NA,NA,NA,18,18,18,"01/07/2019"
"ES DAC",0,0,0,4.1,4.1,4.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"01/07/2019"
"JAAMH",0,33,4.6,0.9,3.3,2.8,43.3,76.1,48.2,1.2,43.3,7.2,1.2,3,1.7,4.1,77.5,43,"01/07/2019"
"NCI DAC",0,6.1,0.5,0,6.4,4.9,0,3,0.2,0,0,0,NA,NA,NA,0,9.3,5.1,"01/07/2019"
"NHGRI",0,33,4.5,2,7.1,3.2,0,4,0.6,0,0,0,NA,NA,NA,2.1,11.1,3.7,"01/07/2019"
"NHLBI",0,33,5.1,0.1,0.8,0.5,11.2,11.2,11.2,0,0,0,NA,NA,NA,0.1,11.5,6.3,"01/07/2019"
"NIAID",0.2,2.2,1.9,0,0.1,0.1,0,50.1,8.3,NA,NA,NA,NA,NA,NA,0.1,50.1,8.5,"01/07/2019"
"NIAMS",0.2,2.2,2.1,2,6.3,5.9,3.5,23,5.2,NA,NA,NA,NA,NA,NA,9.8,25,11.1,"01/07/2019"
"NICHD",3.8,10,6.7,0.7,1.2,0.9,0,15,7.5,NA,NA,NA,0,0,0,0.8,15.8,5.9,"01/07/2019"
"NIDCR",0,2.2,0.6,6.3,6.6,6.5,3.5,9.6,8.1,NA,NA,NA,NA,NA,NA,9.8,16.2,14.6,"01/07/2019"
"NIDDK",0.9,6.1,2.4,35,35.2,35.2,24.8,24.8,24.8,24.7,24.7,24.7,NA,NA,NA,59.8,59.9,59.9,"01/07/2019"
"NIGMS",0,0.2,0.1,25,25.2,25.2,0,0.1,0.1,0,0,0,NA,NA,NA,25.1,25.3,25.3,"01/07/2019"
"NINDS",0,6.8,2.3,0.8,1.4,1.1,2.8,55.8,15.1,NA,NA,NA,2.8,2.8,2.8,3.6,57.2,14.5,"01/07/2019"
"All DACs",0,33,2.8,0,35.2,5.8,0,76.1,10.5,0,43.3,10.8,0,3,1.8,0,77.5,16.1,"01/07/2019"
"CDAC",0,20.5,8.5,5.5,5.9,5.7,0.1,28.3,14.2,NA,NA,NA,NA,NA,NA,5.6,34,19.9,"01/08/2019"
"JAAMH",0,20.5,4.8,2.8,9.2,8.1,36.3,39.1,36.4,NA,NA,NA,36.3,48.2,42.3,45.2,57,45.4,"01/08/2019"
"Kids First DAC",20.5,20.5,20.5,5.2,5.2,5.2,9.5,9.6,9.6,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,"01/08/2019"
"NCI DAC",0,21.5,6.7,0,6,3.1,0,3,0.5,0,0,0,NA,NA,NA,0,8.3,3.4,"01/08/2019"
"NHGRI",0.2,26.8,16,1,5.8,2,0,4,0.3,0,9.2,1.2,NA,NA,NA,1,15,2.4,"01/08/2019"
"NHLBI",0,20.5,10.1,0,5.9,1.8,14.2,22,16.3,0,0,0,NA,NA,NA,0,27.9,5,"01/08/2019"
"NIAID",0.8,20.5,17.2,15.8,15.9,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2019"
"NIAMS",0,0,0,0.8,0.8,0.8,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"01/08/2019"
"NICHD",0.8,21.2,18.5,2,2.1,2,0,0,0,NA,NA,NA,0,0,0,2,2.1,2,"01/08/2019"
"NIDCD DAC",20.5,20.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2019"
"NIDCR",20.5,20.5,20.5,5.2,5.2,5.2,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,"01/08/2019"
"NIDDK",0.6,20.5,14.5,34.1,34.1,34.1,17.8,17.8,17.8,NA,NA,NA,NA,NA,NA,52,52,52,"01/08/2019"
"NIGMS",0.8,20.5,12.5,23.9,24,23.9,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,24,24.1,24,"01/08/2019"
"NINDS",0.8,20.5,9.4,0,0.8,0.4,2,55.8,12.6,NA,NA,NA,NA,NA,NA,2.8,55.9,13,"01/08/2019"
"All DACs",0,26.8,9.7,0,34.1,4.6,0,55.8,14.9,0,9.2,0.1,0,48.2,16.9,0,57,14.2,"01/08/2019"
"JAAMH",0,7.3,6.6,8.1,8.4,8.4,36.3,36.3,36.3,NA,NA,NA,NA,NA,NA,44.5,44.7,44.7,"01/09/2019"
"NCI DAC",0,49.5,8.1,0,0.9,0.3,0,6.1,0.8,0,0,0,NA,NA,NA,0,7,1,"01/09/2019"
"NEI",7.3,7.3,7.3,37.3,37.3,37.3,0,0,0,NA,NA,NA,NA,NA,NA,37.3,37.3,37.3,"01/09/2019"
"NHGRI",0,6.8,3.7,1,2,1.2,0,0,0,0,0,0,NA,NA,NA,1,2,1.2,"01/09/2019"
"NHLBI",0,5,1.9,0.7,4.8,4.2,0,21.2,15.5,NA,NA,NA,NA,NA,NA,0.7,25.9,19.7,"01/09/2019"
"All DACs",0,49.5,5.4,0,37.3,3,0,36.3,9.9,0,0,0,NA,NA,NA,0,44.7,11.3,"01/09/2019"
"CDAC",0,0,0,4,4,4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,4,4,4,"01/10/2019"
"JAAMH",0,0,0,6.7,6.7,6.7,NA,NA,NA,NA,NA,NA,48.2,48.2,48.2,54.9,54.9,54.9,"01/10/2019"
"NCI DAC",0,31.2,2.8,0,3.1,2.2,0,22,1.2,0,0,0,NA,NA,NA,0,22.1,3.2,"01/10/2019"
"NHGRI",0,23.9,6.3,1,3.9,2.8,0,4,2.6,0,4,1.7,NA,NA,NA,1,7.9,5.2,"01/10/2019"
"NHLBI",0,34,13.1,0.4,4.4,3.7,9,14.1,10.6,0,0,0,NA,NA,NA,0.4,18.5,13.6,"01/10/2019"
"NIDDK",0,0,0,32.3,32.3,32.3,17.8,17.8,17.8,NA,NA,NA,NA,NA,NA,50.1,50.1,50.1,"01/10/2019"
"NIGMS",2,2.9,2.5,21.8,22,21.9,3,3,3,NA,NA,NA,NA,NA,NA,24.8,25,24.9,"01/10/2019"
"All DACs",0,34,5.8,0,32.3,3.8,0,22,4.1,0,4,0.6,48.2,48.2,48.2,0,54.9,7.8,"01/10/2019"
"CDAC",0,0,0,3.3,3.3,3.3,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,3.4,3.4,3.4,"01/11/2019"
"ES DAC",0,0,0,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.4,0.4,0.4,"01/11/2019"
"JAAMH",0,4,2,0.5,6.4,5.6,36.3,39,37.5,0.2,0.2,0.2,0,0.2,0.1,0.5,45.4,37.2,"01/11/2019"
"NCI DAC",0,24.3,3.2,0,1.2,0.3,0,0.2,0.1,0,0.1,0.1,NA,NA,NA,0.2,1.2,0.4,"01/11/2019"
"NEI",0,9.4,4.7,35.3,40.3,37.8,0,14.1,7.1,NA,NA,NA,NA,NA,NA,35.3,54.4,44.9,"01/11/2019"
"NHGRI",0,60.1,3.9,0.3,10.7,1.1,0,34.9,2.1,0,0,0,NA,NA,NA,0.5,35.2,2.6,"01/11/2019"
"NHLBI",0,9.4,0.2,0.3,612,38.1,14.1,14.1,14.1,0,14.1,1.8,NA,NA,NA,0.3,612,51.3,"01/11/2019"
"NIAID",0,0,0,13.4,13.4,13.4,53.2,53.2,53.2,NA,NA,NA,NA,NA,NA,66.6,66.6,66.6,"01/11/2019"
"NIAMS",0,0,0,2.8,2.8,2.8,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,12.4,12.4,12.4,"01/11/2019"
"NIDDK",9.4,9.4,9.4,31.6,49.4,36,24.7,24.7,24.7,NA,NA,NA,6.9,6.9,6.9,56.3,56.3,56.3,"01/11/2019"
"NIGMS",0,0,0,21.5,21.5,21.5,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,21.5,21.5,21.5,"01/11/2019"
"NINDS",0,9.4,3.9,12,12.3,12.2,0,125.1,19.8,NA,NA,NA,0,0.1,0.1,12.2,137.5,28.8,"01/11/2019"
"All DACs",0,60.1,1.8,0,612,14,0,125.1,14.7,0,14.1,0.5,0,6.9,0.8,0.2,612,25.3,"01/11/2019"
"NCI DAC",0,6.3,4.4,0.3,0.9,0.5,0,0.6,0.2,NA,NA,NA,NA,NA,NA,0.3,1.5,0.7,"01/12/2019"
"NHGRI",0,15.5,5.2,9.4,10,9.8,0,0,0,0,0,0,NA,NA,NA,9.4,10,9.8,"01/12/2019"
"All DACs",0,15.5,4.8,0.3,10,4.5,0,0.6,0.1,0,0,0,NA,NA,NA,0.3,10,4.6,"01/12/2019"
"NCI DAC",0.1,11,2.4,0,3.6,1.4,0,2.8,1,0,0.1,0.1,NA,NA,NA,0,3.8,2,"01/13/2019"
"NEI",6.2,6.2,6.2,32.5,32.5,32.5,0,0,0,NA,NA,NA,NA,NA,NA,32.5,32.5,32.5,"01/13/2019"
"NHGRI",2.7,2.7,2.7,8.5,8.5,8.5,NA,NA,NA,0,0,0,NA,NA,NA,8.5,8.5,8.5,"01/13/2019"
"NHLBI",9.7,9.7,9.7,0.7,0.7,0.7,14.1,14.1,14.1,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,"01/13/2019"
"NIDDK",6.2,6.2,6.2,46.6,46.6,46.6,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,53.5,53.5,53.5,"01/13/2019"
"All DACs",0.1,11,3.6,0,46.6,6,0,14.1,3.9,0,0.1,0.1,NA,NA,NA,0,53.5,8.4,"01/13/2019"
"ES DAC",42.2,42.2,42.2,3.6,3.6,3.6,NA,NA,NA,NA,NA,NA,0,0,0,3.6,3.6,3.6,"01/14/2019"
"JAAMH",1.6,42.2,6.1,2.6,3.4,3,39,67.2,41.8,NA,NA,NA,39,39,39,41.6,70.3,44.5,"01/14/2019"
"NCATS",42.2,42.2,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/14/2019"
"NCI DAC",0,42.2,37.2,0,3.6,3.2,0,5.6,0.1,0,0,0,NA,NA,NA,0,9.2,3.2,"01/14/2019"
"NEI",6,6,6,32.1,32.1,32.1,0,0,0,NA,NA,NA,NA,NA,NA,32.1,32.1,32.1,"01/14/2019"
"NHGRI",0,42.2,27.9,3.9,8.2,7.5,0,25.1,1.1,0,1.3,0.8,NA,NA,NA,7.6,29,8.6,"01/14/2019"
"NHLBI",0,181,49,0.1,3,1,6.9,22.2,14.1,0,371.6,185.8,NA,NA,NA,0.1,374.7,36.6,"01/14/2019"
"NIAMS",9.8,42.2,38.2,0.1,8.8,7.7,12.8,28,14.7,NA,NA,NA,NA,NA,NA,21.5,28.1,22.4,"01/14/2019"
"NIGMS",0,42.2,32.9,17.8,18.1,17.8,0.1,3,2.2,3,3,3,NA,NA,NA,18,20.8,20.1,"01/14/2019"
"NINDS",0.1,42.2,19.3,8.6,9.2,8.8,0,16.2,6.3,41.3,41.3,41.3,0,0.1,0.1,8.6,50,24.2,"01/14/2019"
"All DACs",0,181,32.2,0,32.1,5.1,0,67.2,5.9,0,371.6,30.8,0,39,13,0,374.7,12.8,"01/14/2019"
"CDAC",0,0,0,10,10,10,0,0,0,NA,NA,NA,NA,NA,NA,10,10,10,"01/15/2019"
"JAAMH",0,5.1,2.1,1.5,2.5,2,39,67.2,46.1,NA,NA,NA,5.2,67.2,13.1,7,69.2,22.5,"01/15/2019"
"NCI DAC",0,28.8,5.1,0.5,5.4,3.6,0,5.6,0.3,0,0.6,0.6,NA,NA,NA,0.5,8.5,4.1,"01/15/2019"
"NHGRI",0,97,3.8,2.9,7.4,4.6,0,37,3.9,0,5.3,3.2,NA,NA,NA,3,44.2,8.3,"01/15/2019"
"NHLBI",0.9,25.7,9.9,0.1,2.5,1.5,0,22.2,8.8,0,0,0,NA,NA,NA,0.1,24.6,6,"01/15/2019"
"NIAID",0.9,1,1,9,9,9,53.2,53.2,53.2,53.2,53.2,53.2,NA,NA,NA,62.2,62.2,62.2,"01/15/2019"
"NIAMS",0,0.9,0.6,8.1,8.5,8.2,18.2,19,18.8,NA,NA,NA,NA,NA,NA,26.7,27.2,27,"01/15/2019"
"NICHD",0.9,0.9,0.9,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,"01/15/2019"
"NIDDK",5.1,5.1,5.1,45,45,45,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,51.9,51.9,51.9,"01/15/2019"
"NIGMS",0.9,28.8,7.3,16.9,17.3,17.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,20,20.4,20.2,"01/15/2019"
"NINDS",0.9,1,0.9,7.9,8,8,16.2,125.1,70.6,0.1,0.1,0.1,0.1,0.1,0.1,8.1,133,20.9,"01/15/2019"
"All DACs",0,97,5.3,0.1,45,5.9,0,125.1,7,0,53.2,1.6,0.1,67.2,8.5,0.1,133,10.6,"01/15/2019"
"JAAMH",0,13.4,4.1,0.6,1,0.9,39,39,39,13,13,13,NA,NA,NA,14,40,36.3,"01/16/2019"
"NCI DAC",0,9.5,4.3,0.2,1.6,0.7,0,5.6,0.5,0,0,0,NA,NA,NA,0.3,7.2,1.1,"01/16/2019"
"NHGRI",1.1,9.4,6.5,5.6,6.3,5.8,0,0,0,NA,NA,NA,NA,NA,NA,5.6,6.3,5.8,"01/16/2019"
"NHLBI",0.1,0.1,0.1,1.1,1.1,1.1,22.1,22.1,22.1,NA,NA,NA,NA,NA,NA,23.2,23.2,23.2,"01/16/2019"
"NIDDK",0.7,1.1,0.9,43.9,44.1,44,6.9,16.3,11.6,NA,NA,NA,NA,NA,NA,50.8,60.4,55.6,"01/16/2019"
"NINDS",2.2,2.2,2.2,6.8,6.8,6.8,0,34.3,17.2,NA,NA,NA,NA,NA,NA,6.8,41.1,23.9,"01/16/2019"
"All DACs",0,13.4,4.1,0.2,44.1,3.6,0,39,19.6,0,13,6.5,NA,NA,NA,0.3,60.4,21.6,"01/16/2019"
"CDAC",0.9,0.9,0.9,8,8,8,0,0,0,NA,NA,NA,NA,NA,NA,8,8,8,"01/17/2019"
"JAAMH",0,20.1,3.4,0,11,2.9,27.8,39,34,5.1,5.1,5.1,NA,NA,NA,5.1,39.2,25.4,"01/17/2019"
"NCATS",0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/17/2019"
"NCI DAC",0,41.8,3.5,0,0.8,0.4,0,1,0.1,0,0.1,0,NA,NA,NA,0,1.4,0.4,"01/17/2019"
"NEI",0.9,0.9,0.9,33.8,33.8,33.8,37.2,37.2,37.2,NA,NA,NA,NA,NA,NA,71,71,71,"01/17/2019"
"NHGRI",0,30.1,3.8,0.8,5.3,1.8,0,5.3,4.5,0,0,0,NA,NA,NA,4.7,6.3,5.8,"01/17/2019"
"NHLBI",0,10.2,4.4,0.1,4.7,1.3,6.4,20.5,14.2,0,0,0,NA,NA,NA,0.1,21.3,11.1,"01/17/2019"
"NIAMS",0.9,0.9,0.9,12,12,12,13,13,13,NA,NA,NA,NA,NA,NA,25.1,25.1,25.1,"01/17/2019"
"NIDCR",7.8,7.8,7.8,7.6,7.6,7.6,25.8,25.8,25.8,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,"01/17/2019"
"NIDDK",0.9,0.9,0.9,43,43,43,16.3,16.3,16.3,NA,NA,NA,NA,NA,NA,59.4,59.4,59.4,"01/17/2019"
"NIGMS",0.9,0.9,0.9,15,15,15,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,18.1,18.1,18.1,"01/17/2019"
"NINDS",0,10.2,2.8,5.7,5.8,5.8,0,0,0,0.1,0.1,0.1,NA,NA,NA,5.8,6,5.9,"01/17/2019"
"All DACs",0,41.8,3.3,0,43,5.6,0,39,8.4,0,5.1,1.5,NA,NA,NA,0,71,12.9,"01/17/2019"
"CDAC",0,0,0,7,7,7,0,0,0,NA,NA,NA,NA,NA,NA,7,7,7,"01/18/2019"
"ES DAC",0,0,0,6.8,7,6.9,0,0,0,NA,NA,NA,0,0,0,6.8,7,6.9,"01/18/2019"
"JAAMH",0,10.1,2.8,10,10.5,10.1,27.9,27.9,27.9,NA,NA,NA,27.9,27.9,27.9,37.8,38.3,38,"01/18/2019"
"NCI DAC",0,51.9,6.3,0,4.2,1.4,0,5.6,0.2,0,0,0,NA,NA,NA,0.1,5.8,1.6,"01/18/2019"
"NHGRI",0,8.2,0.5,6,6.6,6.4,0,7.1,3.8,0,7.1,2.4,NA,NA,NA,6,13.7,9.9,"01/18/2019"
"NHLBI",0,0,0,0.1,6.1,2.6,0,0.8,0.3,NA,NA,NA,NA,NA,NA,0.1,6.9,2.9,"01/18/2019"
"NIAMS",0,0,0,13.7,13.7,13.7,10.2,10.2,10.2,NA,NA,NA,NA,NA,NA,23.9,23.9,23.9,"01/18/2019"
"NICHD",31,31,31,4.7,4.7,4.7,NA,NA,NA,NA,NA,NA,0,0,0,4.7,4.7,4.7,"01/18/2019"
"NIDCR",7,7,7,13.9,13.9,13.9,11.2,11.2,11.2,NA,NA,NA,NA,NA,NA,25.1,25.1,25.1,"01/18/2019"
"NIGMS",8.2,8.2,8.2,14,14,14,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,17.1,17.1,17.1,"01/18/2019"
"NINDS",0,15.9,6.1,4.7,4.9,4.8,0,0,0,NA,NA,NA,NA,NA,NA,4.7,5,4.9,"01/18/2019"
"All DACs",0,51.9,3.8,0,14,4.8,0,27.9,6.8,0,7.1,0.7,0,27.9,9.3,0.1,38.3,11.1,"01/18/2019"
"CDAC",0.9,0.9,0.9,5.7,5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/19/2019"
"NCI DAC",0.1,0.9,0.6,1.5,2.4,1.9,0,0,0,0,0,0,NA,NA,NA,1.5,2.4,1.9,"01/19/2019"
"NHGRI",0.9,0.9,0.9,4.8,4.8,4.8,NA,NA,NA,0,0,0,NA,NA,NA,4.8,4.8,4.8,"01/19/2019"
"NHLBI",0.2,0.9,0.6,2.5,2.7,2.6,0,0,0,0,0,0,NA,NA,NA,2.5,2.7,2.6,"01/19/2019"
"NIAID",0.9,0.9,0.9,4.6,4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/19/2019"
"NIDCR",0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/19/2019"
"NIDDK",0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/19/2019"
"All DACs",0.1,0.9,0.7,1.5,5.7,2.7,0,0,0,0,0,0,NA,NA,NA,1.5,4.8,2.3,"01/19/2019"
"NCI DAC",6.9,6.9,6.9,0.8,0.8,0.8,NA,NA,NA,0,0,0,NA,NA,NA,0.8,0.8,0.8,"01/20/2019"
"NHGRI",10.2,10.2,10.2,4.3,4.3,4.3,NA,NA,NA,0,0,0,NA,NA,NA,4.3,4.3,4.3,"01/20/2019"
"NINDS",5.5,5.5,5.5,2.8,2.8,2.8,7,7,7,NA,NA,NA,NA,NA,NA,9.8,9.8,9.8,"01/20/2019"
"All DACs",5.5,10.2,7.5,0.8,4.3,2.6,7,7,7,0,0,0,NA,NA,NA,0.8,9.8,5,"01/20/2019"
"CDAC",3.7,244.1,123.9,4.2,4.4,4.3,0,17.2,8.6,NA,NA,NA,NA,NA,NA,4.4,21.4,12.9,"01/21/2019"
"JAAMH",3,13,4.9,3,7.5,6.6,27.9,60.2,33.6,NA,NA,NA,NA,NA,NA,35,63.2,40.1,"01/21/2019"
