"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NIDCR",0,0.7,0.5,2.1,2.3,2.3,1.2,9,6.4,NA,NA,NA,NA,NA,NA,3.3,11.4,8.7,"07/14/2017"
"NIDDK",0,0,0,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"07/14/2017"
"NINDS",0,0,0,4.7,4.7,4.7,0,0,0,NA,NA,NA,NA,NA,NA,4.8,4.8,4.8,"07/14/2017"
"All DACs",0,84.2,5.1,0.1,24.8,4.1,0,94.1,8.6,0,450.2,25.9,1,36,16.9,2.6,453.4,20.5,"07/14/2017"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/15/2017"
"NCI DAC",5.1,5.1,5.1,3.2,3.2,3.2,29.8,151.5,70.3,448.5,448.5,448.5,19.9,19.9,19.9,33,451.8,224.9,"07/16/2017"
"All DACs",5.1,5.1,5.1,3.2,3.2,3.2,29.8,151.5,70.3,448.5,448.5,448.5,19.9,19.9,19.9,33,451.8,224.9,"07/16/2017"
"CDAC",0,0,0,1.1,1.1,1.1,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,8.3,8.3,8.3,"07/17/2017"
"JAAMH",0,7,0.9,1.9,16.1,13.7,6,6,6,0,0,0,0.2,0.2,0.2,1.9,22,18.6,"07/17/2017"
"NCATS",2.9,2.9,2.9,22.1,22.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/17/2017"
"NCI DAC",0,25.2,1.4,0,8.9,1.6,0,33.6,7.3,0,452.6,151.8,29.8,33.6,30.6,0,454.7,22.1,"07/17/2017"
"NEI",2.9,2.9,2.9,22,22,22,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,35.1,35.1,35.1,"07/17/2017"
"NHGRI",0,10.8,2.3,0.1,6.9,3.4,0,12,1.5,0,0,0,NA,NA,NA,0.3,15.9,4.5,"07/17/2017"
"NHLBI",0,17,2.6,0.2,7.2,6.2,0,26,0.3,0,0,0,NA,NA,NA,0.2,28.2,6.4,"07/17/2017"
"NIAMS",0,2.9,1,0.2,7.1,2.5,0.1,14,4.7,NA,NA,NA,NA,NA,NA,0.3,21,7.2,"07/17/2017"
"NICHD",0,0,0,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"07/17/2017"
"NIDDK",0,2.9,1.8,4.1,4.1,4.1,0,0,0,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,"07/17/2017"
"NIGMS",0,14.2,2.2,0.9,1,1,1,1,1,1,1,1,1,1,1,1.9,2,2,"07/17/2017"
"NINDS",0,5.9,1.7,1.9,2,1.9,0,30.2,6.5,NA,NA,NA,NA,NA,NA,2,32.2,8.4,"07/17/2017"
"All DACs",0,25.2,2,0,22.1,4.7,0,33.6,2.7,0,452.6,13,0.2,33.6,25.6,0,454.7,9.6,"07/17/2017"
"ES DAC",7.3,7.3,7.3,6.5,6.5,6.5,0,0,0,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,"07/18/2017"
"JAAMH",0,83.6,4.9,1,15.4,10.4,0,22.1,10.8,0,0,0,0.2,0.2,0.2,1,24.5,19.6,"07/18/2017"
"NCI DAC",0,19.1,3.5,0,8,4.3,0,92,10.6,0,442.1,63.2,0,93.2,23.3,0.8,449.3,24.5,"07/18/2017"
"NEI",0.1,7.3,5.3,20.6,21.4,21.1,14,14,14,NA,NA,NA,NA,NA,NA,34.6,35.4,35.1,"07/18/2017"
"NHGRI",0,14.7,6.1,0.6,5.4,0.9,0,84,2.5,0,0,0,NA,NA,NA,0.6,85.2,3.3,"07/18/2017"
"NHLBI",0,7.3,2.3,0.2,1.6,0.7,0,26.1,9.3,0,0,0,NA,NA,NA,0.2,27.6,8.3,"07/18/2017"
"NIAID",0.1,7.3,5.5,20.9,21.7,21.5,3,3,3,NA,NA,NA,NA,NA,NA,23.8,24.6,24.4,"07/18/2017"
"NIAMS",0.1,0.1,0.1,5.7,5.7,5.7,7,7,7,NA,NA,NA,NA,NA,NA,12.7,12.7,12.7,"07/18/2017"
"NICHD",0.1,7.3,2.6,6.8,7.5,7.1,0,0,0,NA,NA,NA,NA,NA,NA,6.8,7.5,7.1,"07/18/2017"
"NIDDK",4.8,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/18/2017"
"NIGMS",7.3,7.3,7.3,0.4,0.4,0.4,1,1,1,NA,NA,NA,NA,NA,NA,1.4,1.4,1.4,"07/18/2017"
"NINDS",0.1,7.3,3.5,0.6,1.4,1,0,30.2,1.2,NA,NA,NA,NA,NA,NA,0.6,30.9,2.1,"07/18/2017"
"All DACs",0,83.6,4,0,21.7,3.6,0,92,7.1,0,442.1,10.8,0,93.2,11.7,0.2,449.3,11.2,"07/18/2017"
"ES DAC",0,0,0,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,9.5,9.5,9.5,"07/19/2017"
"JAAMH",0,67.3,2.9,5.1,14,11.6,6,50.2,19.3,0,0,0,0.2,39,9.9,14.1,55.2,28.4,"07/19/2017"
"NCI DAC",0,15.2,1.5,0.1,12.1,2.7,0,19,3.6,0,0,0,0,19,1.9,0.1,20.2,5.7,"07/19/2017"
"NEI",1.6,2.2,1.8,19.7,20.1,19.9,13.1,14,13.7,NA,NA,NA,NA,NA,NA,32.8,34.1,33.6,"07/19/2017"
"NHGRI",0,15.8,1.4,0.4,5.2,2.1,0,13,2.6,0,0,0,NA,NA,NA,0.4,14.2,4.6,"07/19/2017"
"NHLBI",0,67.3,11.8,0.1,631.3,52.9,0,0.1,0,0,4.9,0.8,NA,NA,NA,0.1,636.2,71,"07/19/2017"
"NIGMS",0,69.7,34.9,0.1,0.1,0.1,0,0,0,NA,NA,NA,0,0,0,0.1,0.1,0.1,"07/19/2017"
"NINDS",0,69.7,7.3,0.1,0.9,0.8,0,7.3,5.5,0,0,0,NA,NA,NA,0.1,8.2,5.1,"07/19/2017"
"All DACs",0,69.7,3.7,0.1,631.3,9.3,0,50.2,7,0,4.9,0.2,0,39,3.9,0.1,636.2,15.6,"07/19/2017"
"JAAMH",0,10,2.1,3.8,13.4,9.2,0,6,3.5,NA,NA,NA,NA,NA,NA,3.8,19.4,12.4,"07/20/2017"
"NCI DAC",0,19.2,7.4,0,5.8,0.9,0,19,13.6,0,0,0,0,0,0,0,19.2,12.7,"07/20/2017"
"NHGRI",0,19.2,6.3,0,1.3,0.7,0,5,0.9,0,0,0,NA,NA,NA,0,6.1,1.4,"07/20/2017"
"NHLBI",2,132.7,116.4,4.5,8.1,4.7,17,17,17,0,0,0,NA,NA,NA,4.5,25.1,5.4,"07/20/2017"
"NIGMS",7,7,7,32,32,32,0,0,0,NA,NA,NA,NA,NA,NA,32,32,32,"07/20/2017"
"NINDS",0.1,10,3.5,0.1,0.9,0.4,0,0,0,NA,NA,NA,0.1,0.1,0.1,0.2,0.9,0.5,"07/20/2017"
"All DACs",0,132.7,38.6,0,32,4.4,0,19,7.1,0,0,0,0,0.1,0.1,0,32,8.6,"07/20/2017"
"JAAMH",0,22,13,3.3,12,8,0,17.1,7.9,NA,NA,NA,0.2,0.2,0.2,3.3,20.8,15.6,"07/21/2017"
"NCI DAC",0,45.9,21.6,0,5.1,1.6,0,28,12.1,0,0,0,92.9,92.9,92.9,2.8,98,20.4,"07/21/2017"
"NEI",0,0,0,18,18,18,14,14,14,NA,NA,NA,NA,NA,NA,32,32,32,"07/21/2017"
"NHGRI",0,54.8,11.2,3.2,4.9,3.7,0,49.2,11.6,0,0,0,NA,NA,NA,3.2,54,15.3,"07/21/2017"
"NHLBI",0,0.9,0.1,3,7.1,3.2,0,17.1,5.7,0.1,184.1,7.2,NA,NA,NA,3.1,187.3,10.5,"07/21/2017"
"NIDDK",0.9,0.9,0.9,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"07/21/2017"
"NINDS",0,0.9,0.4,0.3,0.7,0.6,0,110.8,29.6,NA,NA,NA,NA,NA,NA,0.3,111.5,30.2,"07/21/2017"
"All DACs",0,54.8,9.6,0,18,4.3,0,110.8,11.7,0,184.1,6.4,0.2,92.9,62,0.3,187.3,16.3,"07/21/2017"
"NCI DAC",1.8,2.3,2,2.7,2.7,2.7,NA,NA,NA,0,0,0,NA,NA,NA,2.7,2.7,2.7,"07/22/2017"
"All DACs",1.8,2.3,2,2.7,2.7,2.7,NA,NA,NA,0,0,0,NA,NA,NA,2.7,2.7,2.7,"07/22/2017"
"JAAMH",10,10,10,9.8,9.8,9.8,6,6,6,NA,NA,NA,NA,NA,NA,15.9,15.9,15.9,"07/23/2017"
"NCI DAC",4,5.7,5.1,0.8,1.4,1.1,0,23,11.5,0,0,0,NA,NA,NA,0.8,24.4,6.8,"07/23/2017"
"NEI",5,10,6,15.8,15.8,15.8,14,14,14,NA,NA,NA,NA,NA,NA,29.8,29.8,29.8,"07/23/2017"
"NHGRI",5,10,6.7,1.1,1.3,1.2,0,0,0,0,0,0,NA,NA,NA,1.1,1.3,1.2,"07/23/2017"
"All DACs",4,10,6.1,0.8,15.8,3.7,0,23,7.2,0,0,0,NA,NA,NA,0.8,29.8,8.5,"07/23/2017"
"CDAC",0,5.6,2.8,1.2,1.4,1.3,0,0,0,NA,NA,NA,NA,NA,NA,1.2,1.4,1.3,"07/24/2017"
"ES DAC",2.8,2.8,2.8,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,4.5,4.5,4.5,"07/24/2017"
"JAAMH",0,5.6,3.4,1.1,9.1,7.7,6,12,7.5,0,0,0,NA,NA,NA,6.8,20.9,10.6,"07/24/2017"
"NCI DAC",0,40.1,5.2,0,6.9,2,0,35.7,5.6,0,446.8,89.8,0,24,3.3,0.3,448.2,12.4,"07/24/2017"
"NHGRI",0,10.8,4.1,0,6.9,1.7,0,2.3,0.9,0,0,0,NA,NA,NA,0,9.2,2.3,"07/24/2017"
"NHLBI",0,24.9,5,3.1,22.2,7.8,0,17,5.7,0,17,5.8,NA,NA,NA,3.1,32.4,13.5,"07/24/2017"
"NIAID",5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2017"
"NICHD",0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"07/24/2017"
"NIDDK",5.6,5.6,5.6,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"07/24/2017"
"NIGMS",5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/24/2017"
"NINDS",0,0,0,2.6,2.8,2.7,0,0,0,NA,NA,NA,NA,NA,NA,2.6,2.8,2.7,"07/24/2017"
"All DACs",0,40.1,4.7,0,22.2,5,0,35.7,4.9,0,446.8,16.4,0,24,3.4,0,448.2,11.3,"07/24/2017"
"ES DAC",11.2,11.2,11.2,3.1,3.1,3.1,0,0,0,NA,NA,NA,NA,NA,NA,3.1,3.1,3.1,"07/25/2017"
"JAAMH",1.1,25,8.9,0.3,16.2,12.2,0,15.3,5.9,1,1,1,NA,NA,NA,1.3,22,17.1,"07/25/2017"
"NCI DAC",0,15,5.8,0.1,6,1.3,0,11.8,3.4,0,0,0,0,20.9,0.4,0.5,21.5,5.6,"07/25/2017"
"NEI",0.9,0.9,0.9,14.1,14.1,14.1,14,14,14,NA,NA,NA,NA,NA,NA,28.1,28.1,28.1,"07/25/2017"
"NHGRI",0,15,6.6,2,6,3.7,0,2.3,0.2,0,0,0,NA,NA,NA,2,8.4,3.8,"07/25/2017"
"NHLBI",0,15,4.5,2,20.7,9.3,17.2,17.9,17.7,0,0,0,NA,NA,NA,2,21.2,4.8,"07/25/2017"
"NIDCR",1.1,11.2,6.1,1.8,2,1.9,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,6,6,6,"07/25/2017"
"NIGMS",1.1,11.2,6.1,26.9,26.9,26.9,0,0,0,NA,NA,NA,NA,NA,NA,26.9,26.9,26.9,"07/25/2017"
"NINDS",1.1,11.2,5.7,1.7,2.3,1.9,105.1,105.1,105.1,NA,NA,NA,0,0,0,1.7,107.5,54.6,"07/25/2017"
"All DACs",0,25,5.9,0.1,26.9,5.2,0,105.1,5.1,0,1,0.1,0,20.9,0.4,0.5,107.5,7.8,"07/25/2017"
"CDAC",0.4,0.4,0.4,9.3,9.3,9.3,0,0,0,NA,NA,NA,NA,NA,NA,9.3,9.3,9.3,"07/26/2017"
"JAAMH",0.4,0.4,0.4,15.3,15.3,15.3,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,21.1,21.1,21.1,"07/26/2017"
"NCI DAC",0,13,7.3,0,5,1.8,0,32.2,18.3,0,440.2,279.9,6.9,31.8,27.2,1,441.8,89.5,"07/26/2017"
"NHGRI",0,15,7.2,1.5,5.3,4.5,0,2.3,1.6,2.3,2.3,2.3,NA,NA,NA,1.5,7.3,6.2,"07/26/2017"
"NHLBI",0,0,0,1.8,2.2,2,17,17.9,17.6,NA,NA,NA,NA,NA,NA,19.2,19.7,19.5,"07/26/2017"
"NIDCR",13,13,13,1,1,1,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,11.9,11.9,11.9,"07/26/2017"
"NIDDK",0,0,0,0.2,0.2,0.2,6,6,6,NA,NA,NA,NA,NA,NA,6.2,6.2,6.2,"07/26/2017"
"NIGMS",0,13,7.8,26,26.5,26.1,0,0,0,NA,NA,NA,NA,NA,NA,26,26.5,26.1,"07/26/2017"
"All DACs",0,15,6.7,0,26.5,4.4,0,32.2,10.9,0,440.2,220.4,6.9,31.8,27.2,1,441.8,53.8,"07/26/2017"
"JAAMH",2,20.7,5.5,4,14.2,10.7,0,10,4.3,NA,NA,NA,NA,NA,NA,4,20,15.1,"07/27/2017"
"NCI DAC",0,8.6,2.3,3.5,4.6,4,0,9.1,4.6,0,2.3,0.8,NA,NA,NA,4.1,13.1,8.3,"07/27/2017"
"NHGRI",0,24.9,11.1,3.5,4.2,3.8,0,9.2,3.2,0,0,0,NA,NA,NA,3.5,12.7,5.4,"07/27/2017"
"NHLBI",0,2.1,0.5,1,6.2,5,2,17.9,5.7,NA,NA,NA,NA,NA,NA,8.2,19,10.7,"07/27/2017"
"NINDS",0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/27/2017"
"All DACs",0,24.9,3.7,1,14.2,6.4,0,17.9,4.9,0,2.3,0.3,NA,NA,NA,3.5,20,10.9,"07/27/2017"
"JAAMH",0,15,2,12.8,13.3,13.1,5.8,5.8,5.8,NA,NA,NA,0.8,0.8,0.8,13.6,19.1,17.5,"07/28/2017"
"NCI DAC",0,10,2.2,0.3,3.2,2.7,0,31.2,5.1,0,2.3,0.6,17,17,17,2.8,31.5,7.3,"07/28/2017"
"NHGRI",0,20.8,2.7,2.7,3.3,2.9,0,23.2,8.8,0,2.3,0.1,NA,NA,NA,2.7,26.1,7.1,"07/28/2017"
"NHLBI",0,5.5,2.1,0.2,5,2.6,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"07/28/2017"
"NICHD",0.9,10,5.5,0,4,2,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,"07/28/2017"
"NIGMS",0,6.9,3.5,24.2,24.2,24.2,0,0,0,NA,NA,NA,NA,NA,NA,24.3,24.3,24.3,"07/28/2017"
"NINDS",0.9,3.7,2.8,3,3,3,0.2,18.2,6.2,NA,NA,NA,NA,NA,NA,3.2,21.2,9.2,"07/28/2017"
"All DACs",0,20.8,2.4,0,24.2,5,0,31.2,5.8,0,2.3,0.2,0.8,17,4.8,0,31.5,9.2,"07/28/2017"
"NCI DAC",1,1,1,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"07/29/2017"
"All DACs",1,1,1,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"07/29/2017"
"NCI DAC",12.1,12.1,12.1,1.5,1.5,1.5,1.3,1.3,1.3,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"07/30/2017"
"NEI",5.2,5.2,5.2,8.6,8.6,8.6,14,14,14,NA,NA,NA,NA,NA,NA,22.6,22.6,22.6,"07/30/2017"
"NHGRI",5.2,5.2,5.2,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/30/2017"
"All DACs",5.2,12.1,8.7,0.7,8.6,4.2,0,14,6.2,NA,NA,NA,NA,NA,NA,0.7,22.6,10.5,"07/30/2017"
"JAAMH",0,10.8,3.6,0,10.3,4.5,5.8,10,6.9,0,0,0,NA,NA,NA,0,16.1,8.4,"07/31/2017"
"NCI DAC",0,10.8,3,0,4,1.5,0,96,8.6,0,5,1.2,20,41,27,0,98.7,10.5,"07/31/2017"
"NHGRI",0,18.7,5,0,4.3,1.2,0,5,1.5,0,0,0,NA,NA,NA,0,9.2,2.3,"07/31/2017"
"NHLBI",0,11.8,3.1,0.2,2.5,1.7,0,43.7,6.8,0,0,0,NA,NA,NA,0.3,46,4.2,"07/31/2017"
"NIAID",0,0,0,8,8,8,3,3,3,NA,NA,NA,NA,NA,NA,11,11,11,"07/31/2017"
"NIAMS",0,0,0,3.7,3.7,3.7,10.2,18.2,12.9,NA,NA,NA,NA,NA,NA,13.9,21.9,16.6,"07/31/2017"
"NIDCR",0,0,0,3.9,3.9,3.9,12.5,12.5,12.5,NA,NA,NA,NA,NA,NA,16.3,16.3,16.3,"07/31/2017"
"NIDDK",0,0,0,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"07/31/2017"
"NIGMS",0,10.6,4.5,21.1,21.2,21.2,0,0,0,NA,NA,NA,NA,NA,NA,21.1,21.3,21.2,"07/31/2017"
"NINDS",0,10.8,2.7,0.1,2.6,0.5,0,15.1,10.1,NA,NA,NA,NA,NA,NA,0.2,15.2,10.6,"07/31/2017"
"All DACs",0,18.7,3.1,0,21.2,1.9,0,96,7,0,5,0.1,20,41,27,0,98.7,7.5,"07/31/2017"
"JAAMH",0,24.9,3.6,1,9.5,6.8,0,25.1,7.3,0,0,0,0.8,3,1.4,1,28,11.4,"08/01/2017"
"NCI DAC",0,27.2,6.9,0.2,2.7,1.7,0,25.2,2.8,0,433.8,187.1,0,25.2,5.1,0.2,435.4,66.7,"08/01/2017"
"NEI",11.7,11.7,11.7,7.3,7.3,7.3,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,20.4,20.4,20.4,"08/01/2017"
"NHGRI",0,76.9,15.1,0.2,3.6,1.6,0,6.2,1.7,0,5,0.8,NA,NA,NA,0.2,8.5,3.2,"08/01/2017"
"NHLBI",0,24.9,7.3,0.2,1.3,0.9,0,14.9,3.6,0,1.2,0.2,0,0,0,0.2,15.2,4.2,"08/01/2017"
"NIAID",0.1,0.1,0.1,7.2,7.2,7.2,3,3,3,NA,NA,NA,NA,NA,NA,10.2,10.2,10.2,"08/01/2017"
"NIAMS",0,0,0,3,3,3,10.6,10.6,10.6,NA,NA,NA,NA,NA,NA,13.6,13.6,13.6,"08/01/2017"
"NICHD",0.3,0.3,0.3,0.1,0.1,0.1,NA,NA,NA,0,0,0,NA,NA,NA,0.1,0.1,0.1,"08/01/2017"
"NIDCR",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/01/2017"
"NIDDK",0,0,0,0.1,0.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.7,0.3,"08/01/2017"
"NIGMS",0,5.2,1.8,19.6,20,19.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,19.8,20.1,20,"08/01/2017"
"NINDS",0,5,2.5,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"08/01/2017"
"All DACs",0,76.9,6.8,0.1,20,2.9,0,25.2,3.9,0,433.8,90.5,0,25.2,3,0.1,435.4,18.4,"08/01/2017"
"CDAC",1,25.8,13.4,2.6,6.1,4.4,0,0.2,0.1,NA,NA,NA,NA,NA,NA,2.6,6.2,4.4,"08/02/2017"
"ES DAC",20.2,20.2,20.2,2.2,2.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"08/02/2017"
"JAAMH",0,51.2,18.4,0,14.4,12.4,0,25.1,8.7,0,0,0,1,1,1,0,27.3,17.2,"08/02/2017"
"NCI DAC",0,51.2,12.2,0.1,2.4,1.3,0,25.6,11,0,434.1,59.2,4.6,26.9,22.1,0.1,435.2,19.8,"08/02/2017"
"NEI",1,5.1,2.6,5.8,6.3,6.1,14,48.1,34.4,NA,NA,NA,NA,NA,NA,19.8,54.4,40.6,"08/02/2017"
"NHGRI",0,51.2,10.8,0.1,2.3,1.7,0,5.8,1.8,0,5.8,3.1,NA,NA,NA,0.1,8,3.8,"08/02/2017"
"NHLBI",0,51.2,1.7,0.1,13.1,2.5,0,22,5.8,0,9.2,2.1,NA,NA,NA,0.1,22.6,8.3,"08/02/2017"
"NIAMS",0.7,15.7,3.4,1.9,2.3,2.2,10.6,10.6,10.6,18.1,18.1,18.1,NA,NA,NA,12.5,20.1,14.1,"08/02/2017"
"NIDDK",0.6,1,0.8,0.3,1,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.3,1,0.7,"08/02/2017"
"NIGMS",0.8,20.2,12.4,19.1,19.2,19.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,19.2,19.3,19.3,"08/02/2017"
"NINDS",1,25.8,14.1,0.9,1.3,1.1,0,15.2,2.3,NA,NA,NA,NA,NA,NA,1,16.2,3.4,"08/02/2017"
"All DACs",0,51.2,9.4,0,19.2,4.5,0,48.1,6.9,0,434.1,13.7,0.1,26.9,9.1,0,435.2,12.6,"08/02/2017"
"CDAC",0,5.7,1.4,1.1,5.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,1.1,1.2,1.2,"08/03/2017"
"JAAMH",0,7.4,1.3,0.8,13.3,11.6,1,25.1,5.5,1,1,1,1,1,1,13.6,26.1,17,"08/03/2017"
"NCI DAC",0,21.2,2,0,6.3,0.6,0,321,13.3,0,433.9,192.8,11.3,40,35.7,0.1,434.4,60.6,"08/03/2017"
"NEI",3.2,5.5,3.7,4.8,5.2,4.9,13.1,14,13.8,NA,NA,NA,NA,NA,NA,18.3,18.8,18.7,"08/03/2017"
"NHGRI",0,16.7,0.6,0.1,6.3,1.7,0,14.2,2.4,0,0,0,NA,NA,NA,0.1,20.5,3.9,"08/03/2017"
"NHLBI",0,10,1.2,0,11.8,1.1,0,12.8,3.8,0,12,1.8,NA,NA,NA,0,13.1,4.5,"08/03/2017"
"NIAID",0.1,0.1,0.1,5.1,5.1,5.1,3,3,3,NA,NA,NA,NA,NA,NA,8.1,8.1,8.1,"08/03/2017"
"NIAMS",0,0,0,0.9,0.9,0.9,12.4,12.4,12.4,NA,NA,NA,NA,NA,NA,13.3,13.3,13.3,"08/03/2017"
"NICHD",0,0,0,4.2,4.2,4.2,0,0,0,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"08/03/2017"
"NIDDK",0,2,0.7,0.8,0.9,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.9,0.9,"08/03/2017"
"NIGMS",0,0.2,0,18,18.5,18.1,0.1,0.1,0.1,NA,NA,NA,0.9,0.9,0.9,18.2,19,18.9,"08/03/2017"
"NINDS",0,0,0,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"08/03/2017"
"All DACs",0,21.2,1.2,0,18.5,3.2,0,321,5.1,0,433.9,50.3,0.9,40,26.8,0,434.4,17.4,"08/03/2017"
"JAAMH",0,24.9,2.7,4.8,12.4,8,7.2,7.2,7.2,0,0,0,1.1,1.1,1.1,4.8,19.6,9.6,"08/04/2017"
"NCI DAC",0,31.1,2.9,0,9.5,3,0,23.9,2.3,0,0,0,21.1,21.9,21.5,0.2,24.6,7,"08/04/2017"
"NHGRI",0,3.2,1.1,0,7,3.4,0,12.2,3.1,0,0,0,NA,NA,NA,0,19.2,6.5,"08/04/2017"
"NHLBI",0,20.9,3.3,4,11,9.3,9.3,9.3,9.3,0,0,0,NA,NA,NA,4.2,20.3,17.9,"08/04/2017"
"NIAMS",0,0,0,0.4,0.4,0.4,18.1,18.1,18.1,NA,NA,NA,NA,NA,NA,18.5,18.5,18.5,"08/04/2017"
"NIDDK",0,0,0,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"08/04/2017"
"All DACs",0,31.1,2.6,0,12.4,5.8,0,23.9,5.2,0,0,0,1.1,21.9,9.3,0,24.6,10.5,"08/04/2017"
"NCI DAC",0,0,0,9.1,9.1,9.1,NA,NA,NA,2.3,2.3,2.3,NA,NA,NA,11.5,11.5,11.5,"08/05/2017"
"All DACs",0,0,0,9.1,9.1,9.1,NA,NA,NA,2.3,2.3,2.3,NA,NA,NA,11.5,11.5,11.5,"08/05/2017"
"JAAMH",5.4,5.4,5.4,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,10.6,10.6,10.6,"08/06/2017"
"NHGRI",5.4,12.1,8.7,4.5,4.5,4.5,NA,NA,NA,0,0,0,NA,NA,NA,4.5,4.5,4.5,"08/06/2017"
"NHLBI",5.9,5.9,5.9,8.9,8.9,8.9,9.3,9.3,9.3,NA,NA,NA,NA,NA,NA,18.2,18.2,18.2,"08/06/2017"
"All DACs",5.4,12.1,6.9,4.5,9.5,7.3,9.3,9.3,9.3,0,0,0,1.1,1.1,1.1,4.5,18.2,11.2,"08/06/2017"
"ES DAC",0,0,0,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"08/07/2017"
"JAAMH",0.3,6.8,4.8,3.8,9.2,8.4,7.2,18.1,8.6,NA,NA,NA,1.1,1.1,1.1,10.1,22,16.7,"08/07/2017"
"NCI DAC",0,26.5,3.9,0,7.2,1.6,0,22.9,4.8,0,0,0,8.1,8.1,8.1,0.1,23.8,7.1,"08/07/2017"
"NEI",6.1,6.1,6.1,0.9,0.9,0.9,49,49,49,NA,NA,NA,NA,NA,NA,49.9,49.9,49.9,"08/07/2017"
"NHGRI",0.2,73.8,9.4,2,6.9,4.1,0,25.9,5.4,0,0,0,NA,NA,NA,2,29.8,8.9,"08/07/2017"
"NHLBI",0,6.1,1.2,1,8.1,4.1,0.1,10.2,4.3,0,0,0,NA,NA,NA,1,18.3,7.9,"08/07/2017"
"NIAMS",5.8,5.8,5.8,0.1,0.1,0.1,7.6,7.6,7.6,NA,NA,NA,NA,NA,NA,7.7,7.7,7.7,"08/07/2017"
"NIDCR",5,5,5,0.8,0.8,0.8,8.4,8.4,8.4,NA,NA,NA,NA,NA,NA,9.2,9.2,9.2,"08/07/2017"
