"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NHLBI",0,9.2,3.8,0.9,62.6,4.5,0,19.4,1.4,0,19.3,6.4,NA,NA,NA,0.9,67.9,6.1,"11/06/2019"
"NIAMS",0.1,0.1,0.1,8.6,8.6,8.6,4,4,4,NA,NA,NA,NA,NA,NA,12.5,12.5,12.5,"11/06/2019"
"NICHD",0.7,0.7,0.7,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"11/06/2019"
"NIDDK",5.2,5.2,5.2,18.2,18.2,18.2,11.6,11.6,11.6,NA,NA,NA,NA,NA,NA,29.9,29.9,29.9,"11/06/2019"
"NIGMS",4.9,4.9,4.9,44,44,44,6,6,6,NA,NA,NA,NA,NA,NA,49.9,49.9,49.9,"11/06/2019"
"NINDS",0,9.2,4.7,0.8,0.9,0.8,0,6.1,2,NA,NA,NA,NA,NA,NA,0.8,6.9,2.8,"11/06/2019"
"All DACs",0,46.8,4,0,62.6,3.7,0,19.4,1.9,0,19.3,1.6,NA,NA,NA,0,67.9,5.6,"11/06/2019"
"JAAMH",2.1,10.8,6.1,4.8,4.9,4.8,7,7,7,0.1,0.1,0.1,NA,NA,NA,5,11.8,8.1,"11/07/2019"
"NCI DAC",0,3,0.2,0.4,1.5,0.8,0,9.5,1.5,0,0,0,NA,NA,NA,0.4,10.2,1.2,"11/07/2019"
"NHGRI",0,6.3,1.2,0.1,10.5,3.4,0,11.7,6.1,0,3,1,NA,NA,NA,0.1,13.4,7.6,"11/07/2019"
"NHLBI",0.1,7.8,1.5,10.9,28.2,12.1,0,0,0,0,0,0,NA,NA,NA,10.9,28.2,12.1,"11/07/2019"
"NIDDK",7.8,7.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/07/2019"
"All DACs",0,10.8,1.6,0.1,28.2,6.8,0,11.7,1.3,0,3,0.2,NA,NA,NA,0.1,28.2,7.7,"11/07/2019"
"JAAMH",0,13.8,5.1,4.2,4.3,4.2,7,7,7,NA,NA,NA,NA,NA,NA,11.2,11.3,11.2,"11/08/2019"
"NCI DAC",0,22,4.3,0,7.1,0.7,0,4.3,0.4,0,0,0,NA,NA,NA,0,7.1,0.9,"11/08/2019"
"NHGRI",0.2,60,13.3,5.9,9.7,6.8,0,3,1,0,0,0,NA,NA,NA,5.9,12.7,7.3,"11/08/2019"
"NHLBI",0,20.8,8,10.1,27.9,13.6,0,0,0,0,0,0,NA,NA,NA,10.1,27.9,13.6,"11/08/2019"
"NIGMS",13.8,13.8,13.8,42.1,42.1,42.1,6,6,6,NA,NA,NA,NA,NA,NA,48,48,48,"11/08/2019"
"NINDS",13.8,13.8,13.8,6,6,6,0,8.1,2.7,NA,NA,NA,NA,NA,NA,6,14,8.7,"11/08/2019"
"All DACs",0,60,7.4,0,42.1,6.3,0,8.1,3.1,0,0,0,NA,NA,NA,0,48,8.4,"11/08/2019"
"JAAMH",0,0,0,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,3.6,3.6,3.6,"11/09/2019"
"NCI DAC",0,0.8,0.1,2.8,3.3,3,0.2,0.3,0.3,NA,NA,NA,NA,NA,NA,3,3.6,3.3,"11/09/2019"
"NEI",4.5,4.5,4.5,55.2,55.2,55.2,21,21,21,NA,NA,NA,NA,NA,NA,76.2,76.2,76.2,"11/09/2019"
"NHGRI",1.7,1.7,1.7,5.5,5.5,5.5,0,0,0,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,"11/09/2019"
"NHLBI",0,4.5,3.9,9.3,9.3,9.3,0,0,0,0,0,0,NA,NA,NA,9.3,9.3,9.3,"11/09/2019"
"All DACs",0,4.5,3.6,2.8,55.2,9.5,0,21,0.2,0,0,0,0.1,0.1,0.1,3,76.2,9.7,"11/09/2019"
"NCI DAC",38,38,38,1.7,1.7,1.7,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"11/10/2019"
"NHGRI",11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2019"
"NHLBI",5.7,5.7,5.7,25.5,25.5,25.5,NA,NA,NA,0,0,0,NA,NA,NA,25.5,25.5,25.5,"11/10/2019"
"All DACs",5.7,38,18.5,1.7,25.5,13.6,0.2,0.2,0.2,0,0,0,NA,NA,NA,1.9,25.5,13.7,"11/10/2019"
"JAAMH",5.3,26.3,13.2,0.8,1.5,0.9,7,7,7,NA,NA,NA,NA,NA,NA,7.8,8.5,7.9,"11/11/2019"
"Kids First DAC",31.1,31.1,31.1,1.1,1.1,1.1,0,0,0,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"11/11/2019"
"NCI DAC",0,31.1,12.8,1.1,1.7,1.3,0,0.2,0,NA,NA,NA,NA,NA,NA,1.1,1.8,1.4,"11/11/2019"
"NEI",5.3,5.3,5.3,41.7,41.7,41.7,0,0,0,NA,NA,NA,NA,NA,NA,41.7,41.7,41.7,"11/11/2019"
"NHGRI",0,5.8,3.5,2.8,7,3.9,0,3,0.5,4,4,4,NA,NA,NA,2.8,11,4.6,"11/11/2019"
"NHLBI",0,31.1,9.3,7.1,30,23.5,0,24.2,15.1,0,0,0,NA,NA,NA,7.1,49.3,38.6,"11/11/2019"
"NIAMS",5.3,14.1,9.7,3.7,4,3.9,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,14.6,15,14.8,"11/11/2019"
"NIDDK",0,0,0,13.4,13.4,13.4,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,25.1,25.1,25.1,"11/11/2019"
"NINDS",5.3,5.3,5.3,2.7,2.7,2.7,0,0,0,NA,NA,NA,NA,NA,NA,2.7,2.7,2.7,"11/11/2019"
"All DACs",0,31.1,10.6,0.8,41.7,5.8,0,24.2,3.2,0,4,2,NA,NA,NA,1.1,49.3,9,"11/11/2019"
"CDAC",7.6,7.6,7.6,2.9,2.9,2.9,0,0,0,NA,NA,NA,NA,NA,NA,2.9,2.9,2.9,"11/12/2019"
"JAAMH",0,35.8,5,0.1,7,0.5,7,7,7,0.1,0.1,0.1,75.8,75.8,75.8,0.2,82.8,9.2,"11/12/2019"
"NCI DAC",0,14.8,3,0.3,5.2,3.2,0,3.8,0.3,0,0,0,NA,NA,NA,0.3,9,3.5,"11/12/2019"
"NEI",0.1,0.1,0.1,40.9,40.9,40.9,0,0,0,NA,NA,NA,NA,NA,NA,40.9,40.9,40.9,"11/12/2019"
"NHGRI",0.1,8,0.8,2.1,7,3.4,0,3,0.7,0,4,1.3,NA,NA,NA,2.1,10,4.2,"11/12/2019"
"NHLBI",0,11,6.4,23.9,56.8,28.1,19.4,35.9,27.6,0,7,0.8,NA,NA,NA,23.9,64.2,34.3,"11/12/2019"
"NIAMS",0,0,0,3.1,3.1,3.1,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,14,14,14,"11/12/2019"
"NIDDK",4,5.8,4.6,12,12.8,12.5,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,23.7,23.7,23.7,"11/12/2019"
"NIGMS",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/2019"
"NINDS",4,4,4,2.4,2.4,2.4,NA,NA,NA,0,0,0,NA,NA,NA,2.4,2.4,2.4,"11/12/2019"
"All DACs",0,35.8,3.3,0.1,56.8,8.9,0,35.9,2.7,0,7,0.4,75.8,75.8,75.8,0.2,82.8,11.5,"11/12/2019"
"JAAMH",0,11.9,3.8,6,6.6,6.2,49.8,49.8,49.8,0,0,0,0,0,0,6.1,56.4,42.2,"11/13/2019"
"NCI DAC",0,8.1,4.2,1.8,4.7,3.7,0,3.6,0.4,0,0,0,NA,NA,NA,1.8,7.8,4.1,"11/13/2019"
"NEI",0,0.4,0.3,40.1,40.1,40.1,0,0,0,NA,NA,NA,NA,NA,NA,40.1,40.1,40.1,"11/13/2019"
"NHGRI",0,28.9,5.7,0.9,5,2.6,0,17.6,2.4,0,34,3.8,NA,NA,NA,0.9,36.4,5.8,"11/13/2019"
"NHLBI",0,2.1,0.1,28.9,55.8,46.6,7,28.3,10.6,0,0,0,NA,NA,NA,28.9,84,53.6,"11/13/2019"
"NIAMS",0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,5.9,5.9,5.9,"11/13/2019"
"NIDCR",2,6.9,5.3,2.1,2.4,2.2,0.1,0.2,0.2,NA,NA,NA,NA,NA,NA,2.2,2.5,2.3,"11/13/2019"
"NIDDK",0,0,0,11.2,11.3,11.2,11.7,11.7,11.7,NA,NA,NA,NA,NA,NA,22.9,23,22.9,"11/13/2019"
"NIGMS",0.9,0.9,0.9,37.2,37.2,37.2,6,6,6,NA,NA,NA,NA,NA,NA,43.2,43.2,43.2,"11/13/2019"
"NINDS",0,0.4,0.2,0.8,1.1,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.8,1.1,0.9,"11/13/2019"
"All DACs",0,28.9,2.7,0.8,55.8,18,0,49.8,10.7,0,34,1.2,0,3.9,1,0.8,84,27,"11/13/2019"
"CDAC",0,10.2,2.2,0.8,1.1,1,0,0,0,21,21,21,NA,NA,NA,0.8,21.8,5.2,"11/14/2019"
"ES DAC",0.1,0.3,0.2,0.8,1,0.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,0.8,1.1,1,"11/14/2019"
"JAAMH",0,10.2,1.1,4.9,17.9,6.2,37.1,83.8,71.1,0.1,0.1,0.1,0,0.1,0.1,5.1,89,63.9,"11/14/2019"
"Kids First DAC",0,0,0,0.8,0.8,0.8,0.1,0.1,0.1,2.4,2.4,2.4,NA,NA,NA,0.8,3.1,1.4,"11/14/2019"
"NCATS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/2019"
"NCI DAC",0,10.2,0.6,0.6,3.6,1,0,1.9,0.2,0,1.9,1,NA,NA,NA,0.8,3.7,1.3,"11/14/2019"
"NEI",0,10.2,0.8,38.9,49.9,43.1,0,21,5.7,0,21,12.6,NA,NA,NA,38.9,70.9,50.9,"11/14/2019"
"NHGRI",0,22.6,0.8,0.6,18.6,4.7,0,3,0.2,0,0,0,NA,NA,NA,0.6,18.7,4.8,"11/14/2019"
"NHLBI",0,5.8,0.3,33.9,56.9,49.8,7.3,26.1,15.4,0,21,1.4,NA,NA,NA,33.9,81.1,60.6,"11/14/2019"
"NIAID",0,0.3,0.1,25,33.8,29.4,9,16,12.5,NA,NA,NA,NA,NA,NA,34.1,49.8,41.9,"11/14/2019"
"NIAMS",0,0.3,0.3,0.8,1.1,1.1,3.9,3.9,3.9,3.8,3.8,3.8,NA,NA,NA,4.7,5,4.9,"11/14/2019"
"NICHD",0,0.3,0.2,4.8,5.1,5,0,14.9,3,0,14.9,7.4,NA,NA,NA,5,19.7,7.5,"11/14/2019"
"NIDDK",0,0.3,0.2,10.1,10.4,10.4,11.7,11.8,11.7,NA,NA,NA,NA,NA,NA,21.9,22.1,22.1,"11/14/2019"
"NIGMS",0,0.3,0.1,35.8,36.1,36,6,6,6,6,6,6,NA,NA,NA,41.8,42.1,41.9,"11/14/2019"
"NINDS",0.3,0.3,0.3,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"11/14/2019"
"All DACs",0,22.6,0.6,0.6,56.9,11.9,0,83.8,11.9,0,21,2.2,0,0.1,0.1,0.6,89,22.2,"11/14/2019"
"JAAMH",0,4.1,2.6,3.9,4,4,49.8,49.8,49.8,0.2,0.2,0.2,NA,NA,NA,4.2,53.8,35.2,"11/15/2019"
"NCI DAC",0,8.2,3,0,1.7,0.4,0.1,2,1.5,0.2,0.2,0.2,NA,NA,NA,0.2,2.3,1.6,"11/15/2019"
"NHGRI",4.1,4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/15/2019"
"NHLBI",0.1,4.1,2.3,34,53.8,52.4,21,21,21,0,21,15.8,NA,NA,NA,34,74.8,72.1,"11/15/2019"
"NIAMS",23,23,23,2.8,2.8,2.8,8,8,8,NA,NA,NA,NA,NA,NA,10.7,10.7,10.7,"11/15/2019"
"NIDDK",5,5,5,9.3,9.3,9.3,11.7,11.7,11.7,NA,NA,NA,NA,NA,NA,21,21,21,"11/15/2019"
"NINDS",8.2,8.2,8.2,3.7,3.7,3.7,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,5.9,5.9,5.9,"11/15/2019"
"All DACs",0,23,3.2,0,53.8,19.8,0.1,49.8,26.5,0,21,5.8,NA,NA,NA,0.2,74.8,43.3,"11/15/2019"
"NCI DAC",0,0,0,1.2,1.2,1.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"11/16/2019"
"All DACs",0,0,0,1.2,1.2,1.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"11/16/2019"
"NCI DAC",0,0.8,0.5,0.5,0.6,0.5,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,0.8,0.9,0.9,"11/17/2019"
"NEI",0,0,0,46.8,46.8,46.8,21,21,21,NA,NA,NA,NA,NA,NA,67.8,67.8,67.8,"11/17/2019"
"NHGRI",0,13.8,3.7,0.8,7.5,2.9,8,8,8,0,0.1,0,NA,NA,NA,0.8,15.5,4.9,"11/17/2019"
"NHLBI",9.5,9.5,9.5,32.5,32.5,32.5,NA,NA,NA,0,0,0,NA,NA,NA,32.5,32.5,32.5,"11/17/2019"
"All DACs",0,13.8,2.1,0.5,46.8,26.6,0.3,21,13.2,0,0.3,0.1,NA,NA,NA,0.8,67.8,27.6,"11/17/2019"
"JAAMH",0,48,15.9,0.8,14.3,3.8,37.2,49.8,45.1,NA,NA,NA,0.2,0.2,0.2,1,51.5,31.8,"11/18/2019"
"NCI DAC",0,13.2,3,0,6.2,1.4,0,5,1.2,0,0.3,0,NA,NA,NA,0.2,11.1,2.1,"11/18/2019"
"NEI",0,0,0,35,35,35,3,3,3,NA,NA,NA,NA,NA,NA,37.9,37.9,37.9,"11/18/2019"
"NHGRI",0,13.2,2.1,0.8,7,2,0,8,5.2,0,0,0,NA,NA,NA,1,15,5.2,"11/18/2019"
"NHLBI",0.1,35,1.7,16.9,50.6,23.3,0,250.2,16.1,0,16.2,2.1,NA,NA,NA,16.9,300.8,32.9,"11/18/2019"
"NICHD",3.8,18.9,13.9,0.8,1.6,1.3,0,14.8,9.8,NA,NA,NA,NA,NA,NA,0.8,16.4,11.2,"11/18/2019"
"NIDDK",0,0.1,0.1,6.4,28.2,23.8,0.8,11.8,3,NA,NA,NA,NA,NA,NA,18.2,29,26.8,"11/18/2019"
"NIGMS",4.8,4.8,4.8,32.2,32.2,32.2,6,6,6,NA,NA,NA,NA,NA,NA,38.2,38.2,38.2,"11/18/2019"
"NINDS",0.2,2.9,2,0.8,1,0.9,3,34.2,13.4,NA,NA,NA,NA,NA,NA,4,35,14.3,"11/18/2019"
"All DACs",0,48,3.4,0,50.6,12.1,0,250.2,11.3,0,16.2,1.2,0.2,0.2,0.2,0.2,300.8,20,"11/18/2019"
"JAAMH",0,5,0.8,0,0.7,0.2,49.8,49.8,49.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,50.5,40.8,"11/19/2019"
"NCI DAC",0,28.8,4.6,0,5.4,0.5,0,5,0.3,0,0.1,0,NA,NA,NA,0,10.3,0.7,"11/19/2019"
"NEI",1,1,1,33.6,33.6,33.6,0,0,0,NA,NA,NA,NA,NA,NA,33.6,33.6,33.6,"11/19/2019"
"NHGRI",0,28.8,3.7,0,5.8,0.9,0,14.2,2.8,0,0,0,NA,NA,NA,0,15.3,2.5,"11/19/2019"
"NHLBI",0.2,5,2.3,28.9,50.1,34.5,6.8,21,17,0,6.8,0.3,NA,NA,NA,28.9,70.8,57.7,"11/19/2019"
"NIAMS",0.8,0.8,0.8,12.8,12.8,12.8,NA,NA,NA,1,1,1,NA,NA,NA,13.9,13.9,13.9,"11/19/2019"
"NICHD",0.8,0.8,0.8,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"11/19/2019"
"NIDCR",0.8,0.8,0.8,7.9,7.9,7.9,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,15.2,15.2,15.2,"11/19/2019"
"NIDDK",5,5,5,26.9,27,26.9,0.8,0.9,0.9,NA,NA,NA,NA,NA,NA,27.8,27.8,27.8,"11/19/2019"
"NIGMS",1,1,1,30.7,30.7,30.7,6,6,6,NA,NA,NA,NA,NA,NA,36.7,36.7,36.7,"11/19/2019"
"All DACs",0,28.8,2.2,0,50.1,18.1,0,49.8,22.2,0,6.8,0.3,0.2,0.2,0.2,0,70.8,33.9,"11/19/2019"
"ES DAC",15,15,15,2.1,2.1,2.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"11/20/2019"
"JAAMH",0.6,19.9,14.9,6.2,6.4,6.3,65.8,65.8,65.8,NA,NA,NA,0,0,0,6.4,72.2,49.3,"11/20/2019"
"Kids First DAC",0.2,0.2,0.2,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/20/2019"
"NCI DAC",0,41.2,12.3,0,3.8,0.5,0,5,0.2,0,1,0.4,NA,NA,NA,0.2,8.8,0.7,"11/20/2019"
"NHGRI",0,18.9,7.2,0,5,1.1,0,12.9,3.7,0,0,0,NA,NA,NA,0,14,4.4,"11/20/2019"
"NHLBI",18.9,18.9,18.9,37,37,37,NA,NA,NA,0,0,0,NA,NA,NA,37,37,37,"11/20/2019"
"NIAMS",0.7,0.7,0.7,11.6,11.6,11.6,1,1,1,NA,NA,NA,NA,NA,NA,12.6,12.6,12.6,"11/20/2019"
"NIDCR",15,15,15,7.1,7.1,7.1,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,14.4,14.4,14.4,"11/20/2019"
"NIDDK",18.9,18.9,18.9,26,26,26,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,26.8,26.8,26.8,"11/20/2019"
"NIGMS",0,15,8.8,29.8,30.2,30.1,6,6,6,NA,NA,NA,NA,NA,NA,35.8,36.2,36.1,"11/20/2019"
"NINDS",18.9,18.9,18.9,1,1,1,0,7.9,3.2,NA,NA,NA,NA,NA,NA,1,8.9,4.2,"11/20/2019"
"All DACs",0,41.2,11.9,0,37,4.7,0,65.8,6.5,0,1,0.2,0,0,0,0,72.2,10,"11/20/2019"
"ES DAC",6.7,6.7,6.7,1.1,1.1,1.1,14,14,14,NA,NA,NA,NA,NA,NA,15.1,15.1,15.1,"11/21/2019"
"JAAMH",0,1.8,0.4,5.2,5.4,5.3,65.8,65.8,65.8,NA,NA,NA,NA,NA,NA,71.1,71.1,71.1,"11/21/2019"
"Kids First DAC",0,0,0,0,0,0,4.8,4.8,4.8,NA,NA,NA,NA,NA,NA,4.8,4.8,4.8,"11/21/2019"
"NCI DAC",0,15.8,0.4,0,0.8,0.2,0,2.9,0.1,0,0.9,0.5,NA,NA,NA,0,3,0.3,"11/21/2019"
"NEI",45.1,45.1,45.1,32.2,32.2,32.2,0,0,0,NA,NA,NA,NA,NA,NA,32.2,32.2,32.2,"11/21/2019"
"NHGRI",0,41,3.2,0.7,11,4.3,0,8,2,0,9,2.8,NA,NA,NA,0.7,13.2,6.4,"11/21/2019"
"NHLBI",0,0.7,0.1,5.1,48.2,7.9,0,25.8,1,0,0,0,NA,NA,NA,5.1,74,8.8,"11/21/2019"
"NIAID",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/21/2019"
"NIDDK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/21/2019"
"All DACs",0,45.1,1,0,48.2,4,0,65.8,1.4,0,9,1.3,NA,NA,NA,0,74,5.5,"11/21/2019"
"ES DAC",1.8,1.8,1.8,14,14,14,NA,NA,NA,NA,NA,NA,0,0,0,14,14,14,"11/22/2019"
"JAAMH",0.2,0.3,0.3,4,4.5,4.4,65.8,65.8,65.8,NA,NA,NA,NA,NA,NA,69.9,70.4,70.2,"11/22/2019"
"NCI DAC",0,5.4,1.3,0.1,1.8,0.9,0,1.9,0.2,NA,NA,NA,NA,NA,NA,0.2,2.2,1.1,"11/22/2019"
"NHGRI",0,20.7,3.2,4,5.1,4.9,0,0,0,0,0,0,NA,NA,NA,4,5.1,5,"11/22/2019"
"NHLBI",1.8,3.5,2.8,47.2,47.3,47.3,16,16.3,16.2,NA,NA,NA,NA,NA,NA,63.2,63.6,63.4,"11/22/2019"
"NIGMS",1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/22/2019"
"NINDS",0,1.9,1.1,4.9,4.9,4.9,0,11.9,8,NA,NA,NA,0,0,0,4.9,16.8,8.3,"11/22/2019"
"All DACs",0,20.7,2,0.1,47.3,11.7,0,65.8,11.2,0,0,0,0,0,0,0.2,70.4,20.3,"11/22/2019"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/23/2019"
"ES DAC",0.9,0.9,0.9,11.5,11.5,11.5,0,0,0,NA,NA,NA,NA,NA,NA,11.5,11.5,11.5,"11/24/2019"
"JAAMH",0.9,3,1.1,1.8,2.1,1.8,65.8,65.8,65.8,NA,NA,NA,NA,NA,NA,67.9,67.9,67.9,"11/24/2019"
"NCI DAC",0.9,12.4,7.7,0,1,0.3,0,4.5,0.8,0,1.5,0.4,NA,NA,NA,0,4.5,1.1,"11/24/2019"
"NHGRI",0.9,5.9,4.6,2.6,3.3,2.8,0,49.9,12.5,0,0,0,NA,NA,NA,2.6,53.2,12.8,"11/24/2019"
"NHLBI",0.9,0.9,0.9,38.7,38.7,38.7,NA,NA,NA,0,0,0,NA,NA,NA,38.7,38.7,38.7,"11/24/2019"
"NINDS",0.9,3,1.6,2.7,3,2.8,1.9,61,21.6,NA,NA,NA,NA,NA,NA,4.5,64,24.4,"11/24/2019"
"All DACs",0.9,12.4,5.4,0,38.7,4.5,0,65.8,4.6,0,1.5,0.1,NA,NA,NA,0,67.9,8.7,"11/24/2019"
"JAAMH",0,10,2.7,1,6.9,2,60.2,65.8,65.7,0.1,0.1,0.1,0.1,0.1,0.1,1.1,67.2,63,"11/25/2019"
"Kids First DAC",0,0,0,4.2,4.2,4.2,NA,NA,NA,0,0,0,NA,NA,NA,4.2,4.2,4.2,"11/25/2019"
"NCATS",2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/25/2019"
"NCI DAC",0,6.9,2.3,0.1,6.2,2.9,0,3.6,0.5,0,3.6,1.8,NA,NA,NA,0.1,9.8,3.4,"11/25/2019"
"NEI",0.1,2.8,1,27.9,27.9,27.9,0,0,0,NA,NA,NA,NA,NA,NA,27.9,27.9,27.9,"11/25/2019"
"NHGRI",0,101,5.6,5.1,14.2,7,0,9.3,0.9,0,2.3,0.8,NA,NA,NA,5.1,16.5,8,"11/25/2019"
"NHLBI",0,11.1,1.1,38,44.1,42.4,16,16.3,16.1,0,16.3,4.1,NA,NA,NA,38,60.1,54.3,"11/25/2019"
"NIAID",2.8,2.8,2.8,23.1,23.1,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/25/2019"
"NIAMS",0.8,0.8,0.8,7.3,7.3,7.3,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,14.5,14.5,14.5,"11/25/2019"
"NIDCR",0.8,0.8,0.8,2.2,2.2,2.2,13,13,13,NA,NA,NA,NA,NA,NA,15.2,15.2,15.2,"11/25/2019"
"NIDDK",0.8,2.8,2.3,21.2,21.5,21.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,22,22.3,22.1,"11/25/2019"
"NIGMS",2.8,2.8,2.8,25.1,25.1,25.1,NA,NA,NA,NA,NA,NA,6,6,6,31.1,31.1,31.1,"11/25/2019"
"NINDS",10,10,10,1.9,1.9,1.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"11/25/2019"
"All DACs",0,101,2.6,0.1,44.1,10.1,0,65.8,19.2,0,16.3,2,0.1,6,3.1,0.1,67.2,27.6,"11/25/2019"
"JAAMH",0,14.9,7.4,0,6.2,0.8,42.8,65.8,64.3,NA,NA,NA,NA,NA,NA,43.3,66.3,64.9,"11/26/2019"
"NCI DAC",0,26.2,6.2,0,3.2,1.4,0,1,0.2,0,0,0,NA,NA,NA,0,3.2,1.6,"11/26/2019"
"NHGRI",0,25.3,4.4,5.7,13,9.7,0,23.5,4.2,0,3.1,0.9,NA,NA,NA,5.7,29.2,12.9,"11/26/2019"
